,Total:,Hispanic or Latino,Not Hispanic or Latino:,Population of one race:,Population of two or more races:,FRACTotal,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Calc Total (Not Latino)
"Clewiston, FL Micro Area",39619.0,22112.0,17507.0,16902.0,605.0,605.0,12362.667,4300.75,381.417,213.333,230.0,18.833,17507.0
"Clinton, IA Micro Area",46460.0,1539.0,44921.0,43087.0,1834.0,1834.0,42102.583,1708.25,348.167,321.917,421.583,18.5,44921.0
"Clovis, NM Micro Area",48430.0,21796.0,26634.0,24793.0,1841.0,1841.0,21891.317,2812.65,908.4,427.15,525.15,69.333,26634.0
"Coamo, PR Micro Area",34668.0,34464.0,204.0,185.0,19.0,19.0,104.0,17.5,15.0,61.5,3.0,3.0,204.0
"Coco, PR Micro Area",25789.0,25577.0,212.0,201.0,11.0,11.0,165.5,23.333,0.5,20.833,1.167,0.667,212.0
"Coeur d'Alene, ID Metro Area",171362.0,8756.0,162606.0,153778.0,8828.0,8828.0,153388.283,843.7,2209.067,2042.15,3714.567,408.233,162606.0
"Coffeyville, KS Micro Area",31486.0,2414.0,29072.0,26337.0,2735.0,2735.0,24875.75,1820.167,238.75,202.75,1894.333,40.25,29072.0
"Coldwater, MI Micro Area",44862.0,2583.0,42279.0,40692.0,1587.0,1587.0,39796.333,1261.5,367.667,330.5,503.417,19.583,42279.0
"College Station-Bryan, TX Metro Area",268248.0,70307.0,197941.0,189016.0,8925.0,8925.0,147961.533,29711.95,15720.283,1986.5,2218.45,342.283,197940.999
"Colorado Springs, CO Metro Area",755105.0,131700.0,623405.0,575669.0,47736.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,623404.998
"Columbia, MO Metro Area",210864.0,8582.0,202282.0,190303.0,11979.0,11979.0,166933.583,21592.417,8847.833,2015.067,2650.883,242.217,202282.0
"Columbia, SC Metro Area",829470.0,55280.0,774190.0,743264.0,30926.0,30926.0,465703.55,273030.8,21298.967,5388.9,7758.9,1008.883,774190.0
"Columbus, GA-AL Metro Area",328883.0,24624.0,304259.0,290279.0,13980.0,13980.0,151121.3,138251.633,8367.883,2406.067,3032.15,1079.967,304259.0
"Columbus, IN Metro Area",82208.0,7257.0,74951.0,72013.0,2938.0,2938.0,65800.85,2208.517,5581.433,561.833,715.183,83.183,74950.999
"Columbus, MS Micro Area",58879.0,1323.0,57556.0,55998.0,1558.0,1558.0,30043.75,26229.667,649.083,221.667,380.917,30.917,57556.001
"Columbus, NE Micro Area",34296.0,7252.0,27044.0,26335.0,709.0,709.0,25932.833,405.667,245.667,218.667,225.167,16.0,27044.001
"Columbus, OH Metro Area",2138926.0,110967.0,2027959.0,1928662.0,99297.0,99297.0,1523681.95,350929.183,114108.85,18482.15,19391.233,1365.633,2027958.999
"Concord, NH Micro Area",153808.0,3880.0,149928.0,143745.0,6183.0,6183.0,140243.033,3026.033,3485.533,1466.2,1593.533,113.667,149927.999
"Connersville, IN Micro Area",23398.0,273.0,23125.0,22429.0,696.0,696.0,22347.283,377.533,85.45,105.75,203.867,5.117,23125.0
"Cookeville, TN Micro Area",113982.0,6845.0,107137.0,102752.0,4385.0,4385.0,100882.9,2802.817,1423.733,580.567,1374.483,72.5,107137.0
"Coos Bay, OR Micro Area",64929.0,4292.0,60637.0,56281.0,4356.0,4356.0,55631.817,426.733,1009.4,756.833,2588.567,223.65,60637.0
"Cordele, GA Micro Area",20128.0,634.0,19494.0,18979.0,515.0,515.0,10115.0,8970.417,209.583,88.333,103.583,7.083,19493.999
"Corinth, MS Micro Area",34740.0,1248.0,33492.0,32364.0,1128.0,1128.0,28278.333,4516.333,221.333,124.833,329.5,21.667,33491.999
"Cornelia, GA Micro Area",46031.0,6880.0,39151.0,37633.0,1518.0,1518.0,35417.833,1894.917,1071.583,221.917,493.417,51.333,39151.0
"Corning, NY Micro Area",93584.0,1718.0,91866.0,87886.0,3980.0,3980.0,86288.933,1843.85,1799.933,859.083,1042.35,31.85,91865.999
"Corpus Christi, TX Metro Area",421933.0,255272.0,166661.0,157923.0,8738.0,8738.0,136798.7,14622.617,9516.283,2458.017,2770.283,495.1,166661.0
"Corsicana, TX Micro Area",52624.0,16049.0,36575.0,34709.0,1866.0,1866.0,27866.417,6600.25,456.25,302.917,587.25,761.917,36575.001
"Cortland, NY Micro Area",46809.0,1658.0,45151.0,42971.0,2180.0,2180.0,41859.033,1073.783,1108.617,536.083,553.2,20.283,45150.999
"Corvallis, OR Metro Area",95184.0,8524.0,86660.0,80864.0,5796.0,5796.0,74974.7,1310.033,7314.033,1207.2,1393.617,460.417,86660.0
"Coshocton, OH Micro Area",36612.0,401.0,36211.0,35180.0,1031.0,1031.0,35070.483,551.483,131.983,138.0,304.483,14.567,36210.999
"Craig, CO Micro Area",13292.0,2124.0,11168.0,10602.0,566.0,566.0,10583.317,120.317,80.733,135.583,242.233,5.817,11168.0
"Crawfordsville, IN Micro Area",37936.0,2281.0,35655.0,34490.0,1165.0,1165.0,34313.083,465.25,304.083,173.667,369.917,29.0,35655.0
"Crescent City, CA Micro Area",27743.0,5321.0,22422.0,20215.0,2207.0,2207.0,17270.65,961.317,970.733,363.7,2773.317,82.283,22422.0
"Crestview-Fort Walton Beach-Destin, FL Metro Area",286973.0,28765.0,258208.0,239803.0,18405.0,18405.0,215269.767,24693.683,9985.65,3043.267,4407.267,808.367,258208.001
"Crossville, TN Micro Area",61145.0,1936.0,59209.0,57222.0,1987.0,1987.0,57282.75,418.25,442.583,296.0,745.25,24.167,59209.0
"Cullman, AL Micro Area",87866.0,4146.0,83720.0,80236.0,3484.0,3484.0,80013.083,1123.417,626.083,471.25,1389.833,96.333,83719.999
"Cullowhee, NC Micro Area",57226.0,3884.0,53342.0,50777.0,2565.0,2565.0,42533.583,1062.0,666.167,297.0,8736.583,46.667,53342.0
"Cumberland, MD-WV Metro Area",95044.0,1458.0,93586.0,89812.0,3774.0,3774.0,84358.667,6741.083,983.5,560.0,898.25,44.5,93586.0
"Dallas-Fort Worth-Arlington, TX Metro Area",7637387.0,2235234.0,5402153.0,5128806.0,273347.0,273347.0,3387576.833,1239533.883,633546.683,54164.333,75547.4,11783.867,5402152.999
"Dalton, GA Metro Area",142837.0,42830.0,100007.0,96020.0,3987.0,3987.0,91946.383,4361.767,1683.467,653.35,1323.217,38.817,100007.001
"Danville, IL Metro Area",74188.0,3816.0,70372.0,67400.0,2972.0,2972.0,57598.167,10963.667,664.583,464.083,662.917,18.583,70372.0
"Danville, KY Micro Area",54889.0,1965.0,52924.0,50821.0,2103.0,2103.0,48578.0,3052.0,478.917,269.5,531.583,14.0,52924.0
"Danville, VA Micro Area",103091.0,3786.0,99305.0,96510.0,2795.0,2795.0,62392.583,34822.75,875.917,441.833,739.25,32.667,99305.0
"Daphne-Fairhope-Foley, AL Metro Area",231767.0,12686.0,219081.0,208713.0,10368.0,10368.0,191439.667,19174.917,2672.417,1807.167,3773.917,212.917,219081.002
"Davenport-Moline-Rock Island, IA-IL Metro Area",384324.0,35572.0,348752.0,331867.0,16885.0,16885.0,297884.367,34576.783,10103.867,2656.833,3317.867,212.283,348752.0
"Dayton, TN Micro Area",32870.0,1960.0,30910.0,29609.0,1301.0,1301.0,29276.833,749.167,240.833,156.667,476.0,10.5,30910.0
"Dayton-Kettering, OH Metro Area",814049.0,28594.0,785455.0,745217.0,40238.0,40238.0,611283.517,134685.733,23359.917,6921.55,8472.683,731.6,785455.0
"Decatur, AL Metro Area",156494.0,13272.0,143222.0,135076.0,8146.0,8146.0,116861.867,19542.45,1218.283,919.567,4557.533,122.3,143222.0
"Decatur, IL Metro Area",103998.0,2733.0,101265.0,96139.0,5126.0,5126.0,77518.517,20243.517,1724.35,763.75,957.933,56.933,101265.0
"Decatur, IN Micro Area",35809.0,1637.0,34172.0,33520.0,652.0,652.0,33389.367,241.867,165.45,122.117,237.867,15.333,34172.001
"Defiance, OH Micro Area",38286.0,3950.0,34336.0,33189.0,1147.0,1147.0,32826.483,759.65,171.233,227.317,327.983,23.333,34335.999
"Del Rio, TX Micro Area",47586.0,38207.0,9379.0,8902.0,477.0,477.0,8048.2,593.7,406.033,133.033,149.533,48.5,9378.999
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",668921.0,94951.0,573970.0,547895.0,26075.0,26075.0,475751.75,69917.25,14896.833,6539.467,6275.567,589.133,573970.0
"Deming, NM Micro Area",25427.0,16670.0,8757.0,8264.0,493.0,493.0,7899.333,264.167,207.333,110.833,254.5,20.833,8756.999
"Denver-Aurora-Lakewood, CO Metro Area",2963821.0,691711.0,2272110.0,2139831.0,132279.0,132279.0,1874775.517,174461.35,154594.533,29054.133,32228.233,6996.233,2272109.999
"DeRidder, LA Micro Area",36549.0,1271.0,35278.0,33734.0,1544.0,1544.0,29765.117,4308.2,313.283,200.917,654.617,35.867,35278.001
"Des Moines-West Des Moines, IA Metro Area",709466.0,57905.0,651561.0,624883.0,26678.0,26678.0,564282.067,43184.067,32829.65,5477.75,5104.15,683.317,651561.001
"Detroit-Warren-Dearborn, MI Metro Area",4392041.0,219953.0,4172088.0,3991312.0,180776.0,180776.0,2881042.583,983653.25,229213.0,37209.083,38809.917,2160.167,4172088.0
"Dickinson, ND Micro Area",34591.0,2296.0,32295.0,31130.0,1165.0,1165.0,29768.567,1144.667,442.4,205.9,661.733,71.733,32295.0
"Dixon, IL Micro Area",34145.0,2324.0,31821.0,30649.0,1172.0,1172.0,29001.95,2008.783,298.033,253.75,240.367,18.117,31821.0
"Dodge City, KS Micro Area",34287.0,19666.0,14621.0,13931.0,690.0,690.0,12774.0,992.833,442.5,151.667,244.5,15.5,14621.0
"Dothan, AL Metro Area",151007.0,6111.0,144896.0,138939.0,5957.0,5957.0,104463.7,35793.867,1766.45,841.75,1907.117,123.117,144896.001
"Douglas, GA Micro Area",51378.0,7478.0,43900.0,42545.0,1355.0,1355.0,29566.6,13372.933,364.767,183.033,375.1,37.567,43900.0
"Dover, DE Metro Area",181851.0,13981.0,167870.0,156943.0,10927.0,10927.0,109427.25,48439.583,5204.167,1977.8,2601.55,219.65,167870.0
"Dublin, GA Micro Area",65165.0,1711.0,63454.0,61836.0,1618.0,1618.0,38460.15,23675.483,608.65,243.7,422.817,43.2,63454.0
"DuBois, PA Micro Area",80562.0,2637.0,77925.0,75772.0,2153.0,2153.0,74397.25,1912.417,540.917,491.417,571.833,11.167,77925.001
"Dubuque, IA Metro Area",99266.0,2977.0,96289.0,93601.0,2688.0,2688.0,88631.333,4581.0,1213.417,486.333,541.167,835.75,96289.0
"Duluth, MN-WI Metro Area",291638.0,5096.0,286542.0,272520.0,14022.0,14022.0,263397.667,6557.917,3193.833,2379.983,10784.167,228.433,286542.0
"Dumas, TX Micro Area",21358.0,12647.0,8711.0,8316.0,395.0,395.0,6680.45,699.283,1001.617,112.033,211.95,5.667,8711.0
"Duncan, OK Micro Area",42848.0,3452.0,39396.0,35616.0,3780.0,3780.0,34206.333,1061.0,325.667,318.333,3464.333,20.333,39395.999
"Durango, CO Micro Area",55638.0,7008.0,48630.0,46174.0,2456.0,2456.0,43568.0,312.05,549.417,708.767,3435.083,56.683,48630.0
"Durant, OK Micro Area",46067.0,3428.0,42639.0,37737.0,4902.0,4902.0,32393.867,1052.333,362.033,201.033,8595.033,34.7,42638.999
"Durham-Chapel Hill, NC Metro Area",649903.0,84694.0,565209.0,539401.0,25808.0,25808.0,353230.85,165847.017,34720.017,5605.2,5429.017,376.9,565209.001
"Dyersburg, TN Micro Area",36801.0,1303.0,35498.0,34012.0,1486.0,1486.0,28977.45,5642.7,242.533,225.25,386.117,23.95,35498.0
"Eagle Pass, TX Micro Area",57887.0,54936.0,2951.0,2834.0,117.0,117.0,1619.75,144.25,189.583,130.333,858.25,8.833,2950.999
"Easton, MD Micro Area",37526.0,3352.0,34174.0,33005.0,1169.0,1169.0,28601.617,4406.783,620.283,258.7,258.367,28.25,34174.0
"East Stroudsburg, PA Metro Area",168327.0,28558.0,139769.0,133238.0,6531.0,6531.0,107304.0,24295.5,4487.25,2355.75,1203.5,123.0,139769.0
"Eau Claire, WI Metro Area",172007.0,4375.0,167632.0,161586.0,6046.0,6046.0,155645.717,2919.717,5889.883,1240.75,1780.3,155.633,167632.0
"Edwards, CO Micro Area",55731.0,16858.0,38873.0,37542.0,1331.0,1331.0,36839.1,371.1,884.867,402.233,321.267,54.433,38873.0
"Effingham, IL Micro Area",34668.0,872.0,33796.0,32845.0,951.0,951.0,32818.667,226.0,293.333,150.667,288.167,19.167,33796.001
"El Campo, TX Micro Area",41570.0,16967.0,24603.0,23936.0,667.0,667.0,18446.067,5561.4,185.483,205.25,197.567,7.233,24603.0
"El Centro, CA Metro Area",179702.0,153027.0,26675.0,25088.0,1587.0,1587.0,17440.817,4026.533,2482.617,671.65,1893.9,159.483,26675.0
"El Dorado, AR Micro Area",39054.0,1754.0,37300.0,36087.0,1213.0,1213.0,23467.917,12895.417,305.5,218.25,388.75,24.167,37300.001
"Elizabeth City, NC Micro Area",53573.0,2546.0,51027.0,48845.0,2182.0,2182.0,31878.583,17458.917,633.5,386.05,606.917,63.033,51027.0
"Elizabethtown-Fort Knox, KY Metro Area",155572.0,8307.0,147265.0,138434.0,8831.0,8831.0,124378.817,15494.983,3291.733,1289.733,2174.733,635.0,147264.999
"Elk City, OK Micro Area",22410.0,2684.0,19726.0,18593.0,1133.0,1133.0,17056.417,1242.083,159.083,95.833,1154.917,17.667,19726.0
"Elkhart-Goshen, IN Metro Area",207047.0,39594.0,167453.0,159469.0,7984.0,7984.0,148840.0,12620.667,2685.25,1418.5,1779.083,109.5,167453.0
"Elkins, WV Micro Area",27932.0,312.0,27620.0,26695.0,925.0,925.0,26486.583,500.833,129.417,183.0,317.417,2.75,27620.0
"Elko, NV Micro Area",55557.0,13770.0,41787.0,39522.0,2265.0,2265.0,36788.667,624.5,760.167,508.75,2948.583,156.333,41787.0
"Ellensburg, WA Micro Area",44337.0,4594.0,39743.0,37350.0,2393.0,2393.0,36455.45,537.25,1210.783,522.867,854.283,162.367,39743.0
"Elmira, NY Metro Area",84148.0,2938.0,81210.0,76435.0,4775.0,4775.0,71860.767,6005.633,1615.467,804.467,886.3,37.367,81210.001
"El Paso, TX Metro Area",868859.0,717387.0,151472.0,140763.0,10709.0,10709.0,103810.183,26386.067,12362.183,3392.65,3661.767,1859.15,151472.0
"Emporia, KS Micro Area",34751.0,7478.0,27273.0,26008.0,1265.0,1265.0,25057.917,763.417,654.0,335.583,444.25,17.833,27273.0
"Enid, OK Metro Area",62846.0,8982.0,53864.0,49662.0,4202.0,4202.0,44873.033,2127.367,937.783,393.917,2529.367,3002.533,53864.0
"Enterprise, AL Micro Area",53465.0,4887.0,48578.0,45951.0,2627.0,2627.0,36941.9,9061.733,1128.483,366.917,975.65,103.317,48578.0
"Erie, PA Metro Area",270876.0,12030.0,258846.0,246806.0,12040.0,12040.0,224887.667,22086.25,7086.25,2605.583,2056.75,123.5,258846.0
"Escanaba, MI Micro Area",36903.0,543.0,36360.0,34595.0,1765.0,1765.0,34299.717,173.383,225.133,229.45,1413.883,18.433,36359.999
"Española, NM Micro Area",40363.0,27159.0,13204.0,12662.0,542.0,542.0,6169.25,209.083,269.25,238.917,6297.75,19.75,13204.0
"Eufaula, AL-GA Micro Area",27458.0,1541.0,25917.0,25301.0,616.0,616.0,12546.9,12929.733,131.9,110.167,193.233,5.067,25917.0
"Eugene-Springfield, OR Metro Area",382971.0,37780.0,345191.0,318942.0,26249.0,26249.0,310919.433,6303.933,12468.45,4966.8,8863.183,1669.2,345190.999
"Eureka-Arcata, CA Micro Area",136463.0,18535.0,117928.0,107521.0,10407.0,10407.0,98173.067,2443.733,4403.95,2040.65,10157.4,709.2,117928.0
"Evanston, WY Micro Area",20450.0,1986.0,18464.0,17827.0,637.0,637.0,17755.7,87.7,144.367,145.867,280.2,50.167,18464.001
"Evansville, IN-KY Metro Area",314049.0,9439.0,304610.0,290882.0,13728.0,13728.0,268228.883,25283.15,5155.567,2144.583,2974.567,823.25,304610.0
"Fairbanks, AK Metro Area",95655.0,7320.0,88335.0,78708.0,9627.0,9627.0,67569.283,4594.2,3919.367,1577.117,9911.867,763.167,88335.001
"Fairfield, IA Micro Area",15663.0,610.0,15053.0,14470.0,583.0,583.0,13699.367,460.367,551.533,154.833,167.7,19.2,15053.0
"Fairmont, MN Micro Area",20025.0,1320.0,18705.0,18235.0,470.0,470.0,18172.667,163.833,136.333,110.0,111.167,11.0,18705.0
"Fairmont, WV Micro Area",56205.0,875.0,55330.0,52601.0,2729.0,2729.0,51532.833,2228.833,359.667,430.0,719.833,58.833,55329.999
"Fallon, NV Micro Area",25516.0,3586.0,21930.0,20174.0,1756.0,1756.0,18690.433,581.017,840.433,309.417,1386.933,121.767,21930.0
"Fargo, ND-MN Metro Area",249843.0,9193.0,240650.0,230653.0,9997.0,9997.0,208576.283,17165.45,7711.7,1483.917,5524.2,188.45,240650.0
"Faribault-Northfield, MN Micro Area",67097.0,6783.0,60314.0,58162.0,2152.0,2152.0,52522.417,4607.333,1788.0,743.75,591.667,60.833,60314.0
"Farmington, MO Micro Area",66922.0,1089.0,65833.0,62923.0,2910.0,2910.0,60895.583,2862.667,511.917,524.333,997.083,41.417,65833.0
"Farmington, NM Metro Area",121661.0,23630.0,98031.0,93943.0,4088.0,4088.0,45421.867,856.583,1064.867,779.7,49786.95,121.033,98031.0
"Fayetteville, NC Metro Area",520378.0,66084.0,454294.0,423603.0,30691.0,30691.0,242870.5,174924.083,14112.333,5243.117,14671.767,2472.2,454294.0
"Fayetteville-Springdale-Rogers, AR Metro Area",546725.0,96185.0,450540.0,418292.0,32248.0,32248.0,381843.033,15327.617,21441.533,3929.45,15987.867,12010.5,450540.0
"Fergus Falls, MN Micro Area",60081.0,2216.0,57865.0,55989.0,1876.0,1876.0,55274.033,985.867,455.2,463.167,653.2,33.533,57865.0
"Fernley, NV Micro Area",59235.0,10339.0,48896.0,45265.0,3631.0,3631.0,44076.733,742.733,1231.067,652.15,1918.983,274.333,48895.999
"Findlay, OH Micro Area",74920.0,4198.0,70722.0,68188.0,2534.0,2534.0,66306.167,1769.417,1567.083,483.833,561.5,34.0,70722.0
"Fitzgerald, GA Micro Area",17194.0,1054.0,16140.0,15662.0,478.0,478.0,9432.667,6346.0,131.333,68.167,159.333,2.5,16140.0
"Flagstaff, AZ Metro Area",145101.0,21719.0,123382.0,117276.0,6106.0,6106.0,79695.733,2316.85,3307.017,1188.033,36468.767,405.6,123382.0
"Flint, MI Metro Area",406211.0,16259.0,389952.0,369501.0,20451.0,20451.0,292919.25,83017.417,4980.333,3409.417,5394.25,231.333,389952.0
"Florence, SC Metro Area",199964.0,5679.0,194285.0,188714.0,5571.0,5571.0,105246.983,83648.733,2859.317,858.233,1581.95,89.783,194284.999
"Florence-Muscle Shoals, AL Metro Area",150791.0,4810.0,145981.0,140195.0,5786.0,5786.0,122468.833,19339.0,1394.417,717.583,1980.5,80.667,145981.0
"Fond du Lac, WI Metro Area",104154.0,6717.0,97437.0,94312.0,3125.0,3125.0,91653.417,2777.167,1428.417,533.583,970.5,73.917,97437.001
"Forest City, NC Micro Area",64444.0,3286.0,61158.0,58590.0,2568.0,2568.0,53227.717,6387.05,420.133,380.467,700.217,42.417,61158.001
"Forrest City, AR Micro Area",23090.0,686.0,22404.0,21929.0,475.0,475.0,9413.667,12616.167,131.667,67.833,167.833,6.833,22404.0
"Fort Collins, CO Metro Area",359066.0,44662.0,314404.0,297973.0,16431.0,16431.0,290452.017,4751.433,10395.767,3948.567,4308.267,547.95,314404.001
"Fort Dodge, IA Micro Area",36999.0,2063.0,34936.0,33647.0,1289.0,1289.0,31986.633,2080.467,353.133,194.133,288.967,32.667,34936.0
"Fort Leonard Wood, MO Micro Area",53955.0,6079.0,47876.0,44636.0,3240.0,3240.0,37304.083,6557.417,2182.25,428.25,890.583,513.417,47876.0
"Fort Madison-Keokuk, IA-IL-MO Micro Area",57809.0,1478.0,56331.0,54237.0,2094.0,2094.0,53831.833,1323.833,286.167,270.167,590.5,28.5,56331.0
"Fort Morgan, CO Micro Area",29111.0,10566.0,18545.0,17832.0,713.0,713.0,16889.667,987.75,197.667,159.5,298.083,12.333,18545.0
"Fort Payne, AL Micro Area",71608.0,11744.0,59864.0,56602.0,3262.0,3262.0,56121.833,1247.167,298.583,267.583,1901.333,27.5,59863.999
"Fort Polk South, LA Micro Area",48750.0,4175.0,44575.0,41833.0,2742.0,2742.0,34817.783,6787.367,1156.783,438.667,1004.367,370.033,44575.0
"Fort Smith, AR-OK Metro Area",244310.0,26112.0,218198.0,198215.0,19983.0,19983.0,177582.967,11145.967,7830.05,1561.983,19841.133,235.9,218198.0
"Fort Wayne, IN Metro Area",419601.0,33764.0,385837.0,367257.0,18580.0,18580.0,310565.717,47893.883,19787.133,3462.367,3820.717,307.183,385837.0
"Frankfort, IN Micro Area",33190.0,6142.0,27048.0,26195.0,853.0,853.0,26222.333,270.333,109.25,157.333,263.75,25.0,27047.999
"Frankfort, KY Micro Area",75393.0,2568.0,72825.0,69436.0,3389.0,3389.0,64555.717,5649.383,1269.617,501.933,812.3,36.05,72825.0
"Fredericksburg, TX Micro Area",26725.0,5766.0,20959.0,20265.0,694.0,694.0,20218.833,126.833,155.667,195.667,252.667,9.333,20959.0
"Freeport, IL Micro Area",44630.0,2254.0,42376.0,40331.0,2045.0,2045.0,36377.75,4895.083,395.333,329.75,352.417,25.667,42376.0
"Fremont, NE Micro Area",37167.0,6083.0,31084.0,30137.0,947.0,947.0,29962.333,319.5,233.833,200.333,349.167,18.833,31083.999
"Fremont, OH Micro Area",58896.0,6055.0,52841.0,50424.0,2417.0,2417.0,49388.667,2243.167,293.833,402.167,495.667,17.5,52841.001
"Fresno, CA Metro Area",1008654.0,540743.0,467911.0,438365.0,29546.0,29546.0,284597.367,47898.033,114695.783,7690.15,10919.117,2110.55,467911.0
"Gadsden, AL Metro Area",103436.0,4895.0,98541.0,94282.0,4259.0,4259.0,79760.817,15725.15,1049.733,546.483,1409.483,49.333,98540.999
"Gaffney, SC Micro Area",56216.0,2777.0,53439.0,51579.0,1860.0,1860.0,40439.583,11696.75,386.083,295.75,596.917,23.917,53439.0
"Gainesville, FL Metro Area",339247.0,39042.0,300205.0,284702.0,15503.0,15503.0,215163.1,58084.883,20080.217,3582.15,3033.367,261.283,300205.0
"Gainesville, GA Metro Area",203136.0,57010.0,146126.0,140006.0,6120.0,6120.0,123297.95,15117.45,4648.7,1235.333,1700.117,126.45,146126.0
"Gainesville, TX Micro Area",41668.0,8519.0,33149.0,31390.0,1759.0,1759.0,30257.833,1352.167,364.333,286.0,867.167,21.5,33149.0
"Galesburg, IL Micro Area",49967.0,3051.0,46916.0,44622.0,2294.0,2294.0,40635.25,4880.5,518.75,355.75,430.0,95.75,46916.0
"Gallup, NM Micro Area",72902.0,8611.0,64291.0,62766.0,1525.0,1525.0,6511.333,492.25,1025.0,173.75,56028.833,59.833,64290.999
"Garden City, KS Micro Area",42453.0,21279.0,21174.0,20140.0,1034.0,1034.0,17369.183,1519.6,1586.35,273.5,406.017,19.35,21174.0
"Gardnerville Ranchos, NV Micro Area",49488.0,6141.0,43347.0,41065.0,2282.0,2282.0,39944.933,292.317,1171.683,513.783,1265.85,158.433,43346.999
"Georgetown, SC Micro Area",63404.0,2225.0,61179.0,59763.0,1416.0,1416.0,41816.533,18317.617,319.7,258.75,428.283,38.117,61179.0
"Gettysburg, PA Metro Area",103852.0,7790.0,96062.0,92883.0,3179.0,3179.0,91471.167,1916.167,1179.583,633.817,797.0,64.267,96062.001
"Gillette, WY Micro Area",61045.0,4690.0,56355.0,53998.0,2357.0,2357.0,53622.75,378.333,485.333,543.583,1263.5,61.5,56354.999
"Glasgow, KY Micro Area",54771.0,2119.0,52652.0,50819.0,1833.0,1833.0,49305.917,2115.667,303.917,355.917,509.667,60.917,52652.002
"Glens Falls, NY Metro Area",127039.0,3513.0,123526.0,117893.0,5633.0,5633.0,116640.467,2770.217,1266.967,1291.583,1503.967,52.8,123526.001
"Glenwood Springs, CO Micro Area",79043.0,21456.0,57587.0,54885.0,2702.0,2702.0,54370.783,533.617,916.617,810.5,875.533,79.95,57587.0
"Gloversville, NY Micro Area",53324.0,2134.0,51190.0,48613.0,2577.0,2577.0,48287.65,1206.317,447.15,634.483,604.233,10.167,51190.0
"Goldsboro, NC Metro Area",117333.0,14927.0,102406.0,97930.0,4476.0,4476.0,62096.417,36430.517,1938.0,754.317,1054.833,131.917,102406.001
"Granbury, TX Micro Area",61598.0,7958.0,53640.0,51351.0,2289.0,2289.0,50935.917,650.583,585.5,407.417,981.333,79.25,53640.0
"Grand Forks, ND-MN Metro Area",104362.0,5656.0,98706.0,94204.0,4502.0,4502.0,87399.617,4431.7,3071.283,648.7,3032.783,121.917,98706.0
"Grand Island, NE Metro Area",77038.0,19699.0,57339.0,55591.0,1748.0,1748.0,53354.083,2063.917,858.417,406.083,614.583,41.917,57339.0
"Grand Junction, CO Metro Area",155703.0,23278.0,132425.0,125392.0,7033.0,7033.0,124147.95,1425.283,2160.367,1899.583,2473.533,318.283,132424.999
"Grand Rapids, MN Micro Area",45014.0,618.0,44396.0,42109.0,2287.0,2287.0,41280.083,289.283,239.533,394.7,2174.283,18.117,44395.999
"Grand Rapids-Kentwood, MI Metro Area",1087592.0,110671.0,976921.0,933153.0,43768.0,43768.0,844100.7,79950.767,34111.683,8286.6,9796.517,674.733,976921.0
"Grants, NM Micro Area",27172.0,8644.0,18528.0,17963.0,565.0,565.0,5767.75,301.583,238.417,224.5,11972.833,22.917,18528.0
"Grants Pass, OR Metro Area",88090.0,7037.0,81053.0,75467.0,5586.0,5586.0,75403.617,641.75,1309.033,1119.033,2303.783,275.783,81052.999
"Great Bend, KS Micro Area",25493.0,4127.0,21366.0,20440.0,926.0,926.0,20363.333,386.333,106.333,166.833,339.5,3.667,21365.999
"Great Falls, MT Metro Area",84414.0,4012.0,80402.0,75058.0,5344.0,5344.0,71306.983,1482.567,1310.9,916.833,5193.483,191.233,80401.999
"Greeley, CO Metro Area",328981.0,98462.0,230519.0,218652.0,11867.0,11867.0,211544.4,5040.4,6985.817,2823.0,3584.4,540.983,230519.0
"Green Bay, WI Metro Area",328268.0,27898.0,300370.0,288230.0,12140.0,12140.0,269316.4,9938.233,9393.067,2003.833,9518.65,199.817,300370.0
"Greeneville, TN Micro Area",70152.0,2535.0,67617.0,65100.0,2517.0,2517.0,64348.6,1596.683,395.6,411.483,828.017,36.617,67617.0
"Greensboro-High Point, NC Metro Area",776566.0,77289.0,699277.0,670878.0,28399.0,28399.0,440075.5,211449.5,33464.917,5552.867,8251.917,482.3,699277.001
"Greensburg, IN Micro Area",26472.0,614.0,25858.0,25095.0,763.0,763.0,25137.633,164.133,178.217,114.083,249.133,14.8,25857.999
"Greenville, MS Micro Area",44922.0,584.0,44338.0,43523.0,815.0,815.0,11521.833,32180.5,326.333,118.833,176.0,14.5,44337.999
"Greenville, NC Metro Area",170243.0,12968.0,157275.0,151046.0,6229.0,6229.0,89451.667,61449.5,3593.917,1119.0,1515.833,145.083,157275.0
"Greenville, OH Micro Area",51881.0,859.0,51022.0,49717.0,1305.0,1305.0,49633.333,460.667,223.333,239.833,431.667,33.167,51022.0
"Greenville-Anderson, SC Metro Area",928195.0,78318.0,849877.0,813869.0,36008.0,36008.0,664549.883,148214.517,20852.317,6557.283,8885.433,817.567,849877.0
"Greenwood, MS Micro Area",38337.0,994.0,37343.0,36639.0,704.0,704.0,12795.667,24039.667,264.667,90.333,143.667,9.0,37343.001
