,Total:,Hispanic or Latino,Not Hispanic or Latino:,Population of one race:,Population of two or more races:,FRACTotal,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Calc Total (Not Latino)
"Martin, TN Micro Area",32902.0,905.0,31997.0,30732.0,1265.0,1265.0,28407.167,2808.667,248.667,181.917,330.0,20.583,31997.001
"Martinsville, VA Micro Area",64433.0,4326.0,60107.0,57844.0,2263.0,2263.0,41048.833,17725.417,481.333,365.75,457.083,28.583,60106.999
"Maryville, MO Micro Area",21241.0,427.0,20814.0,20122.0,692.0,692.0,19626.917,419.917,428.0,117.917,211.75,9.5,20814.001
"Mason City, IA Micro Area",50570.0,2454.0,48116.0,46571.0,1545.0,1545.0,45509.45,1167.283,666.867,294.417,317.117,160.867,48116.001
"Mayagüez, PR Metro Area",97605.0,96446.0,1159.0,1093.0,66.0,66.0,832.083,140.25,108.5,68.583,9.0,0.583,1158.999
"Mayfield, KY Micro Area",36649.0,2773.0,33876.0,32426.0,1450.0,1450.0,31223.833,1819.333,227.0,205.0,389.5,11.333,33875.999
"Maysville, KY Micro Area",17120.0,356.0,16764.0,15973.0,791.0,791.0,15149.5,1220.5,117.5,98.167,174.333,4.0,16764.0
"McAlester, OK Micro Area",43773.0,2266.0,41507.0,36380.0,5127.0,5127.0,30831.767,1545.6,359.183,200.5,8522.933,47.017,41507.0
"McAllen-Edinburg-Mission, TX Metro Area",870781.0,800001.0,70780.0,67934.0,2846.0,2846.0,54622.667,3619.917,8880.5,2412.583,1123.333,121.0,70780.0
"McComb, MS Micro Area",40324.0,627.0,39697.0,38709.0,988.0,988.0,17192.083,21701.0,284.583,191.0,312.583,15.75,39696.999
"McMinnville, TN Micro Area",40953.0,3943.0,37010.0,35560.0,1450.0,1450.0,34679.667,1307.0,304.5,246.667,448.583,23.583,37010.0
"McPherson, KS Micro Area",30223.0,1592.0,28631.0,27448.0,1183.0,1183.0,27089.717,628.883,271.3,256.933,364.883,19.283,28630.999
"Meadville, PA Micro Area",83938.0,1241.0,82697.0,79572.0,3125.0,3125.0,78854.167,1880.667,464.75,734.917,720.333,42.167,82697.001
"Medford, OR Metro Area",223259.0,30399.0,192860.0,179178.0,13682.0,13682.0,176776.217,2424.6,4511.717,3210.867,4783.633,1152.967,192860.001
"Memphis, TN-MS-AR Metro Area",1337779.0,94948.0,1242831.0,1201907.0,40924.0,40924.0,570299.383,618223.55,35569.383,8032.017,9788.633,918.033,1242830.999
"Menomonie, WI Micro Area",45440.0,1035.0,44405.0,43009.0,1396.0,1396.0,41578.5,534.0,1546.167,288.833,425.667,31.833,44405.0
"Merced, CA Metro Area",281202.0,173857.0,107345.0,99767.0,7578.0,7578.0,72027.183,9169.6,20947.85,1891.033,2421.6,887.733,107344.999
"Meridian, MS Micro Area",97587.0,1988.0,95599.0,93316.0,2283.0,2283.0,50256.283,43141.533,704.283,407.5,1031.033,58.367,95598.999
"Mexico, MO Micro Area",24962.0,731.0,24231.0,23014.0,1217.0,1217.0,22035.117,1518.617,157.783,185.083,319.783,14.617,24231.0
"Miami, OK Micro Area",30285.0,1708.0,28577.0,25135.0,3442.0,3442.0,20526.333,416.667,206.833,144.667,7035.667,246.833,28577.0
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",6138333.0,2815574.0,3322759.0,3151111.0,171648.0,171648.0,1855189.9,1185104.067,175502.967,87164.817,16168.167,3629.083,3322759.001
"Michigan City-La Porte, IN Metro Area",112417.0,7985.0,104432.0,99309.0,5123.0,5123.0,88390.833,12848.833,936.75,1053.25,1145.333,57.0,104431.999
"Middlesborough, KY Micro Area",24097.0,244.0,23853.0,23079.0,774.0,774.0,22686.917,670.75,132.833,120.833,234.417,7.25,23853.0
"Midland, MI Metro Area",83494.0,2659.0,80835.0,77173.0,3662.0,3662.0,75606.083,1289.667,1957.833,830.333,1050.25,100.833,80834.999
"Midland, TX Metro Area",175220.0,75586.0,99634.0,95214.0,4420.0,4420.0,81361.817,11082.983,4204.65,1116.833,1677.733,189.983,99633.999
"Milledgeville, GA Micro Area",52534.0,1202.0,51332.0,50142.0,1190.0,1190.0,25380.0,24643.667,699.833,271.667,296.833,40.0,51332.0
"Milwaukee-Waukesha, WI Metro Area",1574731.0,182777.0,1391954.0,1337421.0,54533.0,54533.0,1034347.55,261062.967,71697.467,11366.033,12509.967,970.017,1391954.001
"Minden, LA Micro Area",36967.0,688.0,36279.0,35058.0,1221.0,1221.0,23124.833,12363.333,173.667,170.333,427.167,19.667,36279.0
"Mineral Wells, TX Micro Area",28409.0,5614.0,22795.0,21771.0,1024.0,1024.0,21270.583,647.5,261.25,155.25,434.083,26.333,22794.999
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3690261.0,242621.0,3447640.0,3282601.0,165039.0,165039.0,2723446.35,361188.517,285276.767,33246.733,41559.817,2921.817,3447640.001
"Minot, ND Micro Area",77546.0,4725.0,72821.0,68809.0,4012.0,4012.0,64675.367,3415.617,1497.45,634.833,2384.783,212.95,72821.0
"Missoula, MT Metro Area",117922.0,6004.0,111918.0,105722.0,6196.0,6196.0,102938.283,1093.567,1984.067,1220.45,4457.483,224.15,111918.0
"Mitchell, SD Micro Area",23417.0,946.0,22471.0,21842.0,629.0,629.0,21240.417,192.333,158.333,119.25,754.083,6.583,22470.999
"Moberly, MO Micro Area",24716.0,572.0,24144.0,22903.0,1241.0,1241.0,21868.783,1565.167,143.7,180.617,366.2,19.533,24144.0
"Mobile, AL Metro Area",430197.0,13563.0,416634.0,400640.0,15994.0,15994.0,244010.617,151561.867,9458.45,2585.2,8649.7,368.167,416634.001
"Modesto, CA Metro Area",552878.0,265978.0,286900.0,264447.0,22453.0,22453.0,217687.483,16384.733,36748.233,4766.783,6485.75,4827.017,286899.999
"Monroe, LA Metro Area",207104.0,7174.0,199930.0,193156.0,6774.0,6774.0,116934.65,77025.067,2729.817,1089.0,2071.15,80.317,199930.001
"Monroe, MI Metro Area",154809.0,6231.0,148578.0,141285.0,7293.0,7293.0,138886.283,4883.117,1256.2,1366.7,2128.833,56.867,148578.0
"Montgomery, AL Metro Area",386047.0,15734.0,370313.0,358403.0,11910.0,11910.0,185420.467,168873.3,10504.633,2083.467,3140.717,290.417,370313.001
"Montrose, CO Micro Area",47553.0,9319.0,38234.0,36484.0,1750.0,1750.0,36277.917,259.75,466.25,460.25,712.75,57.083,38234.0
"Morehead City, NC Micro Area",67686.0,3119.0,64567.0,61897.0,2670.0,2670.0,58782.583,3540.25,824.75,480.917,835.833,102.667,64567.0
"Morgan City, LA Micro Area",49406.0,4524.0,44882.0,43034.0,1848.0,1848.0,27159.083,15355.767,741.6,305.267,1289.933,30.35,44882.0
"Morgantown, WV Metro Area",140038.0,4003.0,136035.0,129861.0,6174.0,6174.0,122263.067,6976.683,4315.767,1020.2,1343.017,116.267,136035.001
"Morristown, TN Metro Area",142709.0,12648.0,130061.0,124916.0,5145.0,5145.0,122399.233,3698.567,1200.483,724.917,1716.567,321.233,130061.0
"Moscow, ID Micro Area",39517.0,2073.0,37444.0,35300.0,2144.0,2144.0,34515.833,447.083,1227.167,496.5,667.75,89.667,37444.0
"Moses Lake, WA Micro Area",99123.0,42401.0,56722.0,53377.0,3345.0,3345.0,51852.85,901.1,1468.017,763.583,1563.1,173.35,56722.0
"Moultrie, GA Micro Area",45898.0,8709.0,37189.0,36175.0,1014.0,1014.0,26050.833,10243.5,433.75,179.583,258.833,22.5,37188.999
"Mountain Home, AR Micro Area",41627.0,1058.0,40569.0,38692.0,1877.0,1877.0,38968.5,168.167,298.0,289.333,817.667,27.333,40569.0
"Mountain Home, ID Micro Area",28666.0,5097.0,23569.0,21930.0,1639.0,1639.0,20750.0,837.333,957.5,353.833,517.0,153.333,23568.999
"Mount Airy, NC Micro Area",71359.0,8496.0,62863.0,60843.0,2020.0,2020.0,58731.833,2703.833,445.5,310.167,653.167,18.5,62863.0
"Mount Gay-Shamrock, WV Micro Area",32567.0,224.0,32343.0,31504.0,839.0,839.0,31198.333,680.667,72.5,134.0,252.833,4.667,32343.0
"Mount Pleasant, MI Micro Area",64394.0,3006.0,61388.0,58386.0,3002.0,3002.0,54388.817,2464.817,1294.567,436.917,2769.983,32.9,61388.001
"Mount Pleasant, TX Micro Area",43711.0,16902.0,26809.0,25519.0,1290.0,1290.0,20752.667,4969.0,397.667,194.667,473.0,22.0,26809.001
"Mount Sterling, KY Micro Area",46977.0,1164.0,45813.0,44422.0,1391.0,1391.0,44023.083,956.083,217.917,204.333,399.0,12.583,45812.999
"Mount Vernon, IL Micro Area",37113.0,899.0,36214.0,34469.0,1745.0,1745.0,32015.983,3108.817,411.65,234.5,419.483,23.567,36214.0
"Mount Vernon, OH Micro Area",62721.0,1196.0,61525.0,59360.0,2165.0,2165.0,59095.267,813.433,468.683,451.85,657.683,38.083,61524.999
"Mount Vernon-Anacortes, WA Metro Area",129523.0,23792.0,105731.0,99074.0,6657.0,6657.0,95483.733,1192.15,3557.233,1558.167,3380.567,559.15,105731.0
"Muncie, IN Metro Area",111903.0,3533.0,108370.0,103555.0,4815.0,4815.0,95602.733,9186.233,1633.067,771.9,1078.833,97.233,108369.999
"Murray, KY Micro Area",37103.0,1353.0,35750.0,34135.0,1615.0,1615.0,33008.333,1539.667,520.083,235.917,425.333,20.667,35750.0
"Muscatine, IA Micro Area",43235.0,7769.0,35466.0,34285.0,1181.0,1181.0,33205.75,1237.0,471.083,256.0,294.417,1.75,35466.0
"Muskegon, MI Metro Area",175824.0,10283.0,165541.0,156510.0,9031.0,9031.0,134410.833,25116.017,1476.167,1596.067,2843.417,98.5,165541.001
"Muskogee, OK Micro Area",66339.0,4499.0,61840.0,53865.0,7975.0,7975.0,38307.917,7457.75,623.25,302.0,15082.417,66.667,61840.001
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",487722.0,31724.0,455998.0,436755.0,19243.0,19243.0,385365.083,53940.25,6665.25,3745.5,5744.667,537.25,455998.0
"Nacogdoches, TX Micro Area",64653.0,13597.0,51056.0,48876.0,2180.0,2180.0,38167.7,10949.033,889.2,360.833,662.867,26.367,51056.0
"Napa, CA Metro Area",138019.0,48829.0,89190.0,83462.0,5728.0,5728.0,71499.45,2753.7,11600.45,1504.783,1301.65,529.967,89190.0
"Naples-Marco Island, FL Metro Area",375752.0,102249.0,273503.0,265542.0,7961.0,7961.0,239041.383,23562.3,6229.217,2967.633,1532.633,169.833,273502.999
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1989519.0,193873.0,1795646.0,1715416.0,80230.0,80230.0,1396237.467,295187.883,68792.35,14577.2,19156.233,1694.867,1795646.0
"Natchez, MS-LA Micro Area",48225.0,1471.0,46754.0,45702.0,1052.0,1052.0,21524.4,24462.9,298.483,131.917,319.233,17.067,46754.0
"Natchitoches, LA Micro Area",37515.0,1490.0,36025.0,34525.0,1500.0,1500.0,19506.433,15188.367,219.867,502.767,575.367,32.2,36025.001
"New Bern, NC Metro Area",122168.0,8085.0,114083.0,108592.0,5491.0,5491.0,82222.6,25615.617,3635.433,945.4,1454.017,209.933,114083.0
"Newberry, SC Micro Area",37719.0,3305.0,34414.0,33313.0,1101.0,1101.0,23139.6,10624.6,170.767,144.75,325.933,8.35,34414.0
"New Castle, IN Micro Area",48914.0,977.0,47937.0,46546.0,1391.0,1391.0,45767.667,1279.917,267.083,204.25,399.917,18.167,47937.001
"New Castle, PA Micro Area",86070.0,1655.0,84415.0,80008.0,4407.0,4407.0,77924.333,4334.25,464.333,989.833,687.5,14.75,84414.999
"New Haven-Milford, CT Metro Area",864835.0,170081.0,694754.0,664569.0,30185.0,30185.0,522479.75,116581.083,39911.8,10496.45,4801.583,483.333,694753.999
"New Orleans-Metairie, LA Metro Area",1271845.0,146939.0,1124906.0,1081008.0,43898.0,43898.0,633254.017,427362.75,40876.65,11973.683,10630.85,808.05,1124906.0
"New Philadelphia-Dover, OH Micro Area",93263.0,3962.0,89301.0,86297.0,3004.0,3004.0,86448.083,1013.75,407.667,529.083,862.25,40.167,89301.0
"Newport, OR Micro Area",50395.0,4851.0,45544.0,42223.0,3321.0,3321.0,41072.283,343.783,890.367,657.5,2402.617,177.45,45544.0
"Newport, TN Micro Area",35999.0,954.0,35045.0,33646.0,1399.0,1399.0,33414.333,764.333,190.667,134.333,526.5,14.833,35044.999
"New Ulm, MN Micro Area",25912.0,1171.0,24741.0,24277.0,464.0,464.0,24187.583,175.083,157.417,87.667,125.583,7.667,24741.0
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",20140470.0,5067627.0,15072843.0,14451777.0,621066.0,621066.0,8931533.117,3123721.283,2598640.983,329605.033,75425.45,13917.133,15072842.999
"Niles, MI Metro Area",154316.0,9210.0,145106.0,137478.0,7628.0,7628.0,115185.033,22408.7,3613.033,1617.45,2131.117,150.667,145106.0
"Nogales, AZ Micro Area",47669.0,39632.0,8037.0,7745.0,292.0,292.0,7244.417,132.917,295.25,201.167,138.5,24.75,8037.001
"Norfolk, NE Micro Area",48744.0,6008.0,42736.0,41488.0,1248.0,1248.0,40568.583,609.667,575.5,265.75,677.917,38.583,42736.0
"North Platte, NE Micro Area",35791.0,3037.0,32754.0,31668.0,1086.0,1086.0,31221.667,501.167,378.0,246.333,394.167,12.667,32754.001
"North Port-Sarasota-Bradenton, FL Metro Area",833716.0,114215.0,719501.0,692326.0,27175.0,27175.0,635471.283,51031.95,19140.033,7535.4,5638.783,683.55,719500.999
"North Vernon, IN Micro Area",27613.0,859.0,26754.0,25974.0,780.0,780.0,26048.667,243.833,76.667,116.0,264.333,4.5,26754.0
"North Wilkesboro, NC Micro Area",65969.0,4654.0,61315.0,59442.0,1873.0,1873.0,57200.383,2913.05,388.717,233.5,563.717,15.633,61315.0
"Norwalk, OH Micro Area",58565.0,4084.0,54481.0,52277.0,2204.0,2204.0,52311.0,850.667,292.833,343.333,656.833,26.333,54480.999
"Norwich-New London, CT Metro Area",268555.0,30920.0,237635.0,223556.0,14079.0,14079.0,200954.15,16954.65,12007.733,3055.017,4192.15,471.3,237635.0
"Oak Harbor, WA Micro Area",86857.0,7118.0,79739.0,73556.0,6183.0,6183.0,68701.1,2843.1,4906.683,1156.333,1492.933,638.85,79738.999
"Ocala, FL Metro Area",375908.0,55910.0,319998.0,305486.0,14512.0,14512.0,260365.967,45115.883,6893.967,3510.15,3788.3,323.733,319998.0
"Ocean City, NJ Metro Area",95263.0,7465.0,87798.0,84678.0,3120.0,3120.0,81514.25,3777.333,1089.083,743.5,616.083,57.75,87797.999
"Odessa, TX Metro Area",165171.0,100051.0,65120.0,62097.0,3023.0,3023.0,52443.5,7857.333,2461.5,779.917,1226.583,351.167,65120.0
"Ogden-Clearfield, UT Metro Area",694863.0,93912.0,600951.0,575556.0,25395.0,25395.0,559056.65,9827.967,15173.733,4595.867,6582.317,5714.467,600951.001
"Ogdensburg-Massena, NY Micro Area",108505.0,2832.0,105673.0,101893.0,3780.0,3780.0,98363.183,3093.933,1289.767,727.767,2132.25,66.1,105673.0
"Oil City, PA Micro Area",50454.0,577.0,49877.0,47897.0,1980.0,1980.0,48076.417,640.583,245.083,410.917,485.417,18.583,49877.0
"Okeechobee, FL Micro Area",39644.0,9857.0,29787.0,28744.0,1043.0,1043.0,25151.9,3459.983,368.233,293.4,484.15,29.333,29786.999
"Oklahoma City, OK Metro Area",1425695.0,212546.0,1213149.0,1092684.0,120465.0,120465.0,900061.683,158749.183,52692.367,11046.05,88081.6,2518.117,1213149.0
"Olean, NY Micro Area",77042.0,1615.0,75427.0,71992.0,3435.0,3435.0,69208.583,1385.033,668.95,666.95,3466.783,30.7,75426.999
"Olympia-Lacey-Tumwater, WA Metro Area",294793.0,29024.0,265769.0,242400.0,23369.0,23369.0,218468.083,11545.917,20705.467,3609.15,7177.167,4263.217,265769.001
"Omaha-Council Bluffs, NE-IA Metro Area",967604.0,111481.0,856123.0,813872.0,42251.0,42251.0,718416.783,80545.95,37910.233,7826.033,10157.717,1266.283,856122.999
"Oneonta, NY Micro Area",58524.0,2392.0,56132.0,53788.0,2344.0,2344.0,52605.317,1417.317,991.733,570.0,520.9,26.733,56132.0
"Ontario, OR-ID Micro Area",56957.0,14588.0,42369.0,40083.0,2286.0,2286.0,39320.667,595.167,797.0,573.167,985.333,97.667,42369.001
"Opelousas, LA Micro Area",82540.0,2178.0,80362.0,78264.0,2098.0,2098.0,44032.65,34889.15,439.067,516.667,460.15,24.317,80362.001
"Orangeburg, SC Micro Area",84223.0,1967.0,82256.0,80185.0,2071.0,2071.0,28650.917,51352.75,989.167,309.5,904.25,49.417,82256.001
"Orlando-Kissimmee-Sanford, FL Metro Area",2673376.0,856028.0,1817348.0,1703292.0,114056.0,114056.0,1210276.017,405298.4,134523.05,47247.767,16531.733,3471.033,1817348.0
"Oshkosh-Neenah, WI Metro Area",171730.0,8328.0,163402.0,157422.0,5980.0,5980.0,148461.7,5763.033,6036.533,989.333,2032.45,118.95,163401.999
"Oskaloosa, IA Micro Area",22190.0,480.0,21710.0,20983.0,727.0,727.0,20609.5,469.667,307.833,118.5,179.333,25.167,21710.0
"Othello, WA Micro Area",20613.0,13120.0,7493.0,7135.0,358.0,358.0,6992.65,41.0,168.483,132.9,140.65,17.317,7493.0
"Ottawa, IL Micro Area",148539.0,14899.0,133640.0,128597.0,5043.0,5043.0,126475.417,3390.083,1428.833,1071.167,1223.083,51.417,133640.0
"Ottawa, KS Micro Area",25996.0,1147.0,24849.0,23499.0,1350.0,1350.0,23470.333,457.667,146.833,189.667,571.0,13.5,24849.0
"Ottumwa, IA Micro Area",35437.0,4332.0,31105.0,30032.0,1073.0,1073.0,27787.417,1586.083,691.75,209.5,286.083,544.167,31105.0
"Owatonna, MN Micro Area",37406.0,3140.0,34266.0,33206.0,1060.0,1060.0,31884.417,1507.5,423.583,214.0,205.75,30.75,34266.0
"Owensboro, KY Metro Area",121559.0,4471.0,117088.0,112579.0,4509.0,4509.0,106753.333,6059.75,2625.583,631.917,924.5,92.917,117088.0
"Oxford, MS Micro Area",55813.0,2142.0,53671.0,51973.0,1698.0,1698.0,39553.317,11514.817,1877.483,260.0,426.983,38.4,53671.0
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",843843.0,365285.0,478558.0,445692.0,32866.0,32866.0,375743.967,16474.383,70462.883,7624.233,5735.883,2516.65,478557.999
"Ozark, AL Micro Area",49326.0,3254.0,46072.0,43773.0,2299.0,2299.0,33642.283,10502.783,813.283,354.033,676.283,83.333,46071.998
"Paducah, KY-IL Micro Area",98660.0,2747.0,95913.0,91139.0,4774.0,4774.0,83445.083,9515.917,936.567,694.017,1256.5,64.917,95913.001
"Pahrump, NV Micro Area",51591.0,7927.0,43664.0,40965.0,2699.0,2699.0,38554.067,1738.65,1287.9,588.167,1156.983,338.233,43664.0
"Palatka, FL Micro Area",73321.0,7816.0,65505.0,62849.0,2656.0,2656.0,51768.6,11667.6,576.667,508.767,913.6,69.767,65505.001
"Palestine, TX Micro Area",57922.0,11111.0,46811.0,45228.0,1583.0,1583.0,33849.317,11701.567,436.317,229.567,568.483,25.75,46811.001
"Palm Bay-Melbourne-Titusville, FL Metro Area",606612.0,67907.0,538705.0,508461.0,30244.0,30244.0,444663.75,61159.25,18829.917,6861.983,6284.267,905.833,538705.0
"Pampa, TX Micro Area",22054.0,6397.0,15657.0,14887.0,770.0,770.0,14113.15,906.317,151.567,106.567,371.567,7.833,15657.001
"Panama City, FL Metro Area",175216.0,13846.0,161370.0,151674.0,9696.0,9696.0,132823.817,18879.567,5121.567,1460.417,2722.483,362.15,161370.001
"Paragould, AR Micro Area",45736.0,1596.0,44140.0,42145.0,1995.0,1995.0,41489.083,1092.75,236.75,343.167,681.083,297.167,44140.0
"Paris, TN Micro Area",32199.0,877.0,31322.0,29967.0,1355.0,1355.0,27897.833,2521.5,251.667,243.5,397.5,10.0,31322.0
"Paris, TX Micro Area",50088.0,4412.0,45676.0,43101.0,2575.0,2575.0,36562.117,6750.117,530.95,271.667,1524.783,36.367,45676.001
"Parkersburg-Vienna, WV Metro Area",89490.0,1196.0,88294.0,84693.0,3601.0,3601.0,84451.833,1512.75,715.333,552.917,1010.667,50.5,88294.0
"Parsons, KS Micro Area",20184.0,939.0,19245.0,17482.0,1763.0,1763.0,16927.15,1076.4,127.983,129.233,968.417,15.817,19245.0
"Payson, AZ Micro Area",53272.0,9283.0,43989.0,42326.0,1663.0,1663.0,33535.483,317.15,527.417,434.567,9084.567,89.817,43989.001
"Pearsall, TX Micro Area",18385.0,14171.0,4214.0,4096.0,118.0,118.0,3110.667,715.333,200.167,112.0,66.833,9.0,4214.0
"Pecos, TX Micro Area",14812.0,12511.0,2301.0,2213.0,88.0,88.0,1789.417,230.417,172.75,54.0,49.25,5.167,2301.001
"Pella, IA Micro Area",33414.0,700.0,32714.0,31771.0,943.0,943.0,31376.333,365.0,478.833,218.0,246.833,29.0,32713.999
"Pensacola-Ferry Pass-Brent, FL Metro Area",509905.0,32683.0,477222.0,447502.0,29720.0,29720.0,362058.7,82900.367,17233.533,4944.467,8813.45,1271.483,477222.0
"Peoria, IL Metro Area",402391.0,15185.0,387206.0,370968.0,16238.0,16238.0,330583.7,39728.283,10177.7,2732.483,3760.2,223.633,387205.999
"Peru, IN Micro Area",35962.0,1186.0,34776.0,33432.0,1344.0,1344.0,31768.483,2002.733,179.4,190.25,618.733,16.4,34775.999
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6245051.0,636151.0,5608900.0,5378944.0,229956.0,229956.0,3789136.067,1281923.8,438972.9,59847.5,35111.683,3908.05,5608900.0
"Phoenix-Mesa-Chandler, AZ Metro Area",4845832.0,1472948.0,3372884.0,3186248.0,186636.0,186636.0,2680751.45,294203.883,230818.4,39900.15,111238.017,15972.1,3372884.0
"Picayune, MS Micro Area",56145.0,2284.0,53861.0,51463.0,2398.0,2398.0,45225.9,6979.4,374.483,422.9,846.4,11.917,53861.0
"Pierre, SD Micro Area",20745.0,521.0,20224.0,19196.0,1028.0,1028.0,17132.617,159.283,170.033,132.117,2610.95,19.0,20224.0
"Pine Bluff, AR Metro Area",87751.0,2289.0,85462.0,83134.0,2328.0,2328.0,40839.983,42566.567,796.733,374.75,758.567,125.4,85462.0
"Pinehurst-Southern Pines, NC Micro Area",99727.0,7365.0,92362.0,88271.0,4091.0,4091.0,77236.05,11165.217,1656.8,682.917,1508.217,112.8,92362.001
"Pittsburg, KS Micro Area",38972.0,2716.0,36256.0,33928.0,2328.0,2328.0,33054.2,1214.7,543.283,295.75,943.867,204.2,36256.0
"Pittsburgh, PA Metro Area",2370930.0,52920.0,2318010.0,2224936.0,93074.0,93074.0,1990907.117,214252.15,74838.067,21209.017,15498.117,1305.533,2318010.001
"Pittsfield, MA Metro Area",129026.0,7064.0,121962.0,116141.0,5821.0,5821.0,112016.733,5047.4,2385.483,1451.117,1008.367,52.9,121962.0
"Plainview, TX Micro Area",32522.0,19489.0,13033.0,12421.0,612.0,612.0,10981.017,1463.85,176.85,129.183,243.233,38.867,13033.0
"Platteville, WI Micro Area",51938.0,1236.0,50702.0,49576.0,1126.0,1126.0,48875.167,792.333,484.333,227.333,302.5,20.333,50701.999
"Plattsburgh, NY Micro Area",79843.0,2856.0,76987.0,73493.0,3494.0,3494.0,70934.617,3094.533,1141.45,693.033,1069.617,53.75,76987.0
"Plymouth, IN Micro Area",46095.0,5251.0,40844.0,39570.0,1274.0,1274.0,39532.333,316.167,338.833,286.167,359.5,11.0,40844.0
"Pocatello, ID Metro Area",94896.0,10617.0,84279.0,80566.0,3713.0,3713.0,77038.633,983.3,1578.6,785.567,3494.933,397.967,84279.0
"Point Pleasant, WV-OH Micro Area",54673.0,432.0,54241.0,52485.0,1756.0,1756.0,52136.5,1049.833,257.667,268.167,509.25,19.583,54241.0
"Ponca City, OK Micro Area",43700.0,3652.0,40048.0,36313.0,3735.0,3735.0,32514.283,1114.95,330.117,208.167,5582.45,298.033,40048.0
"Ponce, PR Metro Area",224142.0,222554.0,1588.0,1476.0,112.0,112.0,1107.5,178.0,127.0,149.5,25.0,1.0,1588.0
"Pontiac, IL Micro Area",35815.0,1859.0,33956.0,32898.0,1058.0,1058.0,32025.0,1225.5,217.917,194.25,278.667,14.667,33956.001
"Poplar Bluff, MO Micro Area",52809.0,1028.0,51781.0,48812.0,2969.0,2969.0,47065.117,2919.45,416.783,358.75,997.283,23.617,51781.0
"Portales, NM Micro Area",19191.0,8397.0,10794.0,10239.0,555.0,555.0,9579.367,508.783,219.417,178.533,273.45,34.45,10794.0
"Port Angeles, WA Micro Area",77155.0,4732.0,72423.0,67445.0,4978.0,4978.0,63479.183,862.433,1678.767,960.117,5190.017,252.483,72423.0
"Portland-South Portland, ME Metro Area",551740.0,12757.0,538983.0,517604.0,21379.0,21379.0,500313.533,16129.283,12054.033,4913.5,5233.867,338.783,538982.999
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2512859.0,332155.0,2180704.0,2019779.0,160925.0,160925.0,1800850.6,88307.733,203052.1,29375.417,38728.783,20389.367,2180704.0
"Port Lavaca, TX Micro Area",20106.0,9858.0,10248.0,9937.0,311.0,311.0,8521.667,385.0,1126.167,100.167,106.833,8.167,10248.001
"Port St. Lucie, FL Metro Area",487657.0,90507.0,397150.0,379511.0,17639.0,17639.0,303460.483,75076.9,9303.3,5724.817,3182.733,401.767,397150.0
"Portsmouth, OH Micro Area",74008.0,1052.0,72956.0,70316.0,2640.0,2640.0,68816.783,2393.0,344.283,399.533,975.783,26.617,72955.999
"Pottsville, PA Micro Area",143049.0,8064.0,134985.0,131510.0,3475.0,3475.0,127842.533,4575.2,937.283,760.7,819.533,49.75,134984.999
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",697221.0,131968.0,565253.0,539390.0,25863.0,25863.0,441590.367,76535.5,24810.767,17489.017,4408.6,418.75,565253.001
"Prescott Valley-Prescott, AZ Metro Area",236209.0,34390.0,201819.0,192172.0,9647.0,9647.0,187916.1,2015.683,3551.333,2392.933,5462.517,480.433,201818.999
"Price, UT Micro Area",20412.0,2677.0,17735.0,17044.0,691.0,691.0,16976.25,89.25,114.667,183.0,335.417,36.417,17735.001
"Prineville, OR Micro Area",24738.0,1803.0,22935.0,21453.0,1482.0,1482.0,21587.683,122.1,176.85,372.667,632.35,43.35,22935.0
"Providence-Warwick, RI-MA Metro Area",1676579.0,236852.0,1439727.0,1355230.0,84497.0,84497.0,1228558.867,98529.65,57624.417,41479.55,12459.533,1074.983,1439727.0
"Provo-Orem, UT Metro Area",671185.0,89105.0,582080.0,555140.0,26940.0,26940.0,541728.967,5927.017,14691.35,4717.883,5448.683,9566.1,582080.0
"Pueblo, CO Metro Area",168162.0,69921.0,98241.0,92412.0,5829.0,5829.0,88266.867,3622.7,1955.367,1675.283,2485.867,234.917,98241.001
"Pullman, WA Micro Area",47973.0,4052.0,43921.0,40999.0,2922.0,2922.0,36899.467,1442.967,4207.217,464.083,678.467,228.8,43921.001
"Punta Gorda, FL Metro Area",186847.0,14079.0,172768.0,166366.0,6402.0,6402.0,156652.833,9728.167,3009.083,1712.367,1521.917,143.633,172768.0
"Quincy, IL-MO Micro Area",75769.0,1452.0,74317.0,71263.0,3054.0,3054.0,69148.5,3301.25,647.917,497.917,659.0,62.417,74317.001
"Racine, WI Metro Area",197727.0,27911.0,169816.0,161502.0,8314.0,8314.0,139207.067,24413.15,2783.167,1611.65,1690.233,110.733,169816.0
"Raleigh-Cary, NC Metro Area",1413982.0,169603.0,1244379.0,1187918.0,56461.0,56461.0,848298.117,263822.533,106406.633,12697.017,12031.35,1123.35,1244379.0
