,Total:,Hispanic or Latino,Not Hispanic or Latino:,Population of one race:,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Population of two or more races:,Population of two races:,White; Black or African American,White; American Indian and Alaska Native,White; Asian,White; Native Hawaiian and Other Pacific Islander,White; Some Other Race,Black or African American; American Indian and Alaska Native,Black or African American; Asian,Black or African American; Native Hawaiian and Other Pacific Islander,Black or African American; Some Other Race,American Indian and Alaska Native; Asian,American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,American Indian and Alaska Native; Some Other Race,Asian; Native Hawaiian and Other Pacific Islander,Asian; Some Other Race,Native Hawaiian and Other Pacific Islander; Some Other Race,Population of three races:,White; Black or African American; American Indian and Alaska Native,White; Black or African American; Asian,White; Black or African American; Native Hawaiian and Other Pacific Islander,White; Black or African American; Some Other Race,White; American Indian and Alaska Native; Asian,White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,White; American Indian and Alaska Native; Some Other Race,White; Asian; Native Hawaiian and Other Pacific Islander,White; Asian; Some Other Race,White; Native Hawaiian and Other Pacific Islander; Some Other Race,Black or African American; American Indian and Alaska Native; Asian,Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Black or African American; American Indian and Alaska Native; Some Other Race,Black or African American; Asian; Native Hawaiian and Other Pacific Islander,Black or African American; Asian; Some Other Race,Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race,American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,American Indian and Alaska Native; Asian; Some Other Race,American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,Population of four races:,White; Black or African American; American Indian and Alaska Native; Asian,White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,White; Black or African American; American Indian and Alaska Native; Some Other Race,White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander,White; Black or African American; Asian; Some Other Race,White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race,White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,White; American Indian and Alaska Native; Asian; Some Other Race,White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Black or African American; American Indian and Alaska Native; Asian; Some Other Race,Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,Population of five races:,White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race,White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,Population of six races:,White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race
Nevada,100.0,25.251292200059172,74.74870779994083,70.32866674456746,49.9580661709193,9.088411594620869,0.7589940190425993,9.298370796154352,0.7093115476317745,0.5155126161985576,4.420041055373373,4.006462450576508,0.6329024756705062,0.9711079232561204,0.9880554885664018,0.13918550581231048,0.656687078330901,0.1156080861019191,0.11714123993194454,0.025939305340430596,0.09211353957152908,0.014544243090241436,0.0045165883100749754,0.005345320110088732,0.22073271493366417,0.018149226420301277,0.0044337151300736,0.374338154066214,0.09314945432154628,0.03397800380056403,0.007624332560126564,0.022872997680379693,0.02941997890048837,0.007168530070118997,0.007417149610123124,0.14059434987233388,0.005635376240093548,0.0007044220300116934,0.00596686896009905,0.0015745904200261383,0.0038536028700639695,0.008204444820136193,0.0020303929100337044,0.0005801122600096299,0.0019475197300323288,8.28731800013757e-05,0.0,0.0015331538300254503,0.033480764720555785,0.008825993670146512,0.002237575860037144,0.006422671450106616,0.004350841950072224,0.0009530415700158205,0.0004558024900075663,0.00733427643012175,8.28731800013757e-05,0.0002071829500034392,0.001408844060023387,0.0009116049800151326,0.0001657463600027514,0.0,0.00012430977000206354,0.0,0.005262446930087357,0.002941997890048837,0.0015331538300254503,4.143659000068785e-05,0.0003314927200055028,0.0003729293100061906,4.143659000068785e-05,0.0004972390800082542,0.0004972390800082542
New Hampshire,100.0,3.5514152121925977,96.4485847878074,93.18217510797015,88.85239318984902,1.2365706535317842,0.17221686832994254,2.497501516936146,0.02703715601242103,0.39645572331084694,3.2664096798372415,3.1547810258057605,0.31828889602741195,1.3057250954777455,0.3961880286968626,0.02775100831637934,1.0212549523503587,0.01757861298497341,0.009726237641431988,0.0039261876717707105,0.025787914480493987,0.0032123353678123997,0.0006246207659635222,0.0018738622978905664,0.01356319377520791,0.008209301495520576,0.0010707784559374665,0.10395474176392903,0.041938822857550774,0.01731091837098904,0.0009815469179426776,0.011064710711353822,0.009637006103437198,0.001427704607916622,0.0051754292036977545,0.009637006103437198,0.0027661776778384554,0.0009815469179426776,8.923153799478887e-05,0.0011600099939322553,0.0,0.0008030838419530999,0.0003569261519791555,0.0003569261519791555,0.0,0.0,0.0,0.0002676946139843666,0.006067744583645644,0.0016061676839061998,0.00017846307598957774,0.0019630938358853552,8.923153799478887e-05,0.0,0.0,0.0008923153799478888,0.000713852303958311,0.00017846307598957774,0.0,0.0002676946139843666,0.0,8.923153799478887e-05,0.0,8.923153799478887e-05,0.0012492415319270444,0.0002676946139843666,0.0,0.0005353892279687332,0.0,0.00017846307598957774,0.0002676946139843666,0.0003569261519791555,0.0003569261519791555
New Jersey,100.0,19.721712164431953,80.27828783556805,77.75804079211021,54.473659272850625,12.31848389918847,0.11274070187919483,10.171370261669948,0.021781794759459492,0.6600048617625125,2.520247043457839,2.3789675209543337,0.41999310563621106,0.37353168591915464,0.3985821232717739,0.014708891669218863,0.7213125110728701,0.11133985505355493,0.056528289552292096,0.011275443567160306,0.18947140006399948,0.01545051645926351,0.0006866896204117117,0.005081503191046666,0.02282556298248529,0.03370272656980681,0.00447721632508436,0.1253757908947703,0.06339518575640922,0.015532919213712918,0.001345911656006955,0.014406748236237709,0.0052463086999454765,0.0007416247900446485,0.002307277124583351,0.006949298958566522,0.004161339099694973,0.00032961101779762156,0.002430881256257459,0.00038454618743055853,0.0018677957675198556,0.0011536385622916755,0.0036119874033656027,0.000412013772247027,0.00013733792408234232,0.00038454618743055853,9.613654685763963e-05,0.00048068273428819813,0.013459116560069546,0.00545231558606899,0.0009476316761681621,0.003296110177976216,0.00048068273428819813,0.0017853930130704502,0.00019227309371527926,0.00021974067853174772,0.0002060068861235135,6.866896204117116e-05,0.0003158772253893874,0.00015107171649057655,0.00015107171649057655,0.0,0.00013733792408234232,5.493516963293693e-05,0.002128737823276306,0.0012772426939657835,0.0007004234128199458,1.3733792408234233e-05,4.1201377224702695e-05,9.613654685763963e-05,0.0,0.0003158772253893874,0.0003158772253893874
New Mexico,100.0,44.34221340106615,55.65778659893385,53.100600431119425,40.51656234422561,1.8778649521137725,8.38077619800987,1.7687122976420218,0.07315485338827778,0.4835297857398677,2.557186167814427,2.423506198028175,0.2805998087845617,0.9696221268111013,0.3605271298343064,0.037889210970909505,0.5887775939923942,0.06796872950337068,0.021415640983557544,0.004453965218802567,0.022391852538363587,0.016107490654299693,0.007016520550168427,0.010433260991989575,0.028127095422849083,0.006101322217537762,0.0020744495539628395,0.11934186257503863,0.0452718108541302,0.010616300658515708,0.0012202644435075525,0.007077533772343804,0.012873789879004678,0.0036607933305226577,0.008358811438026734,0.01769383443085951,0.003294713997470392,0.0007931718882799091,0.001647356998735196,0.0008541851104552868,0.0010982379991567972,0.0009151983326306644,0.0006101322217537762,0.00024405288870151052,0.0009762115548060421,0.0001830396665261329,0.0004270925552276434,0.0015253305543844406,0.011592512213321748,0.00359978010834728,0.00048810577740302104,0.0023795156648397276,0.0010982379991567972,0.0007931718882799091,0.0003050661108768881,0.0014643173322090631,6.101322217537763e-05,6.101322217537763e-05,0.0003660793330522658,0.00024405288870151052,0.00024405288870151052,0.00024405288870151052,0.0,0.00024405288870151052,0.0020134363317874616,0.0001830396665261329,0.0011592512213321748,0.0003050661108768881,0.0,0.0003660793330522658,0.0,0.0007321586661045316,0.0007321586661045316
New York,100.0,18.186607708102898,81.8133922918971,78.78231379833647,54.459494528110305,13.528920536780678,0.2649405913115473,9.644585901349037,0.029624316305152835,0.8547479244797487,3.031078493560627,2.868492836490992,0.48792479675238926,0.479328399469547,0.49759652066569554,0.015272124456936742,0.6196927114298829,0.1263042608729974,0.08498188261100494,0.01455731195691732,0.3616329674011314,0.025235989131120542,0.0015725875000427334,0.01228234347859463,0.03101664673997328,0.1004591271766429,0.010635166848115087,0.14376433315608056,0.06172250543645985,0.017404130435255547,0.0015477244565637969,0.017161715761335915,0.005861462500159279,0.0008266961956746384,0.002647914130506737,0.00833533532631346,0.006551411956699767,0.00044131902175112284,0.003623788587054994,0.0006091445652339441,0.0035305521740089827,0.0015912347826519356,0.007558365217596694,0.0007148125000194243,0.00046618206523005935,0.0015415086956940627,0.00022998315218016258,0.001398546195690178,0.015663717391729993,0.0060292880436421,0.00060292880436421,0.003574062500097121,0.00060292880436421,0.002349557608759499,8.702065217627773e-05,0.0004351032608813887,0.0002859250000077697,1.864728260920237e-05,0.00042888750001165456,0.00022376739131042844,0.0004475347826208569,9.323641304601186e-05,0.0002859250000077697,0.00019890434783149195,0.002853034239207963,0.0014296250000388486,0.0011064054348126741,6.215760869734124e-05,9.323641304601186e-05,3.729456521840474e-05,0.00012431521739468247,0.00030457228261697206,0.00030457228261697206
North Carolina,100.0,8.88169475318448,91.11830524681552,88.04793172958415,63.63666461927685,19.871849501765702,0.9483024056482945,3.1587844611083202,0.06307710059681679,0.3692536411881695,3.0703735172313666,2.8766051767121406,0.5753823466766008,1.106473385546883,0.3479172968960892,0.024450960068050677,0.46421263555476144,0.1847923611963509,0.04205957524243421,0.009552305864098031,0.08074702710537297,0.0061556579509335204,0.001606356955323289,0.0041814329905743635,0.01698323956582256,0.01106056468474509,0.0010300304141004296,0.17562018560412326,0.10372651515328019,0.014138393660211851,0.0020110117608627435,0.013353608582802,0.011575579891795305,0.0018270777583448096,0.004402153793595884,0.01106056468474509,0.002759010037769008,0.00023298306985604955,0.0029552063071214708,0.000833834144747967,0.0026731741699273057,0.001765766424172165,0.000809309611078909,0.0004291793392085123,0.0005027529402156859,0.0,0.0,0.0005640642743883305,0.014788293802441883,0.005640642743883305,0.0009319322794241982,0.004598350062948347,0.0007479982769062645,0.0009319322794241982,0.00015940946884887601,0.000809309611078909,0.00019619626935246282,7.357360100717355e-05,0.0002575076035251074,0.00019619626935246282,4.9049067338115706e-05,0.0,7.357360100717355e-05,0.00012262266834528926,0.0028571081724452396,0.0017289796236685784,0.000809309611078909,3.6786800503586774e-05,0.00018393400251793385,6.131133417264463e-05,3.6786800503586774e-05,0.0005027529402156859,0.0005027529402156859
North Dakota,100.0,3.6240989241611627,96.37590107583883,93.45169294053109,84.40847317448788,2.9539014885261192,4.046180713412169,1.7198658598574383,0.10786907412098448,0.2154026301265071,2.9242081353077456,2.8248947731310383,0.3492743581957849,1.4220935323850472,0.3351825973463872,0.03237749814206843,0.551088504646087,0.039591137624498195,0.02298299090913666,0.004193976443273113,0.022311954678212963,0.007381398540160679,0.004193976443273113,0.004529494558734962,0.02365402714006036,0.002684144923694793,0.003355181154618491,0.08991885494377555,0.03908786045130542,0.007716916655622529,0.002180867750502019,0.004026217385542189,0.009562266290662699,0.002684144923694793,0.0028519039814257174,0.013252965560743039,0.0011743134041164718,0.0003355181154618491,0.0006710362309236982,0.00016775905773092455,0.0005032771731927736,0.002180867750502019,0.0,0.0,0.0008387952886546227,0.0,0.0,0.002684144923694793,0.007213639482429755,0.0023486268082329436,0.0005032771731927736,0.0010065543463855472,0.0,0.0,0.0,0.0020131086927710944,0.00016775905773092455,0.0,0.0,0.0003355181154618491,0.0008387952886546227,0.0,0.0,0.0,0.002180867750502019,0.0010065543463855472,0.0003355181154618491,0.00016775905773092455,0.0003355181154618491,0.0003355181154618491,0.0,0.0,0.0
Ohio,100.0,3.649478548175945,96.35052145182405,93.06791526356271,78.40177454140412,11.663261132534323,0.1682964502438322,2.4862173070352394,0.0351124434459415,0.3132533888992548,3.2826061882613446,3.105262826359464,0.6501829691725127,1.2465623364795155,0.3204322707791704,0.021156523301173534,0.6512690329970083,0.10083016546616791,0.026206720085077892,0.005256548910558517,0.057333309295120684,0.004268230830267556,0.0005213106357578695,0.0022047095637259895,0.010828056330220746,0.0075481435802441516,0.0006624989329422924,0.16283354920661952,0.10077586227494313,0.012370266961004444,0.0019549148840920104,0.01240284887573931,0.0102524425032381,0.0012489733981698955,0.004637492530596047,0.01052395845936199,0.002106963819521389,0.0002389340413890235,0.0019766361605819214,0.0006081957417175144,0.0013358585041295405,0.0012163914834350288,0.0007059414859221149,0.00014118829718442298,0.00010860638244955614,5.430319122477807e-05,2.172127648991123e-05,0.0001520489354293786,0.012218218025575066,0.005082778698639228,0.001151227653965295,0.003323355302956418,0.0005430319122477807,0.00046700744453309135,3.2581914734866844e-05,0.0007168021241670705,0.00017377021191928983,0.0,0.00026065531787893475,0.00010860638244955614,0.00017377021191928983,5.430319122477807e-05,0.00013032765893946738,0.0,0.0019874967988268775,0.0011946702069451174,0.0004561468062881358,7.60244677146893e-05,0.00014118829718442298,3.2581914734866844e-05,8.688510595964491e-05,0.0003040978708587572,0.0003040978708587572
Oklahoma,100.0,9.819018712604187,90.18098128739581,82.400958183119,65.22919269883594,7.073974207974364,7.295251798752315,2.3011939424013965,0.16879806609630058,0.3325474690586701,7.780023104276816,7.448139932998926,0.5981337218146756,5.347497490615133,0.37326892302050885,0.037698899059287916,0.5978347878133243,0.36386910942246614,0.030989491473405836,0.0060451098051016745,0.03660280772100025,0.016109221183924792,0.006775837363960118,0.007905143591286804,0.019198205864553668,0.00528116735720421,0.0009300168930925652,0.31344890786123353,0.20340798047495962,0.012654872723866692,0.0019928933423412113,0.0139834682854275,0.033812757041722555,0.005081878022970089,0.014182757619661621,0.016374940296236953,0.0023914720108094535,0.0002657191123121615,0.0027568357902386753,0.0009632317821315853,0.0027236209011996556,0.0006642977807804038,0.00013285955615608075,0.0002657191123121615,0.0012621657834827672,6.642977807804038e-05,0.0,0.0004650084465462826,0.015478138292183407,0.005546886469516372,0.0009300168930925652,0.004616869576423806,0.0004982233355853028,0.0006642977807804038,0.0,0.002059323120419252,0.0002657191123121615,3.321488903902019e-05,3.321488903902019e-05,0.0002989340013511817,0.00016607444519510094,3.321488903902019e-05,0.0003321488903902019,0.0,0.0025575464560045544,0.0017271742300290498,0.000697512669819424,6.642977807804038e-05,0.0,3.321488903902019e-05,3.321488903902019e-05,0.00039857866846824226,0.00039857866846824226
Oregon,100.0,11.552483021089095,88.4475169789109,83.25970761739865,74.94914930405156,1.780427050908845,0.9721857966945268,4.649159865806378,0.38838183235765666,0.5204037675796849,5.187809361512254,4.900535564039242,0.46510289403949145,1.9865592769588793,0.9204747330783479,0.12632570790458345,1.1852009640864736,0.04135698375269829,0.028065786678660387,0.00783231256148662,0.019788456357998394,0.012697840061804067,0.0055478880643863564,0.004034827683190077,0.0819129355388809,0.011926475945900081,0.003708481326461468,0.2638361954897747,0.07574202261164902,0.01952144570249317,0.003856820579519927,0.012490165107522223,0.03723315251767314,0.00815865891821523,0.01139245463488963,0.08131957852664708,0.005636891616221431,0.0011570461738559781,0.0021064173934301138,0.0006526927134572184,0.0007713641159039854,0.001394388978749512,0.0007713641159039854,0.0,0.0010383747714092111,0.0,0.0,0.0005933570122338349,0.019284102897599634,0.004895195350929138,0.0012460497256910532,0.004123831235025153,0.0020470816922067304,0.0008603676677390606,0.00017800710367015047,0.004895195350929138,0.00029667850611691745,0.0,0.00035601420734030094,0.0003263463567286092,5.933570122338349e-05,0.0,0.0,0.0,0.003500806372179626,0.002195420945265189,0.0008306998171273689,0.0,0.0002670106555052257,0.00020767495428184222,0.0,0.0006526927134572184,0.0006526927134572184
Pennsylvania,100.0,6.802093350028415,93.19790664997159,90.53542804843325,76.14790601250895,10.04323348865529,0.11709029600287747,3.847454032182977,0.024329823940546755,0.35541439514261197,2.6624786015383326,2.526805303843668,0.5227579956165751,0.7385487564262995,0.3345712986504723,0.019819292864629592,0.6852819922214105,0.09417061668135407,0.031525424907480996,0.006258724062514608,0.06196909503872489,0.005138335187126191,0.0006181455864211958,0.0022600948003524976,0.012884472066966801,0.009726134461346004,0.0012749252719937165,0.12352287351157304,0.07273835017715666,0.010904474485461408,0.0016709247882947952,0.01024769479988889,0.006461553083059063,0.0011590229745397423,0.002858923337198031,0.0076785272063257925,0.002704386940592732,0.0002994142684227668,0.0017771685609609383,0.00056985296248204,0.0016419492139313015,0.0010624377266614305,0.0010527792018735992,0.0002897557436349356,7.726819830264948e-05,0.00018351197096879254,0.0,0.0001448778718174678,0.010276670374252382,0.0047616527204007745,0.0007340478838751701,0.0023083874242916533,0.00043463361545240337,0.0008016575573899884,0.0001448778718174678,0.0003959995163010787,0.0002028290205444549,9.658524787831185e-06,0.00012556082224180542,0.00015453639660529896,0.00011590229745397423,0.0,8.692672309048067e-05,0.0,0.0015453639660529897,0.0011010718258127551,0.00037668246672541627,0.0,3.863409915132474e-05,0.0,2.8975574363493557e-05,0.0003283898427862603,0.0003283898427862603
Rhode Island,100.0,14.194327586711944,85.80567241328806,81.92687197074338,72.37937615621557,4.723330712014728,0.30408046922354137,3.539005446183728,0.02872935148277253,0.952349835623044,3.878800442544677,3.5623269197403316,0.49268021189868344,0.6507479771156632,0.41302667661115333,0.023659465926989143,0.7998026124556948,0.15130791780926864,0.019941549852747993,0.006083862666940065,0.9462659729561038,0.005182549679245241,0.0012393053580803835,0.01509699254388831,0.015322320790812015,0.013519694815422367,0.00844980925963898,0.2824489575188656,0.09159593237448654,0.011829732963494571,0.001689961851927796,0.10691825316529854,0.010027106988104922,0.0010139771111566775,0.007435832148482301,0.009351122247333803,0.004281236691550416,0.0011266412346185306,0.0014646336050040897,0.00022532824692370613,0.024222786544298408,0.0029292672100081794,0.003605251950779298,0.001802625975389649,0.00022532824692370613,0.001689961851927796,0.00022532824692370613,0.0007886488642329714,0.030081320964314765,0.007323168025020449,0.0014646336050040897,0.015660313161197575,0.0011266412346185306,0.002027954222313355,0.0006759847407711183,0.00045065649384741225,0.0,0.00011266412346185306,0.0,0.0,0.00022532824692370613,0.00045065649384741225,0.0005633206173092653,0.0,0.003379923703855592,0.0010139771111566775,0.0013519694815422366,0.0006759847407711183,0.0,0.00033799237038555915,0.0,0.0005633206173092653,0.0005633206173092653
South Carolina,100.0,5.757287406027212,94.24271259397278,91.34620845643,64.86488842833158,24.029807246802807,0.33212437040100035,1.7504720435625214,0.05510081056979021,0.31381555676230427,2.8965041375427827,2.738525231288891,0.5576092425880442,1.1353955451044475,0.29692661030375195,0.023290803744463764,0.45361019913014455,0.13680544830437966,0.03669235712897874,0.007373345356536122,0.061029378795653705,0.004409061243604371,0.0013700472790861037,0.0022668054981242807,0.014696870812014567,0.006376947335382592,0.0006725686642786328,0.14031775132894586,0.07961220189016704,0.011334027490621405,0.0014198671801437803,0.010985288183217668,0.010711278727400448,0.0018931562401917068,0.004732890600479267,0.010337629469467874,0.0027400945581722074,0.00042346915899025027,0.0017686064875475156,0.0003736492579325738,0.0013202273780284273,0.001394957229614942,0.000398559208461412,9.9639802115353e-05,0.000498199010576765,0.0,0.0,0.00027400945581722074,0.013775202642447552,0.004583430897306238,0.0010213079716823682,0.004334331392017856,0.0009216681695670152,0.000597838812692118,0.00012454975264419125,0.0012205875759130741,0.00012454975264419125,4.98199010576765e-05,0.0001494597031730295,0.000199279604230706,0.00012454975264419125,0.0,0.00032382935687489723,0.0,0.0035372129750950313,0.0018184263886051922,0.0011209477737977212,0.00027400945581722074,0.00017436965370186774,4.98199010576765e-05,9.9639802115353e-05,0.0003487393074037355,0.0003487393074037355
South Dakota,100.0,3.5644111736184265,96.43558882638158,93.59033552233453,83.08955480347551,1.7045819605382102,7.035285504030601,1.481946343322052,0.059020851543880884,0.21994605942428522,2.8452533040470374,2.7499234223128703,0.28927688250367944,1.490313856452324,0.25640450949189775,0.02734383755070937,0.5724275500369814,0.05065333841360916,0.01285010945006014,0.0011953590186102457,0.013896048591344107,0.011355910676797334,0.004034336687809579,0.005080275829093544,0.011654750431449895,0.002540137914546772,0.0008965192639576843,0.08666352884924282,0.041239886142053477,0.006723894479682632,0.002988397546525614,0.004930855951767264,0.007321573988987755,0.0020918782825679297,0.004333176442462141,0.011953590186102456,0.0008965192639576843,0.0007470993866314035,0.0010459391412839648,0.0,0.0010459391412839648,0.00029883975465256143,0.0,0.0007470993866314035,0.0,0.0,0.0,0.00029883975465256143,0.006723894479682632,0.0005976795093051229,0.0011953590186102457,0.0013447788959365264,0.0011953590186102457,0.00029883975465256143,0.0,0.0017930385279153686,0.0,0.0,0.0,0.0,0.00029883975465256143,0.0,0.0,0.0,0.0019424584052416493,0.0008965192639576843,0.00044825963197884215,0.0,0.0,0.0005976795093051229,0.0,0.0,0.0
Tennessee,100.0,5.677751564544942,94.32224843545505,91.1018589934428,73.51315532643584,15.084243156201174,0.23669911614377118,1.930086751293952,0.04875128912337382,0.28892335424469584,3.2203894420122454,3.076958506431363,0.49505309061815334,1.5566611625687417,0.307922428063062,0.026316410166788838,0.4999560774099898,0.08407508032819554,0.028247889812057742,0.005107277908162971,0.04589121349480255,0.0038629592905378113,0.001002883661966547,0.0024886372352503207,0.013167491043227444,0.006555887642114651,0.0006500171883116509,0.12979914654600366,0.0695704110690127,0.010381703093320368,0.001522897412615868,0.008877377600370547,0.012443186176251604,0.002284346118923802,0.005571575899814151,0.010715997647309218,0.002172914600927519,0.00042715415231908487,0.001522897412615868,0.0002600068753246604,0.0011886028586270189,0.0015971850912800565,0.0005385856703153679,7.428767866418868e-05,0.00035286647365489625,0.00011143151799628302,0.0,0.0001857191966604717,0.010753141486641311,0.004030106567532236,0.0005385856703153679,0.0032315140218922077,0.0005757295096474622,0.0005757295096474622,1.857191966604717e-05,0.001002883661966547,0.0002414349556586132,7.428767866418868e-05,0.00020429111632651887,9.285959833023585e-05,3.714383933209434e-05,0.0,0.0001300034376623302,0.0,0.0026929283515768395,0.001541469332281915,0.0010214555816325944,7.428767866418868e-05,5.571575899814151e-05,0.0,0.0,0.0001857191966604717,0.0001857191966604717
Texas,100.0,36.16146469288919,63.83853530711081,61.20681675790129,43.16148755870799,11.777071986170753,0.30753611656079793,5.513305619960946,0.09212181078992258,0.35529366571087545,2.6317185492095287,2.49532851321873,0.3932326322673289,0.9619421311857757,0.38353295193147574,0.02729721448595353,0.47766238161222313,0.08013554857385888,0.04223774049124925,0.008615840524633347,0.06013710344953743,0.006695111745256486,0.0010655471561781156,0.003160056158450978,0.036681346522337614,0.011817055156928115,0.0011158519575427475,0.12268883736457718,0.0542148563797921,0.012242359386647276,0.0014999977134181198,0.012018274362386644,0.010701203199385367,0.001742375392720438,0.005346028435932262,0.013806381392711292,0.00312804401212803,0.0003567067733128456,0.0017743875390433855,0.0003109751357086346,0.002021338382106125,0.0016783511000745426,0.0009054864245633771,0.00023323135178147597,0.0001783533866564228,7.317062016673755e-05,4.573163760421097e-05,0.00041158473843789877,0.011542665331302849,0.004285054443514568,0.000516767504927584,0.003233226778617715,0.0007728646755111654,0.0006905477278235856,8.231694768757975e-05,0.0010518276648968522,0.0002469508430627392,9.146327520842194e-06,0.00021493869673979156,0.00022408502426063376,8.231694768757975e-05,9.146327520842194e-06,0.0001234754215313696,0.0,0.0019390214344185452,0.0010243886823343258,0.0006859745640631646,8.689011144800084e-05,5.945112888547426e-05,5.487796512505316e-05,2.743898256252658e-05,0.00021951186050021265,0.00021951186050021265
Utah,100.0,13.623195015944143,86.37680498405585,83.44016546969064,77.3649115273288,1.0916283678800507,0.9029492037825332,2.7032539303139216,1.007895265637458,0.3695271747478863,2.9366395143652184,2.773131914919251,0.3079966833774302,0.7574274402756221,0.6624639476500301,0.2404852561325031,0.6443920550796862,0.017770694360838037,0.01596350510380366,0.01153158859250507,0.01931971372401036,0.007099672081206479,0.00641121903090767,0.003958605039218158,0.06591937956611107,0.009853484282401721,0.002538670622976862,0.15055607643722105,0.02504247970461922,0.008992917969528207,0.0033131803045630234,0.0068845305029881015,0.012478211536665933,0.005765794296252535,0.004991284614666374,0.07396567459147842,0.003270151988919348,0.0005163397877241076,0.0007745096815861614,0.0003442265251494051,0.0,0.001635075994459674,0.0008605663128735127,8.605663128735127e-05,0.0006884530502988102,8.605663128735127e-05,0.0,0.0008605663128735127,0.011144333751711989,0.002108387466540106,0.0006454247346551345,0.0021944440978274573,0.001290849469310269,0.0003011982095057294,0.0001290849469310269,0.0028398688324825917,0.0,4.3028315643675634e-05,0.0009896512598045395,0.00021514157821837817,0.00017211326257470254,0.00021514157821837817,0.0,0.0,0.0018071892570343767,0.001290849469310269,0.0001290849469310269,0.00017211326257470254,0.0,0.0,0.00021514157821837817,0.0,0.0
Vermont,100.0,2.1188525059010606,97.88114749409894,94.01866984948958,90.4027211610694,1.17125087228923,0.3111641581598606,1.7382865379555448,0.027455661014105348,0.3677914590014529,3.8624776446093483,3.7387365057332755,0.2829458398953634,1.865078305833184,0.3805659679455158,0.026502339451115575,1.1121449353838644,0.020973074385774917,0.005719929377938614,0.0024786360637733995,0.017731781071609703,0.004575943502350891,0.0020973074385774917,0.002669300376371353,0.006863915253526337,0.008389229754309967,0.0,0.11058530130681321,0.05510198634080865,0.008770558379505874,0.0015253145007836303,0.009723879942495644,0.011249194443279273,0.0017159788133815843,0.006291922315732476,0.008579894066907921,0.0011439858755877227,0.0019066431259795377,0.0,0.0,0.0013346501881856764,0.0019066431259795377,0.0005719929377938613,0.0,0.0,0.0,0.0,0.0007626572503918152,0.010486537192887458,0.00400395056455703,0.0009533215629897689,0.0034319576267631685,0.0011439858755877227,0.0,0.0,0.0009533215629897689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019066431259795377,0.0013346501881856764,0.0005719929377938613,0.0,0.0,0.0,0.0,0.0007626572503918152,0.0007626572503918152
