,Unnamed: 0,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned_11_18,age_binned_11_15,age_binned_7,age_binned_to_60,age_binned_7_diff,armed_3,armed_4_toy,armed_4,armed_5_toy,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021,city/state,Location,Total Population,Hispanic or Latino,Population of one race:,Population of two or more races:,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Asian/NHPI Alone and in Combination
718,3559,2016-07-05,tasered and shot,undetermined,37,M,Black,Baton Rouge,LA,False,undetermined,Not fleeing,True,-91.14,30.468,True,35-39,35-39,35-44,35-39,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,7,2016,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Baton Rouge, LA","Baton Rouge, LA Metro Area",870569.0,55184.0,790110.0,25275.0,477902.75,305627.133,19578.5,5374.917,6464.05,437.65,20016.15
719,3560,2016-07-17,shot,gun,29,M,Black,Baton Rouge,LA,True,attack,Not fleeing,False,,,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,7,2016,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Baton Rouge, LA","Baton Rouge, LA Metro Area",870569.0,55184.0,790110.0,25275.0,477902.75,305627.133,19578.5,5374.917,6464.05,437.65,20016.15
720,3566,2016-11-27,shot,gun,48,M,Black,Baton Rouge,LA,False,attack,Not fleeing,False,-91.086,30.395,True,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,11,2016,4,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Baton Rouge, LA","Baton Rouge, LA Metro Area",870569.0,55184.0,790110.0,25275.0,477902.75,305627.133,19578.5,5374.917,6464.05,437.65,20016.15
721,3576,2017-06-13,shot,gun,35,M,Black,Baton Rouge,LA,False,other,Not fleeing,False,-91.152,30.44,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,6,2017,2,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Baton Rouge, LA","Baton Rouge, LA Metro Area",870569.0,55184.0,790110.0,25275.0,477902.75,305627.133,19578.5,5374.917,6464.05,437.65,20016.15
722,3585,2017-11-13,shot,unarmed,24,M,Black,Baton Rouge,LA,False,attack,Foot,True,-91.136,30.501,True,18-24,20-24,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,1,11,2017,4,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Baton Rouge, LA","Baton Rouge, LA Metro Area",870569.0,55184.0,790110.0,25275.0,477902.75,305627.133,19578.5,5374.917,6464.05,437.65,20016.15
723,3616,2019-08-27,shot,gun,52,M,Black,Baton Rouge,LA,True,attack,Car,False,-91.15,30.495,True,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,8,2019,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Baton Rouge, LA","Baton Rouge, LA Metro Area",870569.0,55184.0,790110.0,25275.0,477902.75,305627.133,19578.5,5374.917,6464.05,437.65,20016.15
724,3617,2019-09-14,shot,unarmed,54,M,Black,Baton Rouge,LA,False,undetermined,Not fleeing,False,-90.999,30.362,True,50-54,50-54,45-54,50-54,50-59,unarmed,unarmed,unarmed,unarmed,unarmed,1,9,2019,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Baton Rouge, LA","Baton Rouge, LA Metro Area",870569.0,55184.0,790110.0,25275.0,477902.75,305627.133,19578.5,5374.917,6464.05,437.65,20016.15
725,3632,2020-07-20,shot,gun,51,M,Black,Baton Rouge,LA,False,attack,Not fleeing,True,-91.183,30.393,True,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,7,2020,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Baton Rouge, LA","Baton Rouge, LA Metro Area",870569.0,55184.0,790110.0,25275.0,477902.75,305627.133,19578.5,5374.917,6464.05,437.65,20016.15
726,3665,2022-01-08,shot,gun,25,M,Black,Baton Rouge,LA,False,attack,Not fleeing,False,,,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,1,2022,1,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Baton Rouge, LA","Baton Rouge, LA Metro Area",870569.0,55184.0,790110.0,25275.0,477902.75,305627.133,19578.5,5374.917,6464.05,437.65,20016.15
727,3537,2015-09-15,shot,gun,27,M,Black,Alexandria,LA,False,other,Not fleeing,False,-92.445,31.268,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,9,2015,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Alexandria, LA","Alexandria, LA Metro Area",152192.0,6423.0,139828.0,5941.0,95642.417,44354.4,2238.817,1014.4,2439.317,79.65,2318.467
728,3563,2016-10-07,shot,gun,35,M,Black,Alexandria,LA,False,attack,Not fleeing,False,-92.517,31.34,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,10,2016,4,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Alexandria, LA","Alexandria, LA Metro Area",152192.0,6423.0,139828.0,5941.0,95642.417,44354.4,2238.817,1014.4,2439.317,79.65,2318.467
729,3588,2018-03-23,shot,unarmed,32,M,None,Bogalusa,LA,False,attack,Not fleeing,False,-89.859,30.788,True,30-34,30-34,25-34,30-34,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,1,3,2018,1,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Bogalusa, LA","Bogalusa, LA Micro Area",45463.0,1410.0,42721.0,1332.0,30197.817,13005.317,190.983,220.4,431.233,7.25,198.233
730,3596,2018-06-23,shot,knife,25,M,Black,Monroe,LA,False,attack,Not fleeing,False,-92.097,32.492,True,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,6,2018,2,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Monroe, LA","Monroe, LA Metro Area",207104.0,7174.0,193156.0,6774.0,116934.65,77025.067,2729.817,1089.0,2071.15,80.317,2810.134
731,3601,2018-09-27,shot,vehicle,23,M,White,Hammond,LA,False,other,Not fleeing,True,-90.462,30.504,True,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,1,9,2018,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Hammond, LA","Hammond, LA Metro Area",133157.0,7242.0,121345.0,4570.0,81895.433,40569.35,1160.6,831.017,1388.35,70.25,1230.85
732,3603,2019-01-11,shot,gun,26,M,Black,Lake Charles,LA,False,other,Other,False,-93.183,30.274,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,1,2019,1,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Lake Charles, LA","Lake Charles, LA Metro Area",222402.0,11581.0,202919.0,7902.0,145655.717,56665.217,4267.383,1721.4,2295.467,215.817,4483.2
733,3631,2020-06-20,shot,machete,35,M,White,Lake Charles,LA,False,attack,Not fleeing,False,,,True,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,6,2020,2,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Lake Charles, LA","Lake Charles, LA Metro Area",222402.0,11581.0,202919.0,7902.0,145655.717,56665.217,4267.383,1721.4,2295.467,215.817,4483.2
734,3633,2020-07-29,shot,gun,37,M,Black,Lake Charles,LA,False,other,Car,False,-93.208,30.212,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,7,2020,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Lake Charles, LA","Lake Charles, LA Metro Area",222402.0,11581.0,202919.0,7902.0,145655.717,56665.217,4267.383,1721.4,2295.467,215.817,4483.2
735,3655,2021-09-23,shot,gun,20,M,Black,Lake Charles,LA,False,attack,Not fleeing,False,,,True,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,9,2021,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Lake Charles, LA","Lake Charles, LA Metro Area",222402.0,11581.0,202919.0,7902.0,145655.717,56665.217,4267.383,1721.4,2295.467,215.817,4483.2
736,3663,2021-12-27,shot,gun,22,M,Black,Lake Charles,LA,False,attack,Not fleeing,False,,,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,12,2021,4,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Lake Charles, LA","Lake Charles, LA Metro Area",222402.0,11581.0,202919.0,7902.0,145655.717,56665.217,4267.383,1721.4,2295.467,215.817,4483.2
737,3668,2022-02-09,shot,vehicle,41,M,None,Lake Charles,LA,False,attack,Car,False,,,True,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,other weapon,1,2,2022,1,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Lake Charles, LA","Lake Charles, LA Metro Area",222402.0,11581.0,202919.0,7902.0,145655.717,56665.217,4267.383,1721.4,2295.467,215.817,4483.2
738,3606,2019-02-27,shot,unknown weapon,21,M,White,DeRidder,LA,False,other,unknown,False,-93.298,30.861,True,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,1,2,2019,1,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"DeRidder, LA","DeRidder, LA Micro Area",36549.0,1271.0,33734.0,1544.0,29765.117,4308.2,313.283,200.917,654.617,35.867,349.15000000000003
739,3622,2020-02-10,shot,gun,40,M,White,Lafayette,LA,False,other,Not fleeing,False,-92.027,30.179,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,2,2020,1,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Lafayette, LA","Lafayette, LA Metro Area",478384.0,25496.0,438729.0,14159.0,316291.983,120017.7,9904.15,2912.817,3553.317,208.033,10112.182999999999
740,3635,2020-08-21,tasered and shot,knife,31,M,Black,Lafayette,LA,True,other,Foot,False,-92.001,30.204,True,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,8,2020,3,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Lafayette, LA","Lafayette, LA Metro Area",478384.0,25496.0,438729.0,14159.0,316291.983,120017.7,9904.15,2912.817,3553.317,208.033,10112.182999999999
741,3666,2022-01-23,shot,gun,24,M,None,Lafayette,LA,False,other,Foot,False,,,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,1,2022,1,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Lafayette, LA","Lafayette, LA Metro Area",478384.0,25496.0,438729.0,14159.0,316291.983,120017.7,9904.15,2912.817,3553.317,208.033,10112.182999999999
742,3671,2022-04-13,shot,gun,18,M,None,Lafayette,LA,False,attack,unknown,False,-92.032,30.25,True,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,1,4,2022,2,Louisiana,4664628,4678135,4670560,4659690,4648794,4651203,4624047,"Lafayette, LA","Lafayette, LA Metro Area",478384.0,25496.0,438729.0,14159.0,316291.983,120017.7,9904.15,2912.817,3553.317,208.033,10112.182999999999
743,3679,2015-01-30,shot,gun,48,M,White,Billings,MT,False,attack,Foot,False,-108.513,45.79,True,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,1,2015,1,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
744,3683,2016-03-07,shot,gun,42,M,White,Billings,MT,False,attack,Not fleeing,False,-108.501,45.783,True,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,3,2016,1,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
745,3686,2016-10-27,shot,gun,32,M,White,Billings,MT,True,other,Not fleeing,False,-108.552,45.752,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,10,2016,4,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
746,3687,2017-05-12,shot,gun,30,M,White,Billings,MT,True,attack,Not fleeing,False,-108.504,45.782,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,5,2017,2,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
747,3690,2017-11-04,shot,gun,30,M,Native,Billings,MT,False,attack,unknown,False,-108.58,45.754,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,11,2017,4,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
748,3691,2017-11-18,shot,vehicle,24,M,Native,Billings,MT,False,attack,Car,True,-108.513,45.763,True,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,1,11,2017,4,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
749,3694,2018-04-09,tasered and shot,knife,29,M,White,Billings,MT,False,attack,Not fleeing,True,-108.51,45.779,True,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,4,2018,2,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
750,3695,2018-04-10,shot,toy weapon,44,M,White,Billings,MT,False,other,Not fleeing,False,-108.554,45.784,True,40-44,40-44,35-44,40-44,40-49,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,4,2018,2,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
751,3700,2019-01-20,shot,gun,26,M,White,Billings,MT,False,attack,Foot,False,-108.508,45.797,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,1,2019,1,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
752,3710,2020-06-18,shot,gun,19,M,White,Billings,MT,False,attack,Not fleeing,False,-108.535,45.772,True,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,6,2020,2,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
753,3711,2020-10-12,tasered and shot,gun,29,M,Native,Billings,MT,False,attack,unknown,False,-108.572,45.786,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,10,2020,4,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
754,3717,2021-04-23,shot,gun,26,M,None,Billings,MT,False,attack,Other,False,-108.628,45.79,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,4,2021,2,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
755,3722,2022-02-15,shot,toy weapon,39,M,Native,Billings,MT,False,other,unknown,False,,,True,35-39,35-39,35-44,35-39,30-39,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,2,2022,1,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
756,3724,2022-05-23,shot,gun,35,M,Native,Billings,MT,False,attack,Car,True,-108.552,45.767,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,5,2022,2,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
757,3725,2022-05-30,shot,gun,19,M,None,Billings,MT,False,attack,Car,False,-108.506,45.796,True,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,5,2022,2,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Billings, MT","Billings, MT Metro Area",184167.0,10645.0,164355.0,9167.0,158596.25,1909.833,1948.0,1765.0,8922.083,380.833,2328.833
758,3689,2017-09-11,shot,unknown weapon,25,M,Native,Great Falls,MT,False,other,Foot,False,-111.254,47.515,True,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,1,9,2017,3,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Great Falls, MT","Great Falls, MT Metro Area",84414.0,4012.0,75058.0,5344.0,71306.983,1482.567,1310.9,916.833,5193.483,191.233,1502.133
759,3692,2017-12-11,shot,unknown weapon,51,M,White,Great Falls,MT,False,other,unknown,False,-111.221,47.517,True,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,other weapon,1,12,2017,4,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Great Falls, MT","Great Falls, MT Metro Area",84414.0,4012.0,75058.0,5344.0,71306.983,1482.567,1310.9,916.833,5193.483,191.233,1502.133
760,3697,2018-08-19,shot,gun,35,M,White,Great Falls,MT,False,other,Not fleeing,False,-111.241,47.514,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,8,2018,3,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Great Falls, MT","Great Falls, MT Metro Area",84414.0,4012.0,75058.0,5344.0,71306.983,1482.567,1310.9,916.833,5193.483,191.233,1502.133
761,3703,2019-11-25,shot,gun,42,M,White,Great Falls,MT,False,other,Not fleeing,False,-111.311,47.519,True,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,11,2019,4,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Great Falls, MT","Great Falls, MT Metro Area",84414.0,4012.0,75058.0,5344.0,71306.983,1482.567,1310.9,916.833,5193.483,191.233,1502.133
762,3704,2019-12-17,shot,gun,41,M,White,Great Falls,MT,False,attack,Foot,False,-111.263,47.497,True,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,12,2019,4,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Great Falls, MT","Great Falls, MT Metro Area",84414.0,4012.0,75058.0,5344.0,71306.983,1482.567,1310.9,916.833,5193.483,191.233,1502.133
763,3723,2022-03-19,shot,gun,34,M,None,Great Falls,MT,False,other,Not fleeing,False,-111.283,47.497,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,3,2022,1,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Great Falls, MT","Great Falls, MT Metro Area",84414.0,4012.0,75058.0,5344.0,71306.983,1482.567,1310.9,916.833,5193.483,191.233,1502.133
764,3727,2022-09-28,shot,unknown weapon,35,M,None,Great Falls,MT,False,other,Foot,False,,,True,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,1,9,2022,3,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Great Falls, MT","Great Falls, MT Metro Area",84414.0,4012.0,75058.0,5344.0,71306.983,1482.567,1310.9,916.833,5193.483,191.233,1502.133
765,3693,2018-02-01,shot,gun,26,M,White,Helena,MT,True,other,unknown,False,-111.893,46.599,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,2,2018,1,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Helena, MT","Helena, MT Micro Area",83058.0,2890.0,75638.0,4530.0,75197.467,491.883,885.467,902.717,2584.217,106.25,991.717
766,3698,2018-11-17,shot,gun,49,F,White,Missoula,MT,True,attack,Not fleeing,False,-114.004,46.857,True,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,11,2018,4,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Missoula, MT","Missoula, MT Metro Area",117922.0,6004.0,105722.0,6196.0,102938.283,1093.567,1984.067,1220.45,4457.483,224.15,2208.217
767,3702,2019-09-02,shot,gun,35,M,White,Missoula,MT,True,attack,Not fleeing,False,-113.991,46.877,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,9,2019,3,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Missoula, MT","Missoula, MT Metro Area",117922.0,6004.0,105722.0,6196.0,102938.283,1093.567,1984.067,1220.45,4457.483,224.15,2208.217
768,3705,2020-01-15,shot,gun,35,M,White,Missoula,MT,False,other,Not fleeing,False,-114.017,46.885,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,1,2020,1,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Missoula, MT","Missoula, MT Metro Area",117922.0,6004.0,105722.0,6196.0,102938.283,1093.567,1984.067,1220.45,4457.483,224.15,2208.217
769,3712,2020-11-07,tasered and shot,knife,34,M,White,Missoula,MT,False,attack,unknown,False,-114.035,46.874,True,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,11,2020,4,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Missoula, MT","Missoula, MT Metro Area",117922.0,6004.0,105722.0,6196.0,102938.283,1093.567,1984.067,1220.45,4457.483,224.15,2208.217
770,3719,2021-08-29,shot,machete,31,M,Black,Missoula,MT,False,other,unknown,False,-114.337,47.016,True,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,8,2021,3,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Missoula, MT","Missoula, MT Metro Area",117922.0,6004.0,105722.0,6196.0,102938.283,1093.567,1984.067,1220.45,4457.483,224.15,2208.217
771,3699,2019-01-03,shot,gun,31,M,White,Bozeman,MT,False,other,Not fleeing,False,-111.056,45.647,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,1,2019,1,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Bozeman, MT","Bozeman, MT Micro Area",118960.0,5895.0,107447.0,5618.0,106734.233,774.0,1998.9,1479.9,1920.4,157.567,2156.467
772,3715,2021-02-26,shot,piece of wood,41,M,White,Kalispell,MT,False,attack,Foot,False,-114.288,48.165,True,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,other weapon,1,2,2021,1,Montana,1030475,1040859,1052482,1060665,1068778,1086193,1104271,"Kalispell, MT","Kalispell, MT Micro Area",104357.0,3329.0,95855.0,5173.0,95942.417,467.417,1099.333,1111.917,2250.0,156.917,1256.25
773,3728,2015-01-08,shot,shovel,42,M,White,Salt Lake City,UT,False,attack,Not fleeing,True,-111.872,40.772,True,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,other weapon,1,1,2015,1,Utah,2981835,3041868,3101042,3153550,3205958,3281684,3337975,"Salt Lake City, UT","Salt Lake City, UT Metro Area",1257936.0,241610.0,967577.0,48749.0,881574.167,26676.917,58798.667,11083.167,12801.85,25391.233,84189.9
774,3737,2015-09-23,shot,knife,48,M,Other,Salt Lake City,UT,False,attack,Not fleeing,False,-111.884,40.742,True,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,9,2015,3,Utah,2981835,3041868,3101042,3153550,3205958,3281684,3337975,"Salt Lake City, UT","Salt Lake City, UT Metro Area",1257936.0,241610.0,967577.0,48749.0,881574.167,26676.917,58798.667,11083.167,12801.85,25391.233,84189.9
775,3738,2016-01-17,shot,gun,31,M,White,Salt Lake City,UT,False,attack,Foot,True,-111.813,40.675,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,1,2016,1,Utah,2981835,3041868,3101042,3153550,3205958,3281684,3337975,"Salt Lake City, UT","Salt Lake City, UT Metro Area",1257936.0,241610.0,967577.0,48749.0,881574.167,26676.917,58798.667,11083.167,12801.85,25391.233,84189.9
776,3750,2017-08-13,shot,knife,50,M,Black,Salt Lake City,UT,False,other,Foot,True,-111.888,40.747,True,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,8,2017,3,Utah,2981835,3041868,3101042,3153550,3205958,3281684,3337975,"Salt Lake City, UT","Salt Lake City, UT Metro Area",1257936.0,241610.0,967577.0,48749.0,881574.167,26676.917,58798.667,11083.167,12801.85,25391.233,84189.9
777,3751,2017-09-28,shot,baton,39,M,White,Salt Lake City,UT,False,other,Not fleeing,False,-111.877,40.763,True,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,9,2017,3,Utah,2981835,3041868,3101042,3153550,3205958,3281684,3337975,"Salt Lake City, UT","Salt Lake City, UT Metro Area",1257936.0,241610.0,967577.0,48749.0,881574.167,26676.917,58798.667,11083.167,12801.85,25391.233,84189.9
778,3763,2018-10-18,shot,vehicle,23,M,White,Salt Lake City,UT,False,other,Car,False,-111.878,40.763,True,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,1,10,2018,4,Utah,2981835,3041868,3101042,3153550,3205958,3281684,3337975,"Salt Lake City, UT","Salt Lake City, UT Metro Area",1257936.0,241610.0,967577.0,48749.0,881574.167,26676.917,58798.667,11083.167,12801.85,25391.233,84189.9
779,3766,2018-11-09,shot,unarmed,30,M,White,Salt Lake City,UT,False,undetermined,Car,True,-111.946,40.787,True,25-29,25-29,25-34,25-29,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,1,11,2018,4,Utah,2981835,3041868,3101042,3153550,3205958,3281684,3337975,"Salt Lake City, UT","Salt Lake City, UT Metro Area",1257936.0,241610.0,967577.0,48749.0,881574.167,26676.917,58798.667,11083.167,12801.85,25391.233,84189.9
780,3771,2019-04-08,shot,gun,37,M,Black,Salt Lake City,UT,False,attack,Car,False,-111.887,40.7,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,4,2019,2,Utah,2981835,3041868,3101042,3153550,3205958,3281684,3337975,"Salt Lake City, UT","Salt Lake City, UT Metro Area",1257936.0,241610.0,967577.0,48749.0,881574.167,26676.917,58798.667,11083.167,12801.85,25391.233,84189.9
