,Unnamed: 0,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned_11_18,age_binned_11_15,age_binned_7,age_binned_to_60,age_binned_7_diff,armed_3,armed_4_toy,armed_4,armed_5_toy,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021,city/state,Location,Total Population,Hispanic or Latino,Population of one race:,Population of two or more races:,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Asian/NHPI Alone and in Combination
263,1596,2016-11-11,shot,Unknown,24,M,White,Grand Junction,CO,False,attack,Car,False,-108.558,39.064,True,18-24,20-24,18-24,18-24,18-29,,,,,,1,11,2016,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Grand Junction, CO","Grand Junction, CO Metro Area",155703.0,23278.0,125392.0,7033.0,124147.95,1425.283,2160.367,1899.583,2473.533,318.283,2478.65
264,1649,2018-05-27,shot,gun,67,M,White,Grand Junction,CO,False,attack,Not fleeing,False,-108.511,39.077,True,Over 65,Over 65,Over 65,Over 60,60-70,armed,armed,gun,gun,gun,1,5,2018,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Grand Junction, CO","Grand Junction, CO Metro Area",155703.0,23278.0,125392.0,7033.0,124147.95,1425.283,2160.367,1899.583,2473.533,318.283,2478.65
265,1730,2020-05-09,shot,knife,33,F,White,Grand Junction,CO,True,other,unknown,False,-108.515,39.03,True,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,5,2020,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Grand Junction, CO","Grand Junction, CO Metro Area",155703.0,23278.0,125392.0,7033.0,124147.95,1425.283,2160.367,1899.583,2473.533,318.283,2478.65
266,1774,2021-06-25,shot,gun,34,M,None,Grand Junction,CO,False,attack,unknown,False,-108.563,39.09,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,6,2021,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Grand Junction, CO","Grand Junction, CO Metro Area",155703.0,23278.0,125392.0,7033.0,124147.95,1425.283,2160.367,1899.583,2473.533,318.283,2478.65
267,1551,2015-06-19,shot,gun,50,M,Hispanic,Greeley,CO,False,attack,Not fleeing,False,-104.704,40.427,True,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,6,2015,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Greeley, CO","Greeley, CO Metro Area",328981.0,98462.0,218652.0,11867.0,211544.4,5040.4,6985.817,2823.0,3584.4,540.983,7526.8
268,1579,2016-05-11,shot,gun,24,M,Black,Greeley,CO,False,attack,Car,False,-104.691,40.385,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,5,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Greeley, CO","Greeley, CO Metro Area",328981.0,98462.0,218652.0,11867.0,211544.4,5040.4,6985.817,2823.0,3584.4,540.983,7526.8
269,1620,2017-10-28,shot,gun and car,40,M,Hispanic,Greeley,CO,False,attack,Car,False,-104.722,40.434,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,10,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Greeley, CO","Greeley, CO Metro Area",328981.0,98462.0,218652.0,11867.0,211544.4,5040.4,6985.817,2823.0,3584.4,540.983,7526.8
270,1627,2017-12-21,shot,gun,26,M,Hispanic,Greeley,CO,True,other,Foot,False,-104.803,40.378,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,12,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Greeley, CO","Greeley, CO Metro Area",328981.0,98462.0,218652.0,11867.0,211544.4,5040.4,6985.817,2823.0,3584.4,540.983,7526.8
271,1646,2018-05-08,shot,knife,45,M,Hispanic,Greeley,CO,False,other,Foot,False,-104.745,40.427,True,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,5,2018,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Greeley, CO","Greeley, CO Metro Area",328981.0,98462.0,218652.0,11867.0,211544.4,5040.4,6985.817,2823.0,3584.4,540.983,7526.8
272,1719,2020-02-26,shot,gun,30,M,Hispanic,Greeley,CO,False,other,Not fleeing,False,-104.703,40.433,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,2,2020,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Greeley, CO","Greeley, CO Metro Area",328981.0,98462.0,218652.0,11867.0,211544.4,5040.4,6985.817,2823.0,3584.4,540.983,7526.8
273,1754,2021-01-19,shot,gun,32,M,White,Greeley,CO,False,other,Other,False,-104.716,40.385,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,1,2021,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Greeley, CO","Greeley, CO Metro Area",328981.0,98462.0,218652.0,11867.0,211544.4,5040.4,6985.817,2823.0,3584.4,540.983,7526.8
274,1553,2015-07-18,shot,knife,22,M,White,Fort Collins,CO,True,attack,Not fleeing,False,-105.1,40.565,True,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,7,2015,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Fort Collins, CO","Fort Collins, CO Metro Area",359066.0,44662.0,297973.0,16431.0,290452.017,4751.433,10395.767,3948.567,4308.267,547.95,10943.717
275,1568,2016-01-30,shot,pair of scissors,38,M,Hispanic,Fort Collins,CO,False,other,Not fleeing,False,-105.032,40.592,True,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,1,2016,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Fort Collins, CO","Fort Collins, CO Metro Area",359066.0,44662.0,297973.0,16431.0,290452.017,4751.433,10395.767,3948.567,4308.267,547.95,10943.717
276,1586,2016-08-25,tasered and shot,knife,63,M,None,Fort Collins,CO,False,other,Not fleeing,True,-105.077,40.599,True,60-65,60-65,55-65,Over 60,60-70,armed,armed,other weapon,other weapon,knife/cutting instrument,1,8,2016,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Fort Collins, CO","Fort Collins, CO Metro Area",359066.0,44662.0,297973.0,16431.0,290452.017,4751.433,10395.767,3948.567,4308.267,547.95,10943.717
277,1610,2017-07-01,shot,knife,19,M,Asian,Fort Collins,CO,True,other,Not fleeing,True,-105.087,40.567,True,18-24,15-19,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,7,2017,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Fort Collins, CO","Fort Collins, CO Metro Area",359066.0,44662.0,297973.0,16431.0,290452.017,4751.433,10395.767,3948.567,4308.267,547.95,10943.717
278,1554,2015-07-27,tasered and shot,hammer,22,M,White,Boulder,CO,False,other,Not fleeing,False,-105.271,40.018,True,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,1,7,2015,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Boulder, CO","Boulder, CO Metro Area",330758.0,48168.0,267816.0,14774.0,252303.833,4219.417,18899.5,3860.833,2886.583,419.833,19319.333
279,1580,2016-05-22,shot,gun,28,M,White,Boulder,CO,True,attack,Not fleeing,False,-105.282,40.027,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,5,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Boulder, CO","Boulder, CO Metro Area",330758.0,48168.0,267816.0,14774.0,252303.833,4219.417,18899.5,3860.833,2886.583,419.833,19319.333
280,1591,2016-09-10,shot,gun,37,M,White,Boulder,CO,False,attack,Not fleeing,True,-105.103,40.116,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,9,2016,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Boulder, CO","Boulder, CO Metro Area",330758.0,48168.0,267816.0,14774.0,252303.833,4219.417,18899.5,3860.833,2886.583,419.833,19319.333
281,1593,2016-10-05,shot,machete,28,M,White,Boulder,CO,True,other,Not fleeing,False,-105.264,40.011,True,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,10,2016,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Boulder, CO","Boulder, CO Metro Area",330758.0,48168.0,267816.0,14774.0,252303.833,4219.417,18899.5,3860.833,2886.583,419.833,19319.333
282,1558,2015-10-31,shot,gun,33,M,White,Colorado Springs,CO,False,attack,Not fleeing,False,-104.818,38.838,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,10,2015,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
283,1560,2015-11-10,shot,toy weapon,63,M,White,Colorado Springs,CO,True,attack,Not fleeing,False,-104.878,38.909,True,60-65,60-65,55-65,Over 60,60-70,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,11,2015,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
284,1583,2016-06-22,shot,gun,25,M,White,Colorado Springs,CO,False,attack,Not fleeing,False,-104.767,38.795,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,6,2016,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
285,1594,2016-10-23,shot,gun,40,M,Black,Colorado Springs,CO,False,attack,Not fleeing,False,-104.794,38.837,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,10,2016,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
286,1601,2017-02-21,shot,gun,39,M,Hispanic,Colorado Springs,CO,False,other,Other,False,-104.776,38.854,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,2,2017,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
287,1613,2017-08-14,shot,toy weapon,45,M,White,Colorado Springs,CO,False,attack,Foot,False,-104.771,38.836,True,40-44,40-44,35-44,40-44,40-49,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,8,2017,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
288,1624,2017-12-02,shot,gun,33,M,White,Colorado Springs,CO,False,attack,Not fleeing,False,-104.822,38.813,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,12,2017,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
289,1633,2018-02-05,shot,gun,19,M,Hispanic,Colorado Springs,CO,False,attack,Not fleeing,False,-104.75,38.847,True,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,2,2018,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
290,1639,2018-03-12,shot,gun,31,M,White,Colorado Springs,CO,False,other,Not fleeing,False,-104.822,38.809,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,3,2018,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
291,1643,2018-04-25,shot,gun,41,M,White,Colorado Springs,CO,False,attack,Foot,False,-104.85,38.854,True,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,4,2018,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
292,1675,2019-01-12,shot,hatchet,48,M,White,Colorado Springs,CO,False,other,Not fleeing,False,-104.834,38.814,True,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,1,2019,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
293,1686,2019-04-20,shot,gun,29,M,Hispanic,Colorado Springs,CO,False,attack,Not fleeing,True,-104.844,38.893,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,4,2019,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
294,1687,2019-04-24,shot,knife,29,M,White,Colorado Springs,CO,False,attack,Not fleeing,False,-104.77,38.796,True,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,4,2019,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
295,1695,2019-07-23,shot,gun,38,M,Hispanic,Colorado Springs,CO,False,other,Car,False,-104.77,38.801,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,7,2019,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
296,1696,2019-08-03,shot,gun,19,M,Black,Colorado Springs,CO,False,other,Foot,True,-104.771,38.816,True,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,8,2019,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
297,1724,2020-04-19,shot,gun,28,M,Black,Colorado Springs,CO,False,attack,Not fleeing,False,-104.813,38.785,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,4,2020,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
298,1764,2021-04-22,tasered and shot,gun,37,M,White,Colorado Springs,CO,True,attack,Not fleeing,False,-104.845,38.897,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,4,2021,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
299,1785,2021-10-03,shot,gun,24,M,None,Colorado Springs,CO,False,attack,Foot,False,-104.766,38.816,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,10,2021,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
300,1786,2021-10-28,shot,gun,30,M,None,Colorado Springs,CO,False,attack,Foot,False,-104.819,38.81,True,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,10,2021,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
301,1790,2021-12-08,shot,knife,34,M,None,Colorado Springs,CO,False,other,Not fleeing,False,,,True,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,12,2021,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
302,1791,2021-12-10,shot,gun,34,M,None,Colorado Springs,CO,False,attack,Not fleeing,False,,,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,12,2021,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
303,1792,2021-12-22,shot,gun,34,M,None,Colorado Springs,CO,False,attack,Not fleeing,False,-104.8,38.932,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,12,2021,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
304,1800,2022-03-07,shot,gun,39,M,White,Colorado Springs,CO,False,attack,Foot,False,-104.777,38.839,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,3,2022,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
305,1810,2022-07-09,shot,unknown weapon,34,M,None,Colorado Springs,CO,False,other,unknown,False,,,True,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,1,7,2022,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Colorado Springs, CO","Colorado Springs, CO Metro Area",755105.0,131700.0,575669.0,47736.0,523023.033,47895.283,28667.283,8688.983,11059.133,4071.283,32738.566
306,1648,2018-05-25,shot,knife,31,M,White,Fort Morgan,CO,True,other,Not fleeing,False,-103.773,40.253,True,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,5,2018,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Fort Morgan, CO","Fort Morgan, CO Micro Area",29111.0,10566.0,17832.0,713.0,16889.667,987.75,197.667,159.5,298.083,12.333,210.0
307,1713,2020-01-11,shot,gun,34,M,White,Glenwood Springs,CO,False,other,Car,False,-107.324,39.549,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,1,2020,1,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Glenwood Springs, CO","Glenwood Springs, CO Micro Area",79043.0,21456.0,54885.0,2702.0,54370.783,533.617,916.617,810.5,875.533,79.95,996.567
308,1727,2020-05-03,shot,undetermined,28,M,None,Sterling,CO,False,other,Car,False,-103.207,40.625,True,25-29,25-29,25-34,25-29,18-29,undetermined,undetermined,undetermined,undetermined,undetermined,1,5,2020,2,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Sterling, CO","Sterling, CO Micro Area",21528.0,3511.0,17439.0,578.0,16609.167,796.833,165.083,128.833,294.083,23.0,188.083
309,1748,2020-10-06,shot,gun,54,M,Hispanic,Sterling,CO,False,other,Foot,False,-103.22,40.622,True,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,10,2020,4,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Sterling, CO","Sterling, CO Micro Area",21528.0,3511.0,17439.0,578.0,16609.167,796.833,165.083,128.833,294.083,23.0,188.083
310,1738,2020-07-01,shot,gun,34,M,White,Durango,CO,False,attack,Not fleeing,False,-107.876,37.29,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,7,2020,3,Colorado,5450623,5539215,5611885,5691287,5758736,5784308,5812069,"Durango, CO","Durango, CO Micro Area",55638.0,7008.0,46174.0,2456.0,43568.0,312.05,549.417,708.767,3435.083,56.683,606.1
311,1822,2015-01-17,shot,gun,21,M,Black,Muskogee,OK,False,attack,Foot,True,-95.394,35.766,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,1,2015,1,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Muskogee, OK","Muskogee, OK Micro Area",66339.0,4499.0,53865.0,7975.0,38307.917,7457.75,623.25,302.0,15082.417,66.667,689.917
312,1942,2019-03-05,tasered and shot,knife,56,M,White,Muskogee,OK,False,other,Not fleeing,False,-95.386,35.767,True,55-59,55-59,55-65,55-60,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,1,3,2019,1,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Muskogee, OK","Muskogee, OK Micro Area",66339.0,4499.0,53865.0,7975.0,38307.917,7457.75,623.25,302.0,15082.417,66.667,689.917
313,1980,2020-05-04,shot,gun,21,M,Black,Muskogee,OK,False,attack,Foot,False,-95.387,35.748,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,5,2020,2,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Muskogee, OK","Muskogee, OK Micro Area",66339.0,4499.0,53865.0,7975.0,38307.917,7457.75,623.25,302.0,15082.417,66.667,689.917
314,2004,2021-02-28,shot,gun,17,F,White,Muskogee,OK,False,attack,Other,True,-95.394,35.77,True,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,1,2,2021,1,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Muskogee, OK","Muskogee, OK Micro Area",66339.0,4499.0,53865.0,7975.0,38307.917,7457.75,623.25,302.0,15082.417,66.667,689.917
315,1823,2015-01-29,shot,unarmed,42,M,White,Stillwater,OK,False,other,Foot,False,-97.05,36.121,True,40-44,40-44,35-44,40-44,40-49,unarmed,unarmed,unarmed,unarmed,unarmed,1,1,2015,1,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Stillwater, OK","Stillwater, OK Micro Area",81646.0,5373.0,68673.0,7600.0,62554.333,3760.75,3077.417,559.417,6211.167,109.917,3187.334
316,1916,2018-03-28,shot,gun and knife,31,M,White,Stillwater,OK,True,other,Not fleeing,False,-97.063,36.134,True,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,3,2018,1,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Stillwater, OK","Stillwater, OK Micro Area",81646.0,5373.0,68673.0,7600.0,62554.333,3760.75,3077.417,559.417,6211.167,109.917,3187.334
317,1824,2015-02-06,shot,gun,25,M,Black,Oklahoma City,OK,False,attack,Not fleeing,False,-97.515,35.404,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,2,2015,1,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Oklahoma City, OK","Oklahoma City, OK Metro Area",1425695.0,212546.0,1092684.0,120465.0,900061.683,158749.183,52692.367,11046.05,88081.6,2518.117,55210.484
318,1825,2015-02-25,shot,Unknown,27,M,Black,Oklahoma City,OK,False,other,Car,False,-97.552,35.497,True,25-29,25-29,25-34,25-29,18-29,,,,,,1,2,2015,1,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Oklahoma City, OK","Oklahoma City, OK Metro Area",1425695.0,212546.0,1092684.0,120465.0,900061.683,158749.183,52692.367,11046.05,88081.6,2518.117,55210.484
319,1826,2015-03-08,shot,gun,40,M,Hispanic,Oklahoma City,OK,False,attack,Not fleeing,False,-97.583,35.426,True,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,3,2015,1,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Oklahoma City, OK","Oklahoma City, OK Metro Area",1425695.0,212546.0,1092684.0,120465.0,900061.683,158749.183,52692.367,11046.05,88081.6,2518.117,55210.484
320,1832,2015-04-12,shot,machete,83,M,White,Oklahoma City,OK,True,other,Not fleeing,False,-97.34,35.404,True,Over 65,Over 65,Over 65,Over 60,Over 70,armed,armed,other weapon,other weapon,knife/cutting instrument,1,4,2015,2,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Oklahoma City, OK","Oklahoma City, OK Metro Area",1425695.0,212546.0,1092684.0,120465.0,900061.683,158749.183,52692.367,11046.05,88081.6,2518.117,55210.484
321,1840,2015-07-04,shot,gun,42,M,Black,Oklahoma City,OK,False,attack,Foot,False,-97.444,35.414,True,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,7,2015,3,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Oklahoma City, OK","Oklahoma City, OK Metro Area",1425695.0,212546.0,1092684.0,120465.0,900061.683,158749.183,52692.367,11046.05,88081.6,2518.117,55210.484
322,1841,2015-07-06,shot,gun,20,M,White,Oklahoma City,OK,False,attack,Not fleeing,False,-97.576,35.418,True,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,7,2015,3,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Oklahoma City, OK","Oklahoma City, OK Metro Area",1425695.0,212546.0,1092684.0,120465.0,900061.683,158749.183,52692.367,11046.05,88081.6,2518.117,55210.484
323,1842,2015-07-22,tasered and shot,knife,26,M,Black,Oklahoma City,OK,False,other,Other,False,-97.489,35.495,True,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,7,2015,3,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Oklahoma City, OK","Oklahoma City, OK Metro Area",1425695.0,212546.0,1092684.0,120465.0,900061.683,158749.183,52692.367,11046.05,88081.6,2518.117,55210.484
324,1853,2016-01-04,shot,gun,22,M,Black,Oklahoma City,OK,False,attack,Foot,True,-97.52,35.512,True,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,1,2016,1,Oklahoma,3909500,3926331,3931316,3940235,3956971,3962031,3986639,"Oklahoma City, OK","Oklahoma City, OK Metro Area",1425695.0,212546.0,1092684.0,120465.0,900061.683,158749.183,52692.367,11046.05,88081.6,2518.117,55210.484
