,Total:,Hispanic or Latino,Not Hispanic or Latino:,Population of one race:,Population of two or more races:,FRACTotal,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Calc Total (Not Latino)
"Americus, GA Micro Area",100.0,5.69329391446887,94.30670608553113,92.01182565933905,2.294880426192079,2.294880426192079,44.56014694259872,47.20799402862746,1.6635921903814066,0.2622222872698533,0.5559142932412259,0.05683634341246378,94.30670608553113
"Ames, IA Metro Area",100.0,4.583559543959378,95.41644045604062,91.14664835691246,4.269792099128158,4.269792099128158,85.13717705106507,3.0054210711206206,5.295338198192444,0.7140269217258008,0.715104748826366,0.5493724651103375,95.41644045604062
"Amsterdam, NY Micro Area",100.0,14.762173948154727,85.23782605184526,80.76596947427926,4.471856577566018,4.471856577566018,79.32918719211823,2.5179015585883873,1.170455463134943,1.1677642736009046,1.0054106436243235,0.04710692077848663,85.23782605184526
"Anchorage, AK Metro Area",100.0,7.953746661043161,92.04625333895684,81.57900022092346,10.467253118033378,10.467253118033378,64.63994923781406,4.584601132734831,8.399668865859292,1.249824265429495,10.177211494045107,2.9949983430740494,92.04625333895684
"Andrews, TX Micro Area",100.0,55.88393336915637,44.11606663084363,42.14938205265986,1.9666845781837723,1.9666845781837723,40.72900053734551,1.260075228371843,0.6125738850080602,0.41106931757119824,1.0782751209027406,0.02507791509940892,44.116072004298765
"Angola, IN Micro Area",100.0,4.14403949470016,95.85596050529985,92.98388267750835,2.8720778277914913,2.8720778277914913,92.70722520691157,0.9440017424132424,0.7237781327138086,0.6656018585741251,0.7866995789167996,0.028653985770291854,95.85596050529985
"Ann Arbor, MI Metro Area",100.0,5.568987100344385,94.43101289965561,88.86605526274788,5.564957636907736,5.564957636907736,70.29390019824959,12.244241090856342,9.874692551939782,1.0968199474557967,0.8267787394763847,0.0945803716777074,94.43101289965561
"Anniston-Oxford, AL Metro Area",100.0,4.302608187837617,95.69739181216238,91.77437500536753,3.923016806794857,3.923016806794857,70.09505500639808,22.481958244948085,1.2121735471182833,0.5302110081500503,1.2391537345093224,0.1388402710385517,95.69739181216238
"Appleton, WI Metro Area",100.0,5.050442736287102,94.9495572637129,91.6174166245111,3.3321406392018,3.3321406392018,87.125805788268,1.763830111002809,3.52620719153434,0.5588319000440063,1.883750570642451,0.09113129094745154,94.94955685243906
"Arcadia, FL Micro Area",100.0,29.464916411584646,70.53508358841535,68.236402166235,2.2986814221803624,2.2986814221803624,55.89730103602544,12.761066635271956,0.6402548858017424,0.5362608900400283,0.6451612903225806,0.05503885095361432,70.53508358841535
"Ardmore, OK Micro Area",100.0,9.126554196976732,90.87344580302327,81.32556019879964,9.547885604223632,9.547885604223632,69.67838311922819,6.305410239213057,1.2924263529897333,1.5457411133467471,11.914277115685568,0.13720442311991607,90.87344236358321
"Arecibo, PR Metro Area",100.0,99.20582359541336,0.7941764045866286,0.7482006513231713,0.045975753263457486,0.045975753263457486,0.6065334829369748,0.07562299882323965,0.04743548342957227,0.05372978298349799,0.00757122136777866,0.003283982375961249,0.7941769519170246
"Arkadelphia, AR Micro Area",100.0,5.091858621654388,94.90814137834562,90.87941807330037,4.02872330504523,4.02872330504523,67.59411078989089,24.406961671174113,0.8283596008579688,0.7215797817774877,1.2639513195933973,0.0931782150517579,94.90814137834562
"Asheville, NC Metro Area",100.0,8.63469185420509,91.36530814579491,87.3758835005277,3.989424645267209,3.989424645267209,83.2356464078974,4.606586782938712,1.3470607549865143,0.7960299777192626,1.193984627357334,0.18599980810848266,91.3653083590077
"Ashland, OH Micro Area",100.0,1.6435639788739107,98.35643602112609,95.08837493088261,3.268061090243484,3.268061090243484,94.90803477796634,1.0364425038610408,0.7494861479207582,0.5116269758041452,1.0647262951169754,0.08611932045684215,98.35643602112609
"Ashtabula, OH Micro Area",100.0,4.600610818455736,95.39938918154427,90.51591612519728,4.883473056346978,4.883473056346978,88.50711562506406,4.314092893598705,0.4890472871871605,0.9293797528030008,1.1182282165330928,0.041524381495070414,95.39938815668107
"Astoria, OR Micro Area",100.0,9.368913128165174,90.63108687183484,85.13829372808726,5.492793143747566,5.492793143747566,84.25224727308141,0.8174668874172185,1.8920018504090377,1.2277220490845346,2.0512758083365794,0.39037056875730425,90.6310844370861
"Atchison, KS Micro Area",100.0,3.566185466112062,96.43381453388794,91.28333741130413,5.150477122583802,5.150477122583802,87.66617934915585,5.827930022021042,0.7182346464399315,0.7901088818204063,1.3207548323954,0.11061291901149986,96.43382065084414
"Athens, OH Micro Area",100.0,2.3225641107782993,97.6774358892217,93.7739264147619,3.9035094744598036,3.9035094744598036,88.46673447486025,5.02901923723791,2.2475484935368644,0.7458906632922746,1.1546074866652785,0.03363713539747881,97.67743749099004
"Athens, TN Micro Area",100.0,4.056235453112095,95.9437645468879,91.08979653127112,4.853968015616788,4.853968015616788,88.66156055259403,4.110982431113447,0.9575925369772506,0.518056911179518,1.632380433966514,0.06319355807493056,95.9437664239057
"Athens, TX Micro Area",100.0,13.684723067559343,86.31527693244065,82.44065733414486,3.8746195982958005,3.8746195982958005,77.16873645769932,6.1616348143639685,0.7510042604990871,0.6062483262325016,1.5508618381010346,0.0767900182592818,86.31527571515521
"Athens-Clarke County, GA Metro Area",100.0,9.05600817027598,90.94399182972403,87.38574379685723,3.558248032866792,3.558248032866792,66.87247870389713,18.357774528236195,3.943906877422649,0.8795501706009332,0.8221419121231113,0.06813963744400343,90.94399182972403
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",100.0,11.994945659268796,88.0050543407312,84.24318308520046,3.7618712555307505,3.7618712555307505,45.22650059156149,34.01857309294289,6.929198719501331,1.025270061570015,0.7295500766443643,0.07596179851112062,88.0050543407312
"Atlantic City-Hammonton, NJ Metro Area",100.0,19.565154042850793,80.43484595714921,76.93946833543386,3.495377621715343,3.495377621715343,55.72154997195248,14.909543808781425,8.265254212592977,0.8825256616666789,0.5808996335608705,0.07507266859478243,80.43484595714921
"Atmore, AL Micro Area",100.0,2.0431482438719155,97.95685175612809,94.11268601898958,3.8441657371385043,3.8441657371385043,61.619601708518104,30.46363141714503,0.4020105014010937,0.3395734145876976,5.0444350735914245,0.08760236145496096,97.95685447669831
"Auburn, IN Micro Area",100.0,2.7389344735929737,97.26106552640704,94.36033745521785,2.900728071189183,2.900728071189183,94.3851843291344,0.6647012596787242,0.6361955391193805,0.48383913093724723,0.9532347162833698,0.1379105512539004,97.26106552640704
"Auburn, NY Micro Area",100.0,3.457139859406148,96.54286014059386,91.74011121603189,4.802748924561956,4.802748924561956,89.25206825097052,4.4050768544748715,0.6550335746511384,1.043568355891302,1.0786512433113,0.10846186129472249,96.54286014059386
"Auburn-Opelika, AL Metro Area",100.0,5.24273850586257,94.75726149413744,90.98088280025941,3.7763786938780193,3.7763786938780193,64.72977083464856,23.134652578899342,5.286958867315959,0.5513243151726631,0.9491451495342658,0.10540974856664045,94.75726149413744
"Augusta-Richmond County, GA-SC Metro Area",100.0,6.196890343698854,93.80310965630115,89.53371522094926,4.269394435351883,4.269394435351883,54.02214124386252,35.314462684124386,2.575646481178396,0.713682487725041,0.9866829787234043,0.1904937806873977,93.80310965630115
"Augusta-Waterville, ME Micro Area",100.0,2.0640235518674883,97.93597644813251,93.51272221413436,4.423254233998156,4.423254233998156,93.27480386923537,1.029518286666343,1.2481600103524693,0.8744334449458921,1.4525137089338573,0.05654793678523479,97.93597725691917
"Austin, MN Micro Area",100.0,12.693297359414423,87.30670264058557,84.69859351969822,2.6081091208873564,2.6081091208873564,75.70115915960929,4.394314122261361,5.346331409727948,0.7053211421719254,0.4836068850083689,0.6759674236178771,87.30670014239678
"Austin-Round Rock-Georgetown, TX Metro Area",100.0,31.883605423735347,68.11639457626465,64.04202383230758,4.07437074395707,4.07437074395707,51.44661629669467,7.128110149423813,7.655415304827819,0.8950735557209056,0.8083932484033475,0.18278602119410292,68.11639457626465
"Bainbridge, GA Micro Area",100.0,6.507304116865869,93.49269588313412,91.28273231858888,2.209963564545238,2.209963564545238,49.59149044846256,42.056958490823035,0.7310927231245956,0.3910273436169851,0.6510709299553921,0.07105594715156469,93.49269588313412
"Bakersfield, CA Metro Area",100.0,54.898678559448335,45.10132144055167,41.95988935753683,3.1414320830148426,3.1414320830148426,32.129053545013115,5.535754452919212,5.262412907554152,0.7552246668902979,1.2053264557567624,0.21354952240069947,45.10132155053424
"Baltimore-Columbia-Towson, MD Metro Area",100.0,7.588899318336023,92.41110068166398,87.93711394932696,4.473986732337028,4.473986732337028,54.59552144306049,29.10161268548889,6.882086299573564,0.9464324962823121,0.7986478163198582,0.08679994093886118,92.41110068166398
"Bangor, ME Metro Area",100.0,1.7838487769302032,98.21615122306979,94.22400935617186,3.992141866897943,3.992141866897943,92.80415771457106,1.2773296802212892,1.4853363031294555,0.7089948028567862,1.8834440436533748,0.05688802160329568,98.21615056603527
"Baraboo, WI Micro Area",100.0,6.158478171616259,93.84152182838375,90.88241108221948,2.9591107461642565,2.9591107461642565,89.41071271079483,1.2172498213281024,0.7483949941456441,0.7174748718884479,1.6934552864072503,0.05423566443136719,93.84152334899562
"Bardstown, KY Micro Area",100.0,2.597458171081347,97.40254182891866,93.62403183704909,3.7785099918695706,3.7785099918695706,89.77758996961786,5.450419358979845,0.7625850485686165,0.49888099619153575,0.8679596901878556,0.04510890495956181,97.40254396850527
"Barnstable Town, MA Metro Area",100.0,3.4533354294398153,96.54666457056018,91.16229104438506,5.38437352617513,5.38437352617513,87.33427658125032,3.432811053468183,1.655414505056857,3.1280384810215023,0.9370613460497126,0.05906216702475152,96.54666413387135
"Barre, VT Micro Area",100.0,2.6234387279081046,97.3765612720919,92.67309846673466,4.7034628053572325,4.7034628053572325,92.09638169445049,1.3450214857792566,1.3423729663751736,1.2159947832193556,1.3099085391342151,0.06688180313341248,97.3765612720919
"Bartlesville, OK Micro Area",100.0,6.405490420360309,93.59450957963969,81.64903250405109,11.945477075588599,11.945477075588599,72.72074540081975,3.4315127251930226,2.140247831474597,0.6224382804308455,14.598861881612809,0.08070346010866457,93.59450957963969
"Batavia, NY Micro Area",100.0,4.713297252860177,95.28670274713983,91.25162704665343,4.035075700486401,4.035075700486401,89.21133965883399,2.962281633212304,0.8949321778447628,0.8144361855175721,1.3657772144961295,0.03793587723504829,95.28670274713983
"Batesville, AR Micro Area",100.0,6.556901954391495,93.44309804560851,88.75726783676573,4.685830208842761,4.685830208842761,87.84316506366714,2.1245032512814936,0.887989277110616,0.668671774529515,1.8073737977503668,0.11139488126935826,93.44309804560851
"Baton Rouge, LA Metro Area",100.0,6.338842756863615,93.66115724313639,90.75788363702361,2.9032736061127835,2.9032736061127835,54.8954476899591,35.10659499706513,2.248931445985327,0.6174027561284631,0.7425086351570066,0.05027171884135548,93.66115724313639
"Battle Creek, MI Metro Area",100.0,5.52900007445462,94.47099992554539,89.07750725932544,5.393492666219939,5.393492666219939,77.26596455960092,11.893691460055097,2.993200059563696,0.8180083389174299,1.4480805598987416,0.05205643660189115,94.47100141463778
"Bay City, MI Metro Area",100.0,5.709828993991681,94.29017100600832,90.08916191649978,4.201009089508551,4.201009089508551,89.48520066245571,2.1723184024033277,0.6839922585117855,0.7341578724387614,1.195084540132491,0.019418232937914035,94.29017196887999
"Bay City, TX Micro Area",100.0,42.628602951317056,57.37139704868294,55.15928837401738,2.2121086746655636,2.2121086746655636,43.381878361605295,10.664782788580885,2.0443607778237483,0.5449813818783616,0.7006399117363121,0.03475382705833678,57.37139704868294
"Beatrice, NE Micro Area",100.0,2.9257279764098785,97.07427202359013,93.97346111315886,3.1008109104312567,3.1008109104312567,93.92692591227424,0.904132878732031,0.5654856247696277,0.5186463324732768,1.131897346111316,0.02718392922963509,97.07427202359013
"Beaumont-Port Arthur, TX Metro Area",100.0,17.505816658911122,82.49418334108888,79.6649604467194,2.829222894369474,2.829222894369474,53.564318539106814,24.360876083156214,3.0525783205262034,0.6017883868046734,0.8647390992667866,0.0498829122281891,82.49418334108888
"Beaver Dam, WI Micro Area",100.0,6.1412143720076955,93.8587856279923,91.32735245424851,2.5314331737437916,2.5314331737437916,88.29897310841648,3.295262651572777,0.7210423285158172,0.5899782988053157,0.9322754933106627,0.021253747371247037,93.8587856279923
"Beckley, WV Metro Area",100.0,1.4963633677734427,98.50363663222656,94.46814796791769,4.035488664308866,4.035488664308866,88.66351202217608,7.118081491844733,0.9305928970533286,0.6192850129041789,1.1297308805255522,0.04243432772269484,98.50363663222656
"Bedford, IN Micro Area",100.0,1.6995845459998666,98.30041545400013,95.19895136744351,3.1014640865566196,3.1014640865566196,95.30411010641842,0.6750194396925197,0.6220701606274022,0.47506831663371174,1.1895247828308637,0.03462042611806003,98.30041323232099
"Beeville, TX Micro Area",100.0,62.46014107643251,37.53985892356749,36.228943215125454,1.3109157084420393,1.3109157084420393,28.29849260798145,7.607015170547879,0.751818211099301,0.4036879569684672,0.4399233420298258,0.0389184140174574,37.539855702644374
"Bellefontaine, OH Micro Area",100.0,2.1755146262188516,97.82448537378114,93.22643553629469,4.598049837486458,4.598049837486458,92.65135427952329,2.187648970747562,0.961358613217768,0.7606002166847237,1.1948710725893823,0.0686522210184182,97.82448537378114
"Bellingham, WA Metro Area",100.0,10.061847853398987,89.93815214660101,83.76879570812045,6.169356438480562,6.169356438480562,77.9795046881819,1.4682142589498648,5.33461628322173,1.2603794628097351,3.4151137110034515,0.48032374243432796,89.93815214660101
"Bemidji, MN Micro Area",100.0,2.3968157826425545,97.60318421735744,92.10651553171239,5.496668685645063,5.496668685645063,72.75677078826686,1.48935709959332,0.8522973089902224,0.8050683568400102,21.637319373539846,0.06237129012719564,97.60318421735744
"Bend, OR Metro Area",100.0,8.694445985684958,91.30555401431504,85.86351782822959,5.442036186085456,5.442036186085456,85.64344549641115,0.6529116835558604,1.8624520183805542,1.2643692655344434,1.5883492305286677,0.29402682431035093,91.30555451872102
"Bennettsville, SC Micro Area",100.0,2.1562230472119097,97.84377695278809,94.24757190535118,3.5962050474369067,3.5962050474369067,41.10386245171935,50.78873889076386,0.3974950313121086,0.31530730865864176,5.208996137548281,0.02937338283271459,97.84377320283497
"Bennington, VT Micro Area",100.0,2.514258173347257,97.48574182665274,93.41044796101427,4.075293865638471,4.075293865638471,92.73413393311377,1.4298337215840629,1.3220606742174739,0.9059174766380166,1.060548370685731,0.033247650413687845,97.48574182665274
"Berlin, NH Micro Area",100.0,2.149162082640399,97.8508379173596,94.26250479723679,3.5883331201228095,3.5883331201228095,93.30604132019957,1.7755628757835489,0.8096136625303825,0.6468817960854548,1.285445183574261,0.027289881028527564,97.85083471920174
"Big Rapids, MI Micro Area",100.0,2.5834718235382987,97.4165281764617,92.98232361383894,4.434204562622752,4.434204562622752,91.5468524953417,2.5177947323362035,0.9847484514277081,0.8538122576421414,1.470514176360981,0.04280606335297377,97.4165281764617
"Big Spring, TX Micro Area",100.0,46.39701663798049,53.60298336201951,51.25932300631095,2.3436603557085487,2.3436603557085487,46.080034423407916,4.683017785427424,1.2342226047045324,0.34590648307515776,1.214859437751004,0.044942627653471026,53.60298336201951
"Big Stone Gap, VA Micro Area",100.0,1.3386242057412663,98.66137579425873,95.68526006479644,2.9761157294622897,2.9761157294622897,91.36105934651029,5.288946932214883,0.5403470879272673,0.4976517567873019,0.9197905417284075,0.05357761760052238,98.66137328276866
"Billings, MT Metro Area",100.0,5.780080036054233,94.21991996394577,89.24237241199563,4.977547551950132,4.977547551950132,86.1154549946516,1.0370115167212368,1.057735642107435,0.958369306118903,4.844561186314595,0.20678677504656104,94.21991942096032
"Binghamton, NY Metro Area",100.0,4.6136166837960975,95.3863833162039,90.48750091042251,4.898882405781385,4.898882405781385,83.34545881248533,5.645246785196934,4.24786961131028,1.092554362340069,0.9812533887949244,0.0740003560763622,95.3863833162039
"Birmingham-Hoover, AL Metro Area",100.0,5.8119464999654795,94.18805350003451,90.99704202229198,3.1910114777425407,3.1910114777425407,60.8958828608549,29.793047631600416,1.9382838887499116,0.5518360711887234,0.9444637219590617,0.06453932568150497,94.18805350003451
"Bismarck, ND Metro Area",100.0,3.3107329411940793,96.68926705880591,93.3710505440558,3.3182165147501235,3.3182165147501235,87.56419633903582,2.3316570128567795,1.1466331402571357,0.4843368805471989,4.843867959828177,0.3185757262808136,96.68926705880591
"Blackfoot, ID Micro Area",100.0,17.359143190531757,82.64085680946825,79.82997166194366,2.8108851475245875,2.8108851475245875,74.13562052008669,0.38964827471245206,0.6829263210535089,0.5584264044007334,6.71622353725621,0.15801175195865977,82.64085680946825
"Blacksburg-Christiansburg, VA Metro Area",100.0,3.825024943201625,96.17497505679837,92.02238276695236,4.152592289846013,4.152592289846013,83.29891391890756,5.500617269110098,5.758814266309247,0.7201072257149382,0.8420987149743356,0.0544242628232098,96.17497565783937
"Bloomington, IL Metro Area",100.0,6.156041976204125,93.84395802379586,89.5919370122957,4.25202101150017,4.25202101150017,77.71700749909333,9.470871111527078,5.115508850334008,0.6861494905062181,0.8040660060601099,0.050354481322461016,93.8439574388432
"Bloomington, IN Metro Area",100.0,4.132539322772744,95.86746067722726,91.13630859605438,4.731152081172883,4.731152081172883,84.41977843876327,3.808507876973901,5.779179577617844,0.8087792398114743,0.984399431193686,0.06681611286706947,95.86746067722726
"Bloomsburg-Berwick, PA Metro Area",100.0,3.1702931344508403,96.82970686554916,93.93215307193802,2.8975537936111415,2.8975537936111415,91.81305287040054,1.7793019803772494,1.929349649421334,0.5526592085731871,0.7056430493706479,0.049700107406200594,96.82970686554916
"Bluefield, WV-VA Micro Area",100.0,1.1959045908821677,98.80409540911783,95.19945845829847,3.6046369508193643,3.6046369508193643,91.4758891719865,5.158826847681994,0.5865921420042685,0.51129904196008,1.0316087361206434,0.03987946936434662,98.80409540911783
"Bluffton, IN Micro Area",100.0,3.6160397444996453,96.38396025550036,93.84315117104329,2.5408090844570617,2.5408090844570617,93.47320794889993,1.0672462739531583,0.5787189496096522,0.43707239176721074,0.788679914833215,0.0390347764371895,96.38396025550036
"Blytheville, AR Micro Area",100.0,4.3529556347548235,95.64704436524518,92.2256359837778,3.421408381467371,3.421408381467371,57.67223792552538,35.86649379378149,0.6690426447093523,0.5508590389578468,0.8731719306869853,0.01523903158412191,95.64704436524518
"Bogalusa, LA Micro Area",100.0,3.1014231352968347,96.89857686470317,93.9687218177419,2.929855046961265,2.929855046961265,66.42284275124827,28.606376613949802,0.42008446428964213,0.4847898290917889,0.9485361722719574,0.015947033851703585,96.89857686470317
"Boise City, ID Metro Area",100.0,14.299388794300643,85.70061120569935,80.9617401447331,4.7388710609662645,4.7388710609662645,78.68816570291271,1.5153647488355184,2.693685776979226,1.0508994165169383,1.381023200709281,0.37147249051284265,85.70061133646652
"Bonham, TX Micro Area",100.0,11.82771577589591,88.17228422410409,83.63804609948964,4.534238124614435,4.534238124614435,78.02305815714206,6.628904716504963,0.5984437216084348,0.63162469855869,2.2227216645168526,0.06753126577309179,88.17228422410409
"Boone, NC Micro Area",100.0,6.510002588470214,93.48999741152979,89.77554265429131,3.7144547572384723,3.7144547572384723,84.85939060015532,4.294950634175203,2.110928891025404,1.154581592278963,0.9012812927559812,0.1688662500462227,93.48999926043707
"Borger, TX Micro Area",100.0,24.06266673133822,75.93733326866179,70.96570791094727,4.971625357714507,4.971625357714507,69.2551438133579,2.519765242275792,0.6782412572149197,0.6281224232429548,2.8293786680894404,0.02667701411456565,75.93732841829558
"Boston-Cambridge-Newton, MA-NH Metro Area",100.0,11.75425446492171,88.24574553507829,83.6221110758551,4.623634459223188,4.623634459223188,68.46196054258998,7.649063447055547,9.1559148273283,2.5086071362659137,0.4141229658541956,0.05607661598435496,88.24574553507829
"Boulder, CO Metro Area",100.0,14.562913066350625,85.43708693364937,80.97037713373524,4.4667097999141365,4.4667097999141365,76.28049298883171,1.275681011494809,5.713996335689537,1.1672682142230877,0.8727175155249458,0.12693056554943494,85.43708663131353
"Bowling Green, KY Metro Area",100.0,5.991460651640234,94.00853934835976,90.0745383797505,3.9340009686092663,3.9340009686092663,79.53529968436698,8.060517482283915,4.380730242319318,0.6792327946604022,0.9340956028479339,0.41866354188121735,94.00853934835976
"Bozeman, MT Micro Area",100.0,4.955447209145931,95.04455279085407,90.32195696032281,4.722595830531271,4.722595830531271,89.72279169468729,0.6506388702084734,1.680312710154674,1.2440316072629456,1.614324142568931,0.13245376597175523,95.04455279085407
"Bradford, PA Micro Area",100.0,1.5878512069647803,98.41214879303521,94.52661258409181,3.885536208943411,3.885536208943411,93.36643500197863,2.3879600316580927,0.6304832805698457,0.8726577958053029,1.1181316778789079,0.03648100514444005,98.41214879303521
"Brainerd, MN Micro Area",100.0,1.3910114462152636,98.60898855378474,94.83308902265331,3.7758995311314187,3.7758995311314187,91.1472029026188,0.7607418727713148,0.6605921675035608,0.9118329538720644,5.0799290979217995,0.048688519477279105,98.60898751416481
"Branson, MO Micro Area",100.0,7.721257089858382,92.27874291014162,86.84229301180751,5.436449898334106,5.436449898334106,85.4687636000428,1.8658063710626762,1.3999875147148004,0.8165965112545928,2.314384832162095,0.4132040809046481,92.27874291014162
