,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,age_binned_11_18,age_binned_11_15,age_binned_7,age_binned_to_60,age_binned_7_diff,armed_3,armed_4_toy,armed_4,armed_5_toy,armed_7,state_name,PopEstimate2020,PopEstimate2021,city/state
3950,2022-04-03,shot,gun,20,M,None,Wynne,AR,FALSE,attack,Car,FALSE,-90.742,35.242,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,Arkansas,3012232,3025891,"Wynne, AR"
3951,2022-05-08,shot,undetermined,37,M,None,Springdale,AR,FALSE,attack,unknown,FALSE,-94.144,36.159,35-39,35-39,35-44,35-39,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,Arkansas,3012232,3025891,"Springdale, AR"
3952,2022-05-19,shot,gun,40,M,None,Polk County,AR,FALSE,attack,unknown,FALSE,-92.288,34.744,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Arkansas,3012232,3025891,"Polk County, AR"
3953,2022-06-04,shot,gun,45,M,Black,Jonesboro,AR,FALSE,attack,Car,FALSE,-90.705,35.836,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Arkansas,3012232,3025891,"Jonesboro, AR"
3954,2022-06-26,shot,gun,66,M,None,North Little Rock,AR,FALSE,attack,Not fleeing,FALSE,,,60-65,60-65,55-65,Over 60,60-70,armed,armed,gun,gun,gun,Arkansas,3012232,3025891,"North Little Rock, AR"
3955,2022-07-24,shot,undetermined,42,M,None,Benton,AR,FALSE,undetermined,Car,FALSE,-92.566,34.542,40-44,40-44,35-44,40-44,40-49,undetermined,undetermined,undetermined,undetermined,undetermined,Arkansas,3012232,3025891,"Benton, AR"
3956,2022-08-08,shot,gun,40,M,None,Lawrence County,AR,FALSE,attack,Not fleeing,FALSE,-91.073,36.084,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Arkansas,3012232,3025891,"Lawrence County, AR"
3957,2022-10-18,shot,gun,37,M,None,Paragould,AR,FALSE,attack,unknown,FALSE,-90.549,36.061,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Arkansas,3012232,3025891,"Paragould, AR"
3958,2015-01-11,shot,gun,39,M,White,Arcola,IL,TRUE,attack,Not fleeing,FALSE,-88.304,39.692,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Arcola, IL"
3959,2015-03-02,shot,gun,20,M,Black,Joilet,IL,FALSE,other,Foot,FALSE,-88.074,41.522,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Joilet, IL"
3960,2015-04-02,shot,gun,32,M,Black,Rock Island,IL,FALSE,attack,Foot,FALSE,-90.582,41.5,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Rock Island, IL"
3961,2015-04-02,tasered and shot,gun,63,M,White,Metropolis,IL,TRUE,attack,Not fleeing,FALSE,-88.677,37.176,60-65,60-65,55-65,Over 60,60-70,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Metropolis, IL"
3962,2015-04-04,shot,gun,17,M,Black,Zion,IL,FALSE,attack,Foot,FALSE,-87.845,42.452,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Zion, IL"
3963,2015-04-13,shot,gun,27,M,Hispanic,Alton,IL,FALSE,attack,Not fleeing,FALSE,-90.135,38.892,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Alton, IL"
3964,2015-04-17,shot,gun,18,M,Black,Chicago,IL,FALSE,attack,Foot,FALSE,-87.572,41.761,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
3965,2015-04-28,shot,gun,27,M,White,Marion,IL,TRUE,attack,Not fleeing,FALSE,-88.941,37.731,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Marion, IL"
3966,2015-05-15,shot,gun,41,M,White,Rockford,IL,TRUE,attack,Not fleeing,FALSE,-89.069,42.25,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Rockford, IL"
3967,2015-05-16,shot,gun,45,M,Black,Harvey,IL,FALSE,attack,Foot,FALSE,-87.634,41.603,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Harvey, IL"
3968,2015-06-20,shot,gun,23,M,Black,Chicago,IL,FALSE,attack,Foot,FALSE,-87.573,41.766,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
3969,2015-07-09,shot,gun,27,M,Black,Chicago,IL,FALSE,attack,Foot,FALSE,-87.608,41.759,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
3970,2015-07-10,shot,gun,25,M,Black,Chicago,IL,FALSE,attack,Not fleeing,FALSE,-87.608,41.702,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
3971,2015-07-12,shot,gun,24,M,White,River Forest,IL,FALSE,attack,Not fleeing,FALSE,-87.815,41.881,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"River Forest, IL"
3972,2015-08-04,shot,metal pipe,31,M,Black,Rantoul,IL,TRUE,other,Not fleeing,TRUE,-88.175,40.308,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,Illinois,12785245,12671469,"Rantoul, IL"
3973,2015-08-29,shot,unarmed,29,M,Hispanic,Chicago,IL,FALSE,undetermined,Car,FALSE,-87.671,41.851,25-29,25-29,25-34,25-29,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,Illinois,12785245,12671469,"Chicago, IL"
3974,2015-09-25,tasered and shot,box cutter,33,M,Black,Chicago,IL,FALSE,other,Not fleeing,FALSE,-87.717,41.897,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,Illinois,12785245,12671469,"Chicago, IL"
3975,2015-10-04,shot,gun,31,M,Black,Chicago,IL,FALSE,attack,Not fleeing,FALSE,-87.713,41.867,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
3976,2015-10-10,tasered and shot,unknown weapon,35,M,Hispanic,Lisle,IL,FALSE,undetermined,Not fleeing,FALSE,-88.093,41.805,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,Illinois,12785245,12671469,"Lisle, IL"
3977,2015-12-26,shot,unarmed,55,F,Black,Chicago,IL,FALSE,other,unknown,FALSE,-87.744,41.893,50-54,50-54,45-54,50-54,50-59,unarmed,unarmed,unarmed,unarmed,unarmed,Illinois,12785245,12671469,"Chicago, IL"
3978,2015-12-26,shot,baseball bat,19,M,Black,Chicago,IL,TRUE,undetermined,Not fleeing,FALSE,-87.744,41.893,18-24,15-19,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,Illinois,12785245,12671469,"Chicago, IL"
3979,2016-01-06,shot,toy weapon,38,M,White,Zion,IL,TRUE,other,Foot,FALSE,-87.834,42.456,35-39,35-39,35-44,35-39,30-39,unarmed,toy weapon,unarmed,toy weapon,toy weapon,Illinois,12785245,12671469,"Zion, IL"
3980,2016-01-14,shot,gun,40,M,White,Hurst,IL,TRUE,attack,Not fleeing,FALSE,-89.143,37.831,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Hurst, IL"
3981,2016-01-30,shot,gun,29,M,Black,Chicago,IL,FALSE,attack,Not fleeing,FALSE,-87.666,41.761,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
3982,2016-03-11,shot,knife,46,M,White,Clinton,IL,TRUE,other,Not fleeing,FALSE,-88.956,40.145,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,Illinois,12785245,12671469,"Clinton, IL"
3983,2016-03-14,shot,gun,29,M,Black,Chicago,IL,FALSE,attack,Foot,FALSE,-87.718,41.871,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
3984,2016-03-19,shot,gun,21,M,Black,Chicago,IL,FALSE,attack,Foot,FALSE,-87.793,41.992,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
3985,2016-04-11,shot,gun,16,M,Black,Chicago,IL,FALSE,attack,Foot,FALSE,-87.711,41.867,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
3986,2016-04-12,shot,gun,38,M,Hispanic,Benton,IL,FALSE,attack,Car,FALSE,-88.935,37.957,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Benton, IL"
3987,2016-04-16,shot,gun,53,M,White,Antioch,IL,FALSE,attack,Not fleeing,FALSE,-88.144,42.473,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Antioch, IL"
3988,2016-05-09,shot,gun,26,M,White,Chicago,IL,FALSE,other,Foot,FALSE,-87.726,41.804,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
3989,2016-05-15,shot,gun,35,M,White,Shawnee National Forest,IL,FALSE,attack,Foot,FALSE,-88.4,37.547,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Shawnee National Forest, IL"
3990,2016-05-26,shot,gun,43,M,White,Lansing,IL,FALSE,attack,Foot,FALSE,-87.559,41.586,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Lansing, IL"
3991,2016-05-26,shot,undetermined,21,M,Black,Washington Park,IL,FALSE,undetermined,Foot,FALSE,-90.097,38.632,18-24,20-24,18-24,18-24,18-29,undetermined,undetermined,undetermined,undetermined,undetermined,Illinois,12785245,12671469,"Washington Park, IL"
3992,2016-06-23,shot,gun,31,M,Black,Belleville,IL,FALSE,attack,Foot,FALSE,-90.008,38.547,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Belleville, IL"
3993,2016-06-26,shot,gun,30,M,Black,Dolton,IL,FALSE,attack,Not fleeing,FALSE,-87.581,41.622,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Dolton, IL"
3994,2016-07-11,shot,gun,41,M,Black,East St. Louis,IL,FALSE,attack,Not fleeing,FALSE,-90.141,38.62,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"East St. Louis, IL"
3995,2016-07-21,shot,gun,50,M,Black,Chicago,IL,FALSE,attack,Not fleeing,FALSE,-87.62,41.858,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
3996,2016-07-28,shot,unarmed,18,M,Black,Chicago,IL,FALSE,other,Car,TRUE,,,Under 18,15-19,Under 18,Under 18,Under 18,unarmed,unarmed,unarmed,unarmed,unarmed,Illinois,12785245,12671469,"Chicago, IL"
3997,2016-09-02,shot,glass shard,22,M,White,Round Lake,IL,FALSE,other,Not fleeing,FALSE,-88.088,42.349,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,Illinois,12785245,12671469,"Round Lake, IL"
3998,2016-09-03,shot,gun,36,M,White,Metropolis,IL,FALSE,attack,Other,FALSE,-88.732,37.151,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Metropolis, IL"
3999,2016-10-02,shot,unknown weapon,36,M,Black,Markham,IL,FALSE,other,Not fleeing,FALSE,-87.667,41.594,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,Illinois,12785245,12671469,"Markham, IL"
4000,2016-11-18,shot,gun,26,M,Black,Chicago,IL,FALSE,attack,Not fleeing,FALSE,-87.674,41.769,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4001,2016-11-23,shot,gun,19,M,Black,Chicago,IL,FALSE,other,Foot,TRUE,-87.666,41.776,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4002,2016-11-25,shot,gun,37,M,Black,Chicago,IL,FALSE,attack,unknown,FALSE,-87.716,41.874,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4003,2016-11-27,shot,gun,33,M,Black,Chicago,IL,FALSE,attack,Foot,FALSE,-87.741,41.878,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4004,2016-12-27,shot,knife,41,M,Hispanic,North Riverside,IL,FALSE,attack,Not fleeing,FALSE,-87.806,41.849,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,Illinois,12785245,12671469,"North Riverside, IL"
4005,2017-01-01,shot,knife,17,M,Black,Villa Park,IL,TRUE,other,Not fleeing,FALSE,-87.978,41.856,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,other weapon,other weapon,knife/cutting instrument,Illinois,12785245,12671469,"Villa Park, IL"
4006,2017-01-15,shot,gun,34,M,Black,Chicago,IL,FALSE,attack,Foot,FALSE,-87.709,41.88,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4007,2017-01-23,shot,unarmed,27,M,White,Springfield,IL,TRUE,attack,Not fleeing,TRUE,-89.662,39.808,25-29,25-29,25-34,25-29,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,Illinois,12785245,12671469,"Springfield, IL"
4008,2017-02-03,shot,Unknown,26,M,Hispanic,Forest Park,IL,FALSE,other,Car,FALSE,-87.805,41.876,25-29,25-29,25-34,25-29,18-29,,,,,,Illinois,12785245,12671469,"Forest Park, IL"
4009,2017-02-08,shot,unarmed,25,M,Black,Chicago,IL,FALSE,other,Foot,FALSE,-87.64,41.879,18-24,20-24,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,Illinois,12785245,12671469,"Chicago, IL"
4010,2017-02-10,tasered and shot,knife,55,F,White,Chicago,IL,TRUE,attack,Not fleeing,FALSE,-87.689,41.952,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,Illinois,12785245,12671469,"Chicago, IL"
4011,2017-03-29,shot,gun,41,M,White,Stockton,IL,FALSE,attack,Car,FALSE,-90.014,42.35,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Stockton, IL"
4012,2017-06-02,shot,gun,17,M,Black,Chicago,IL,FALSE,attack,Not fleeing,FALSE,-87.624,41.76,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4013,2017-06-09,shot,gun,44,M,Hispanic,Lyons,IL,FALSE,attack,Car,FALSE,-87.821,41.82,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Lyons, IL"
4014,2017-06-13,shot,gun,24,M,White,Jerseyville,IL,FALSE,attack,Foot,FALSE,-90.319,39.12,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Jerseyville, IL"
4015,2017-07-01,shot,gun,37,M,Black,Lawndale,IL,FALSE,other,Not fleeing,TRUE,-87.734,41.851,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Lawndale, IL"
4016,2017-07-04,shot,gun,39,M,White,Belleville,IL,TRUE,attack,Not fleeing,FALSE,-90.014,38.517,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Belleville, IL"
4017,2017-07-05,shot,chainsaw,53,M,White,Maeystown,IL,FALSE,other,Not fleeing,FALSE,-90.23,38.23,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,Illinois,12785245,12671469,"Maeystown, IL"
4018,2017-07-09,shot,gun,24,M,Hispanic,Chicago,IL,FALSE,attack,Foot,FALSE,-87.752,41.933,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4019,2017-08-08,shot,gun,17,M,Black,Dalton,IL,FALSE,other,Other,FALSE,-87.587,41.659,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Dalton, IL"
4020,2017-09-10,shot,Unknown,19,M,Hispanic,Chicago,IL,FALSE,attack,Not fleeing,TRUE,-87.756,41.919,18-24,15-19,18-24,18-24,18-29,,,,,,Illinois,12785245,12671469,"Chicago, IL"
4021,2017-09-20,shot,gun,25,M,Black,Peoria,IL,TRUE,other,Not fleeing,FALSE,-89.636,40.724,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Peoria, IL"
4022,2017-11-05,shot,Unknown,49,M,Black,Rockford,IL,FALSE,undetermined,Car,FALSE,-89.025,42.264,45-49,45-49,45-54,45-49,40-49,,,,,,Illinois,12785245,12671469,"Rockford, IL"
4023,2017-11-29,shot,gun,24,M,Black,Chicago,IL,FALSE,other,unknown,TRUE,-87.616,41.784,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4024,2018-01-26,shot,Unknown,43,M,Black,Rock Falls,IL,FALSE,attack,Car,FALSE,-89.669,41.787,40-44,40-44,35-44,40-44,40-49,,,,,,Illinois,12785245,12671469,"Rock Falls, IL"
4025,2018-01-26,shot,knife,42,M,White,Alton,IL,FALSE,attack,Not fleeing,FALSE,-90.127,38.89,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,Illinois,12785245,12671469,"Alton, IL"
4026,2018-02-01,shot,gun,32,M,Black,Peoria,IL,FALSE,attack,Foot,FALSE,-89.617,40.675,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Peoria, IL"
4027,2018-03-12,shot,knife,34,F,Black,Elgin,IL,TRUE,other,Car,TRUE,-88.283,42.066,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,Illinois,12785245,12671469,"Elgin, IL"
4028,2018-03-22,shot,gun,36,M,Hispanic,Aurora,IL,FALSE,attack,Foot,FALSE,-88.312,41.757,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Aurora, IL"
4029,2018-04-20,shot,gun,18,M,White,Mackinaw,IL,FALSE,attack,Not fleeing,FALSE,-89.279,40.529,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Mackinaw, IL"
4030,2018-05-14,shot,gun,53,M,White,Quincy,IL,FALSE,other,Not fleeing,FALSE,-91.398,39.916,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Quincy, IL"
4031,2018-05-23,shot,gun,31,F,White,Gurnee,IL,FALSE,attack,Foot,FALSE,-87.943,42.38,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Gurnee, IL"
4032,2018-06-02,shot,Unknown,43,M,Black,Chicago,IL,FALSE,attack,Car,FALSE,-87.765,41.872,40-44,40-44,35-44,40-44,40-49,,,,,,Illinois,12785245,12671469,"Chicago, IL"
4033,2018-06-06,shot,gun,24,M,Black,Chicago,IL,FALSE,other,unknown,FALSE,-87.619,41.81,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4034,2018-06-12,shot,gun,34,M,Black,Danville,IL,FALSE,attack,Car,FALSE,-87.642,40.142,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Danville, IL"
4035,2018-06-15,shot,unarmed,40,M,White,Nokomis,IL,FALSE,other,Foot,FALSE,-89.289,39.307,35-39,35-39,35-44,35-39,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,Illinois,12785245,12671469,"Nokomis, IL"
4036,2018-07-03,shot,gun,52,M,White,South Elgin,IL,FALSE,attack,Not fleeing,FALSE,-88.299,41.985,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"South Elgin, IL"
4037,2018-07-03,shot,gun,33,M,Black,Chicago,IL,FALSE,other,Foot,TRUE,-87.743,41.886,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4038,2018-07-14,shot,gun,37,M,Black,Chicago,IL,FALSE,other,Foot,TRUE,-87.576,41.766,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4039,2018-07-19,shot,gun,19,M,Hispanic,Peoria,IL,FALSE,other,Foot,FALSE,-89.621,40.681,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Peoria, IL"
4040,2018-07-26,shot,gun,36,M,White,Lakemoor,IL,FALSE,other,Not fleeing,FALSE,-88.183,42.337,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Lakemoor, IL"
4041,2018-08-13,shot,gun,32,M,Black,Richton Park,IL,FALSE,attack,Foot,TRUE,-87.701,41.481,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Richton Park, IL"
4042,2018-11-11,shot,gun,26,M,Black,Robbins,IL,FALSE,other,Not fleeing,FALSE,-87.692,41.649,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Robbins, IL"
4043,2018-12-30,shot,pole,44,M,Black,Rockford,IL,TRUE,attack,Not fleeing,FALSE,-89.106,42.273,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,other weapon,Illinois,12785245,12671469,"Rockford, IL"
4044,2019-02-03,shot,vehicle,35,M,Hispanic,Waukegan,IL,FALSE,attack,Car,TRUE,-87.845,42.364,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,Illinois,12785245,12671469,"Waukegan, IL"
4045,2019-02-06,shot,box cutter,38,M,Black,Joilet,IL,FALSE,attack,Not fleeing,FALSE,-88.086,41.517,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,Illinois,12785245,12671469,"Joilet, IL"
4046,2019-02-15,shot,gun,45,M,Black,Aurora,IL,FALSE,attack,Not fleeing,FALSE,-88.331,41.753,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Aurora, IL"
4047,2019-02-16,shot,gun,17,M,Black,Chicago,IL,FALSE,other,Car,FALSE,-87.626,41.854,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4048,2019-03-16,shot,gun,53,M,None,Macoupin County,IL,FALSE,attack,Other,FALSE,-89.75,39.012,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Macoupin County, IL"
4049,2019-04-05,shot,knife,26,M,None,Bloomingdale,IL,FALSE,other,Car,FALSE,-88.097,41.931,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,Illinois,12785245,12671469,"Bloomingdale, IL"
4050,2019-05-11,shot,gun,26,M,Black,Chicago,IL,FALSE,attack,Foot,FALSE,-87.718,41.862,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4051,2019-05-22,shot,gun,22,M,Black,Chicago,IL,TRUE,attack,Not fleeing,FALSE,,,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4052,2019-05-27,shot,gun,41,M,Black,Joliet,IL,FALSE,attack,Not fleeing,FALSE,-88.046,41.548,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Joliet, IL"
4053,2019-05-28,shot,gun,21,M,Black,Chicago,IL,FALSE,other,Not fleeing,FALSE,-87.575,41.748,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4054,2019-08-21,shot,gun,54,M,None,North Aurora,IL,TRUE,attack,Not fleeing,FALSE,-88.34,41.809,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"North Aurora, IL"
4055,2019-10-01,shot,BB gun and vehicle,32,M,White,Bridgeview,IL,FALSE,attack,Foot,FALSE,-87.798,41.704,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,air/bb/pellet guns,Illinois,12785245,12671469,"Bridgeview, IL"
4056,2019-11-19,shot,gun,32,M,Black,Des Plaines,IL,FALSE,attack,Not fleeing,FALSE,-87.895,42.024,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Des Plaines, IL"
4057,2020-01-02,shot,gun,31,M,Hispanic,Chicago,IL,FALSE,attack,Foot,FALSE,-87.777,41.918,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4058,2020-01-04,tasered and shot,knife,25,M,Black,Chicago,IL,FALSE,other,Not fleeing,FALSE,-87.561,41.752,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,Illinois,12785245,12671469,"Chicago, IL"
4059,2020-02-09,shot,gun,31,M,Black,Chicago,IL,FALSE,attack,Foot,FALSE,-87.669,41.947,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4060,2020-06-16,shot,gun,24,M,Black,Beach Park,IL,FALSE,attack,Not fleeing,FALSE,-87.876,42.439,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Beach Park, IL"
4061,2020-07-18,shot,gun,24,M,Black,Chicago Heights,IL,FALSE,attack,Foot,FALSE,-87.623,41.503,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago Heights, IL"
4062,2020-08-31,shot,gun,26,M,Hispanic,Chicago,IL,FALSE,attack,unknown,TRUE,-87.633,41.871,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Chicago, IL"
4063,2020-09-05,tasered and shot,knife,34,M,Black,Chicago,IL,FALSE,other,Not fleeing,TRUE,-87.747,41.803,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,Illinois,12785245,12671469,"Chicago, IL"
4064,2020-09-22,shot,gun,30,M,White,Geneseo,IL,FALSE,attack,Foot,FALSE,-90.166,41.448,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Illinois,12785245,12671469,"Geneseo, IL"
