,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,age_binned_11_18,age_binned_11_15,age_binned_7,age_binned_to_60,age_binned_7_diff,armed_3,armed_4_toy,armed_4,armed_5_toy,armed_7,state_name,PopEstimate2020,PopEstimate2021,city/state
394,2020-05-03,shot,gun,38,M,White,Overland Park,KS,FALSE,attack,Car,FALSE,-94.683,38.906,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Overland Park, KS"
395,2020-06-15,shot,gun,31,M,White,Lawrence,KS,FALSE,attack,Car,FALSE,-95.236,38.95,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Lawrence, KS"
396,2020-09-30,shot,gun,41,M,White,Manhattan,KS,TRUE,attack,Not fleeing,TRUE,-96.612,39.251,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Manhattan, KS"
397,2020-10-09,shot,gun,29,M,White,Salina,KS,FALSE,attack,Car,FALSE,-97.63,38.825,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Salina, KS"
398,2020-12-21,shot,vehicle,50,M,Hispanic,Wichita,KS,FALSE,other,Car,FALSE,-97.227,37.682,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,other weapon,Kansas,2935880,2934582,"Wichita, KS"
399,2020-12-30,shot,gun,37,M,White,Wichita,KS,FALSE,attack,Foot,FALSE,-97.355,37.699,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Wichita, KS"
400,2021-01-11,shot,gun,49,M,None,North Topeka,KS,TRUE,attack,Car,FALSE,-95.664,39.098,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"North Topeka, KS"
401,2021-03-09,shot,gun,67,M,White,Minneola,KS,FALSE,other,Car,FALSE,-100.015,37.441,Over 65,Over 65,Over 65,Over 60,60-70,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Minneola, KS"
402,2021-05-25,shot,gun,34,M,Black,Lenexa,KS,FALSE,attack,unknown,FALSE,-94.706,38.983,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Lenexa, KS"
403,2021-06-19,shot,gun,28,M,None,Wichita,KS,FALSE,attack,Not fleeing,TRUE,-97.342,37.631,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Wichita, KS"
404,2021-06-20,shot,gun,25,M,Hispanic,Kansas City,KS,FALSE,attack,Other,TRUE,-94.65,39.129,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Kansas City, KS"
405,2021-06-25,shot,gun,60,M,White,Kansas City,KS,FALSE,other,unknown,TRUE,-94.693,39.049,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Kansas City, KS"
406,2021-06-27,shot,gun,29,F,White,Plainville,KS,FALSE,other,unknown,FALSE,-99.298,39.229,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Plainville, KS"
407,2021-08-20,shot,gun,28,M,None,Chanute,KS,FALSE,attack,unknown,FALSE,-95.449,37.678,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Chanute, KS"
408,2021-09-10,shot,gun,33,M,None,Topeka,KS,FALSE,attack,Foot,FALSE,-95.682,39.052,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Topeka, KS"
409,2021-10-03,shot,gun,41,M,None,Wichita,KS,TRUE,attack,Not fleeing,FALSE,-97.284,37.697,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Wichita, KS"
410,2021-11-22,shot,gun,36,M,Black,Kansas City,KS,FALSE,attack,Not fleeing,TRUE,,,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Kansas City, KS"
411,2022-02-06,shot,vehicle,38,M,White,Topeka,KS,FALSE,attack,Car,FALSE,,,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,Kansas,2935880,2934582,"Topeka, KS"
412,2022-03-26,shot,unarmed,2,F,None,Baxter Springs,KS,FALSE,other,unknown,FALSE,-94.736,37.024,Under 18,Under 15,Under 18,Under 18,Under 18,unarmed,unarmed,unarmed,unarmed,unarmed,Kansas,2935880,2934582,"Baxter Springs, KS"
413,2022-04-15,shot,gun,32,F,White,Cowley County,KS,FALSE,other,unknown,FALSE,-96.921,37.266,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Cowley County, KS"
414,2022-05-25,shot,gun,39,M,White,Wichita,KS,FALSE,attack,unknown,TRUE,-97.478,37.691,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Wichita, KS"
415,2022-05-27,shot,gun,42,M,None,Saline County,KS,FALSE,other,Not fleeing,FALSE,-97.559,38.79,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Saline County, KS"
416,2022-06-24,shot,knife,38,M,None,Topeka,KS,FALSE,other,unknown,FALSE,-95.665,39.052,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,Kansas,2935880,2934582,"Topeka, KS"
417,2022-10-02,shot,gun,43,M,White,Lawrence,KS,FALSE,attack,Not fleeing,FALSE,-95.215,38.946,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,Kansas,2935880,2934582,"Lawrence, KS"
418,2022-10-13,shot,knife,33,M,None,Topeka,KS,FALSE,other,Not fleeing,FALSE,-95.687,38.985,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,Kansas,2935880,2934582,"Topeka, KS"
419,2015-01-04,shot,toy weapon,32,M,White,San Francisco,CA,TRUE,attack,Not fleeing,FALSE,-122.422,37.763,30-34,30-34,25-34,30-34,30-39,unarmed,toy weapon,unarmed,toy weapon,toy weapon,California,39499738,39237836,"San Francisco, CA"
420,2015-01-06,tasered and shot,knife,25,M,White,Stockton,CA,FALSE,attack,Not fleeing,FALSE,-121.299,37.93,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Stockton, CA"
421,2015-01-11,shot,gun,23,M,Hispanic,South Gate,CA,FALSE,attack,Not fleeing,FALSE,-118.183,33.951,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,California,39499738,39237836,"South Gate, CA"
422,2015-01-15,shot,knife,36,M,Hispanic,Fairfield,CA,TRUE,other,Not fleeing,FALSE,-121.997,38.266,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Fairfield, CA"
423,2015-01-16,tasered and shot,knife,48,M,Other,Fremont,CA,FALSE,other,Not fleeing,FALSE,-122.06,37.588,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Fremont, CA"
424,2015-01-17,shot,gun,24,M,Hispanic,Los Angeles,CA,FALSE,attack,Not fleeing,FALSE,-118.233,34.038,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,California,39499738,39237836,"Los Angeles, CA"
425,2015-01-21,shot,gun,36,M,White,Hemet,CA,FALSE,attack,Not fleeing,FALSE,-116.958,33.742,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,California,39499738,39237836,"Hemet, CA"
426,2015-01-26,shot,knife,34,M,Hispanic,Wasco,CA,TRUE,other,Not fleeing,FALSE,-119.335,35.589,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Wasco, CA"
427,2015-01-28,tasered and shot,hammer,35,M,Asian,Stockton,CA,TRUE,attack,Not fleeing,FALSE,-121.316,38.029,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,California,39499738,39237836,"Stockton, CA"
428,2015-02-02,shot,gun,42,M,White,Apple Valley,CA,TRUE,attack,Not fleeing,FALSE,-117.177,34.417,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,California,39499738,39237836,"Apple Valley, CA"
429,2015-02-03,shot,gun,38,F,Black,Emeryville,CA,FALSE,attack,Car,FALSE,-122.284,37.827,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,California,39499738,39237836,"Emeryville, CA"
430,2015-02-03,shot,knife,29,M,Black,Antioch,CA,TRUE,other,Not fleeing,FALSE,-121.818,37.999,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Antioch, CA"
431,2015-02-05,shot,toy weapon,59,M,White,Chino,CA,FALSE,other,Car,FALSE,-117.65,33.953,55-59,55-59,55-65,55-60,50-59,unarmed,toy weapon,unarmed,toy weapon,toy weapon,California,39499738,39237836,"Chino, CA"
432,2015-02-07,shot,toy weapon,26,M,White,Calimesa,CA,FALSE,attack,Not fleeing,FALSE,-117.057,33.994,25-29,25-29,25-34,25-29,18-29,unarmed,toy weapon,unarmed,toy weapon,toy weapon,California,39499738,39237836,"Calimesa, CA"
433,2015-02-11,shot,knife,23,M,Black,San Jose,CA,TRUE,other,Not fleeing,FALSE,-121.876,37.316,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"San Jose, CA"
434,2015-02-13,shot,Unknown,23,M,White,San Bernardino,CA,FALSE,attack,Car,FALSE,-117.333,34.165,18-24,20-24,18-24,18-24,18-29,,,,,,California,39499738,39237836,"San Bernardino, CA"
435,2015-02-26,shot,knife,21,M,Hispanic,San Francisco,CA,FALSE,other,Not fleeing,FALSE,-122.414,37.751,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"San Francisco, CA"
436,2015-02-27,shot,unarmed,27,M,Hispanic,Santa Ana,CA,FALSE,other,Not fleeing,FALSE,-117.879,33.747,25-29,25-29,25-34,25-29,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"Santa Ana, CA"
437,2015-03-01,tasered and shot,unarmed,43,M,Black,Los Angeles,CA,TRUE,attack,Not fleeing,TRUE,-118.245,34.043,40-44,40-44,35-44,40-44,40-49,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"Los Angeles, CA"
438,2015-03-04,shot,gun,28,M,Asian,Stockton,CA,FALSE,attack,Not fleeing,FALSE,-121.286,37.948,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,California,39499738,39237836,"Stockton, CA"
439,2015-03-05,shot,unarmed,36,M,Hispanic,Burbank,CA,FALSE,other,Car,FALSE,-118.345,34.151,35-39,35-39,35-44,35-39,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"Burbank, CA"
440,2015-03-08,shot,knife,43,F,Black,Anaheim,CA,TRUE,other,Not fleeing,TRUE,-117.94,33.819,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Anaheim, CA"
441,2015-03-10,shot,sword,37,M,Hispanic,Ontario,CA,TRUE,other,Car,FALSE,-117.655,34.05,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Ontario, CA"
442,2015-03-11,shot,gun,39,M,Hispanic,Santa Ana,CA,FALSE,attack,Not fleeing,FALSE,-117.868,33.743,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,California,39499738,39237836,"Santa Ana, CA"
443,2015-03-11,shot,Unknown,25,M,Hispanic,Los Angeles,CA,FALSE,other,Not fleeing,FALSE,-118.22,33.939,18-24,20-24,18-24,18-24,18-29,,,,,,California,39499738,39237836,"Los Angeles, CA"
444,2015-03-13,shot,gun,41,M,Hispanic,Napa,CA,FALSE,other,Other,FALSE,-122.274,38.306,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,California,39499738,39237836,"Napa, CA"
445,2015-03-13,shot,knife,36,M,White,Fontana,CA,FALSE,attack,Not fleeing,FALSE,-117.43,34.078,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Fontana, CA"
446,2015-03-13,shot,unarmed,32,M,Hispanic,Walnut Creek,CA,FALSE,other,Foot,FALSE,-118.229,33.971,30-34,30-34,25-34,30-34,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"Walnut Creek, CA"
447,2015-03-17,shot,vehicle,24,F,White,San Francisco,CA,TRUE,other,Not fleeing,FALSE,-122.422,37.789,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,other weapon,California,39499738,39237836,"San Francisco, CA"
448,2015-03-17,shot,unarmed,22,M,Hispanic,Sacramento,CA,FALSE,other,Car,FALSE,-121.504,38.682,18-24,20-24,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"Sacramento, CA"
449,2015-03-18,shot,knife,47,M,White,Bakersfield,CA,FALSE,other,Not fleeing,FALSE,-119.015,35.376,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Bakersfield, CA"
450,2015-03-19,shot,gun,36,M,White,Bakersfield,CA,FALSE,attack,Not fleeing,FALSE,-119.336,35.355,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,California,39499738,39237836,"Bakersfield, CA"
451,2015-03-22,shot,knife,37,M,White,Vallejo,CA,TRUE,other,Not fleeing,FALSE,-122.222,38.133,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Vallejo, CA"
452,2015-03-23,shot,gun,24,M,Black,Santa Clara,CA,FALSE,attack,Not fleeing,FALSE,-121.959,37.361,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,California,39499738,39237836,"Santa Clara, CA"
453,2015-03-24,shot,gun,57,M,White,San Jose,CA,TRUE,attack,Not fleeing,FALSE,-121.841,37.302,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,California,39499738,39237836,"San Jose, CA"
454,2015-03-25,shot,gun,28,M,Hispanic,South Los Angeles,CA,FALSE,attack,Foot,FALSE,-118.292,33.94,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,California,39499738,39237836,"South Los Angeles, CA"
455,2015-03-26,shot,knife,35,M,Hispanic,Wilmington,CA,TRUE,other,Not fleeing,FALSE,-118.271,33.793,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Wilmington, CA"
456,2015-03-27,shot,knife,26,F,Black,Oxnard,CA,FALSE,other,Not fleeing,FALSE,-119.183,34.228,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Oxnard, CA"
457,2015-03-27,shot,gun,56,M,White,Encinitas,CA,TRUE,attack,Not fleeing,FALSE,-117.242,33.05,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,California,39499738,39237836,"Encinitas, CA"
458,2015-03-27,shot,toy weapon,23,M,Hispanic,Bakersfield,CA,FALSE,attack,Car,FALSE,-119.003,35.396,18-24,20-24,18-24,18-24,18-29,unarmed,toy weapon,unarmed,toy weapon,toy weapon,California,39499738,39237836,"Bakersfield, CA"
459,2015-04-01,shot,gun,37,M,Black,Hawthorne,CA,FALSE,attack,Not fleeing,FALSE,-118.337,33.902,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,California,39499738,39237836,"Hawthorne, CA"
460,2015-04-04,shot,gun,31,M,Black,Orange,CA,FALSE,attack,Not fleeing,TRUE,-117.852,33.836,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,California,39499738,39237836,"Orange, CA"
461,2015-04-05,shot,gun,56,M,White,Tehachapi,CA,FALSE,attack,Not fleeing,FALSE,-118.414,35.127,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,California,39499738,39237836,"Tehachapi, CA"
462,2015-04-08,shot,gun,39,M,Hispanic,Los Angeles,CA,FALSE,attack,Foot,FALSE,-118.212,34.041,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,California,39499738,39237836,"Los Angeles, CA"
463,2015-04-08,shot,knife,28,M,Asian,Sunnyvale,CA,TRUE,other,Not fleeing,FALSE,-121.995,37.404,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Sunnyvale, CA"
464,2015-04-10,shot,knife,21,M,Hispanic,Corning,CA,FALSE,attack,Not fleeing,FALSE,-122.202,39.935,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Corning, CA"
465,2015-04-15,shot,toy weapon,52,M,Hispanic,Montclair,CA,TRUE,attack,Not fleeing,FALSE,-117.721,34.051,50-54,50-54,45-54,50-54,50-59,unarmed,toy weapon,unarmed,toy weapon,toy weapon,California,39499738,39237836,"Montclair, CA"
466,2015-04-16,shot,knife,47,M,Hispanic,Shafter,CA,FALSE,other,Not fleeing,FALSE,-119.281,35.5,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Shafter, CA"
467,2015-04-17,shot,gun,29,M,Hispanic,Hemet,CA,FALSE,attack,Not fleeing,FALSE,-116.954,33.744,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,California,39499738,39237836,"Hemet, CA"
468,2015-04-21,shot,knife,35,M,Hispanic,Los Angeles,CA,TRUE,other,Not fleeing,FALSE,-118.205,34.072,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Los Angeles, CA"
469,2015-04-23,shot,toy weapon,26,M,White,Sylmar,CA,TRUE,attack,Not fleeing,FALSE,-118.438,34.323,25-29,25-29,25-34,25-29,18-29,unarmed,toy weapon,unarmed,toy weapon,toy weapon,California,39499738,39237836,"Sylmar, CA"
470,2015-04-23,shot,unarmed,19,M,Hispanic,Long Beach,CA,FALSE,other,Not fleeing,FALSE,-118.174,33.781,18-24,15-19,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"Long Beach, CA"
471,2015-04-24,shot,Unknown,46,F,White,Windsor,CA,FALSE,attack,Car,FALSE,-122.792,38.375,45-49,45-49,45-54,45-49,40-49,,,,,,California,39499738,39237836,"Windsor, CA"
472,2015-04-26,shot,gun,76,M,White,Kings County,CA,FALSE,attack,Not fleeing,FALSE,-119.601,36.211,Over 65,Over 65,Over 65,Over 60,Over 70,armed,armed,gun,gun,gun,California,39499738,39237836,"Kings County, CA"
473,2015-04-26,shot,gun,45,M,White,Fountain Valley,CA,FALSE,attack,Not fleeing,FALSE,-117.956,33.696,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,California,39499738,39237836,"Fountain Valley, CA"
474,2015-04-29,shot,gun,27,M,Hispanic,Elk Grove,CA,FALSE,attack,Not fleeing,FALSE,-121.492,38.37,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,California,39499738,39237836,"Elk Grove, CA"
475,2015-04-30,shot,unarmed,42,M,Other,San Diego,CA,TRUE,other,Not fleeing,TRUE,-117.206,32.754,40-44,40-44,35-44,40-44,40-49,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"San Diego, CA"
476,2015-05-05,shot,unarmed,29,M,Black,Venice,CA,FALSE,attack,Not fleeing,TRUE,-118.472,33.988,25-29,25-29,25-34,25-29,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"Venice, CA"
477,2015-05-05,shot,knife,32,M,Asian,South El Monte,CA,FALSE,attack,Not fleeing,FALSE,-118.044,34.054,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"South El Monte, CA"
478,2015-05-07,shot,Unknown,21,M,Black,Cerritos,CA,FALSE,attack,Car,FALSE,-118.05,33.874,18-24,20-24,18-24,18-24,18-29,,,,,,California,39499738,39237836,"Cerritos, CA"
479,2015-05-12,shot,knife,40,M,White,Rancho Santa Margarita,CA,TRUE,other,Not fleeing,FALSE,-117.613,33.655,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Rancho Santa Margarita, CA"
480,2015-05-15,shot,toy weapon,42,M,White,Sacramento,CA,TRUE,attack,Not fleeing,FALSE,-121.434,38.552,40-44,40-44,35-44,40-44,40-49,unarmed,toy weapon,unarmed,toy weapon,toy weapon,California,39499738,39237836,"Sacramento, CA"
481,2015-05-17,shot,gun,34,M,White,San Diego,CA,TRUE,attack,Foot,TRUE,-117.154,32.802,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,California,39499738,39237836,"San Diego, CA"
482,2015-05-27,tasered and shot,unarmed,20,M,Other,Long Beach,CA,FALSE,other,Not fleeing,FALSE,-118.139,33.785,18-24,15-19,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"Long Beach, CA"
483,2015-05-27,tasered and shot,screwdriver,33,M,White,Alpine,CA,TRUE,other,Not fleeing,FALSE,-116.699,32.751,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,California,39499738,39237836,"Alpine, CA"
484,2015-06-03,shot,gun,46,M,Hispanic,Delano,CA,FALSE,attack,Car,FALSE,-119.223,35.787,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,California,39499738,39237836,"Delano, CA"
485,2015-06-05,shot,gun,50,M,Hispanic,Santa Maria,CA,FALSE,attack,Not fleeing,FALSE,-120.439,34.97,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,California,39499738,39237836,"Santa Maria, CA"
486,2015-06-06,shot,gun,45,M,Hispanic,Watsonsville,CA,FALSE,attack,Foot,FALSE,-121.751,36.905,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,California,39499738,39237836,"Watsonsville, CA"
487,2015-06-06,tasered and shot,gun,30,M,Black,Oakland,CA,FALSE,attack,Not fleeing,TRUE,-122.243,37.809,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,California,39499738,39237836,"Oakland, CA"
488,2015-06-08,shot,knife,30,M,Hispanic,Anaheim,CA,TRUE,other,Not fleeing,TRUE,-117.922,33.847,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Anaheim, CA"
489,2015-06-14,shot,Unknown,28,M,Hispanic,Stockton,CA,FALSE,attack,Car,FALSE,-121.343,37.977,25-29,25-29,25-34,25-29,18-29,,,,,,California,39499738,39237836,"Stockton, CA"
490,2015-06-15,shot,unarmed,22,M,Black,South Lake Tahoe,CA,FALSE,other,Foot,FALSE,-119.951,38.951,18-24,20-24,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"South Lake Tahoe, CA"
491,2015-06-16,shot,gun,28,M,Hispanic,Visalia,CA,FALSE,attack,Not fleeing,FALSE,-119.313,36.305,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,California,39499738,39237836,"Visalia, CA"
492,2015-06-21,shot,unarmed,24,M,Hispanic,Azusa,CA,TRUE,other,Not fleeing,FALSE,-117.9,34.129,18-24,20-24,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"Azusa, CA"
493,2015-06-22,shot,gun,35,M,Hispanic,Citrus Heights,CA,FALSE,attack,Not fleeing,FALSE,-121.29,38.677,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,California,39499738,39237836,"Citrus Heights, CA"
494,2015-06-25,shot,gun,61,M,White,Fresno,CA,FALSE,attack,Not fleeing,FALSE,-119.659,37.08,60-65,60-65,55-65,55-60,60-70,armed,armed,gun,gun,gun,California,39499738,39237836,"Fresno, CA"
495,2015-07-02,shot,knife,60,M,Asian,San Diego,CA,FALSE,other,Not fleeing,FALSE,-117.164,32.99,55-59,55-59,55-65,55-60,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"San Diego, CA"
496,2015-07-03,shot,gun,46,M,Hispanic,Lancaster,CA,FALSE,attack,Not fleeing,FALSE,-118.187,34.671,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,California,39499738,39237836,"Lancaster, CA"
497,2015-07-03,tasered and shot,knife,27,M,Hispanic,West Covina,CA,FALSE,attack,Not fleeing,FALSE,-117.894,34.024,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"West Covina, CA"
498,2015-07-05,shot,unarmed,19,M,White,Pleasanton,CA,FALSE,attack,Foot,FALSE,-121.872,37.662,18-24,15-19,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"Pleasanton, CA"
499,2015-07-05,shot,unarmed,43,M,Hispanic,Hawaiian Gardens,CA,FALSE,other,Not fleeing,FALSE,-118.071,33.833,40-44,40-44,35-44,40-44,40-49,unarmed,unarmed,unarmed,unarmed,unarmed,California,39499738,39237836,"Hawaiian Gardens, CA"
500,2015-07-06,shot,knife,29,M,Black,Los Angeles,CA,FALSE,attack,Not fleeing,FALSE,-118.406,34.322,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Los Angeles, CA"
501,2015-07-06,tasered and shot,knife,42,M,Hispanic,Atwater,CA,FALSE,attack,Car,FALSE,-120.579,37.339,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,California,39499738,39237836,"Atwater, CA"
502,2015-07-06,tasered and shot,Unknown,31,M,White,Lakewood,CA,TRUE,attack,Other,FALSE,-118.124,33.857,30-34,30-34,25-34,30-34,30-39,,,,,,California,39499738,39237836,"Lakewood, CA"
503,2015-07-07,shot,gun,47,M,Hispanic,Bakersfield,CA,FALSE,attack,Not fleeing,FALSE,-119.013,35.307,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,California,39499738,39237836,"Bakersfield, CA"
504,2015-07-09,shot,gun,17,M,White,Boulder Creek,CA,TRUE,attack,Not fleeing,FALSE,-122.127,37.15,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,California,39499738,39237836,"Boulder Creek, CA"
505,2015-07-09,tasered and shot,Taser,38,M,White,Los Angeles,CA,FALSE,attack,Other,FALSE,-118.344,34.059,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,California,39499738,39237836,"Los Angeles, CA"
506,2015-07-11,shot,gun,31,M,White,Olivehurst,CA,FALSE,attack,Not fleeing,FALSE,-121.558,39.092,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,California,39499738,39237836,"Olivehurst, CA"
507,2015-07-13,shot,gun,24,M,White,Dunsmuir,CA,FALSE,attack,Car,FALSE,-122.275,41.2,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,California,39499738,39237836,"Dunsmuir, CA"
