,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned_11_18,age_binned_11_15,age_binned_7,age_binned_to_60,age_binned_7_diff,armed_3,armed_4_toy,armed_4,armed_5_toy,armed_7,count,state_name,PopEstimate2020,PopEstimate2021,city/state,Total Population,Hispanic or Latino,Population of one race:,Population of two or more races:,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Asian/NHPI Alone and in Combination
69,2017-10-04,shot,Unknown,34,M,White,Spokane,WA,TRUE,other,Not fleeing,FALSE,,,TRUE,30-34,30-34,25-34,30-34,30-39,,,,,,1,Washington,7718785,7738692,"Spokane, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
70,2017-10-10,shot,gun,55,M,None,Rochester,WA,TRUE,attack,unknown,FALSE,-123.161,46.827,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Rochester, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
71,2017-10-30,shot,gun,33,M,Native,Federal Way,WA,FALSE,attack,Not fleeing,FALSE,-122.313,47.319,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Federal Way, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
72,2017-11-27,shot,gun,26,M,None,Yakima,WA,FALSE,attack,Car,FALSE,-120.742,46.702,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Yakima, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
73,2017-11-28,shot,gun,59,M,White,Hillyard,WA,FALSE,attack,Foot,FALSE,-117.368,47.708,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Hillyard, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
74,2017-12-11,shot,gun,36,M,None,Seattle,WA,FALSE,attack,Car,TRUE,-122.253,47.68,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Seattle, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
75,2017-12-17,shot,gun,52,M,None,Bremerton,WA,FALSE,attack,Not fleeing,FALSE,-122.643,47.584,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Bremerton, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
76,2017-12-19,shot,gun,36,M,None,Kirkland,WA,FALSE,other,Not fleeing,FALSE,-122.194,47.709,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Kirkland, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
77,2017-12-25,shot,gun,28,M,None,Yakima,WA,FALSE,attack,Not fleeing,FALSE,-120.51,46.574,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Yakima, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
78,2017-12-26,shot,undetermined,31,M,None,Yakima,WA,TRUE,undetermined,Not fleeing,FALSE,-120.507,46.603,TRUE,30-34,30-34,25-34,30-34,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,Washington,7718785,7738692,"Yakima, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
79,2017-12-26,shot,gun,36,M,Native,Spokane,WA,FALSE,attack,Foot,TRUE,-117.428,47.669,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Spokane, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
80,2018-01-07,shot,gun,27,M,White,Tacoma,WA,FALSE,attack,Not fleeing,FALSE,-122.436,47.204,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Tacoma, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
81,2018-01-12,shot,gun,36,M,Hispanic,Puyallup,WA,FALSE,attack,Car,FALSE,-122.336,47.109,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Puyallup, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
82,2018-01-21,shot,unknown weapon,35,M,White,Ebey Island,WA,TRUE,other,Not fleeing,FALSE,-122.162,47.978,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,1,Washington,7718785,7738692,"Ebey Island, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
83,2018-02-19,shot,gun,41,M,None,Seattle,WA,FALSE,attack,Not fleeing,FALSE,-122.291,47.672,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Seattle, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
84,2018-03-16,shot,knife,28,M,White,Elk Plain,WA,TRUE,other,Not fleeing,FALSE,-122.375,47.028,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Elk Plain, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
85,2018-04-06,shot,gun,36,M,White,Federal Way,WA,FALSE,attack,Not fleeing,FALSE,-122.297,47.35,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Federal Way, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
86,2018-06-07,shot,gun,50,M,White,Benton City,WA,FALSE,other,Not fleeing,FALSE,-119.488,46.263,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Benton City, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
87,2018-06-14,shot,gun,40,M,Hispanic,Kirkland,WA,FALSE,other,Not fleeing,FALSE,-122.176,47.731,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Kirkland, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
88,2018-07-25,shot,vehicle,54,M,White,Spokane,WA,FALSE,attack,Car,FALSE,-117.363,47.646,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,other weapon,1,Washington,7718785,7738692,"Spokane, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
89,2018-07-26,shot,gun,18,M,Hispanic,Kent Station,WA,FALSE,other,Not fleeing,FALSE,-122.233,47.385,TRUE,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Kent Station, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
90,2018-08-03,shot,gun,31,M,White,Deer Park,WA,TRUE,attack,Not fleeing,FALSE,-117.459,47.997,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Deer Park, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
91,2018-08-19,shot,gun,42,M,None,Spokane,WA,TRUE,attack,Not fleeing,FALSE,-117.218,47.694,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Spokane, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
92,2018-09-03,shot,knife,40,M,White,Cheney,WA,TRUE,other,Not fleeing,FALSE,-117.582,47.483,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Cheney, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
93,2018-09-09,shot,knife,43,M,None,Stanwood,WA,FALSE,other,Not fleeing,FALSE,-122.341,48.242,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Stanwood, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
94,2018-09-16,shot,gun,40,M,None,Walla Walla,WA,TRUE,other,Not fleeing,FALSE,-118.369,46.049,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Walla Walla, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
95,2018-09-18,shot,knife,37,M,White,Marysville,WA,TRUE,attack,Not fleeing,FALSE,-122.154,48.114,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Marysville, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
96,2018-09-23,shot,knife,36,M,None,Oak Harbor,WA,FALSE,other,unknown,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Oak Harbor, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
97,2018-10-16,shot,vehicle,45,M,None,Tacoma,WA,FALSE,attack,Not fleeing,FALSE,-122.41,47.238,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,other weapon,1,Washington,7718785,7738692,"Tacoma, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
98,2018-10-17,shot,gun,29,M,White,Longview,WA,FALSE,attack,Foot,FALSE,-122.931,46.117,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Longview, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
99,2018-10-20,shot,gun,50,M,White,Spanaway,WA,FALSE,other,Not fleeing,FALSE,-122.438,47.111,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Spanaway, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
100,2018-10-23,shot,unarmed,24,M,White,Alderwood Manor,WA,FALSE,attack,Car,FALSE,-122.239,47.824,TRUE,18-24,20-24,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,1,Washington,7718785,7738692,"Alderwood Manor, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
101,2018-11-28,shot,vehicle,33,M,Hispanic,Vancouver,WA,FALSE,attack,Car,FALSE,-122.561,45.674,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,1,Washington,7718785,7738692,"Vancouver, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
102,2018-12-31,shot,gun,36,M,Asian,Seattle,WA,FALSE,attack,Foot,TRUE,-122.345,47.699,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Seattle, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
103,2019-01-07,shot,gun,38,M,Hispanic,Kent,WA,FALSE,attack,Car,FALSE,-122.215,47.378,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Kent, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
104,2019-01-07,shot,baseball bat,35,M,White,Spokane,WA,FALSE,attack,Not fleeing,TRUE,,,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,1,Washington,7718785,7738692,"Spokane, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
105,2019-01-13,shot,knife,43,M,None,Lakewood,WA,TRUE,attack,Not fleeing,FALSE,-122.523,47.177,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Lakewood, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
106,2019-01-23,shot,knife,46,M,Black,Spokane,WA,FALSE,other,unknown,FALSE,-117.426,47.691,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Spokane, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
107,2019-02-07,shot,knife,34,M,Hispanic,Seattle,WA,FALSE,attack,Not fleeing,TRUE,-122.343,47.705,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Seattle, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
108,2019-02-19,shot,knife,16,M,Asian,Vancouver,WA,FALSE,attack,Not fleeing,FALSE,-122.561,45.612,TRUE,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Vancouver, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
109,2019-02-28,shot,gun,29,M,White,Vancouver,WA,TRUE,attack,Not fleeing,FALSE,-122.681,45.63,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Vancouver, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
110,2019-03-03,shot,toy weapon,40,M,None,Glenoma,WA,FALSE,attack,Not fleeing,FALSE,-122.1,46.541,TRUE,35-39,35-39,35-44,35-39,30-39,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,Washington,7718785,7738692,"Glenoma, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
111,2019-03-07,shot,gun,36,M,Hispanic,Vancouver,WA,FALSE,other,Not fleeing,FALSE,-122.646,45.679,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Vancouver, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
112,2019-03-14,shot,gun,27,M,None,Federal Way,WA,FALSE,attack,Not fleeing,FALSE,-122.31,47.303,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Federal Way, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
113,2019-03-19,shot,gun,29,M,Hispanic,Kittitas,WA,FALSE,attack,Car,FALSE,-120.419,46.986,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Kittitas, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
114,2019-04-16,shot,sword,42,M,White,Montesano,WA,TRUE,other,Not fleeing,FALSE,-123.594,46.981,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Montesano, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
115,2019-05-04,shot,unarmed,25,M,White,Spokane,WA,TRUE,other,Foot,FALSE,-117.238,47.683,TRUE,18-24,20-24,18-24,18-24,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,1,Washington,7718785,7738692,"Spokane, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
116,2019-05-09,shot,knife,31,M,Black,Seattle,WA,TRUE,attack,Not fleeing,TRUE,-122.331,47.603,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Seattle, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
117,2019-05-20,shot,knife,26,M,Black,Auburn,WA,FALSE,attack,Not fleeing,FALSE,-122.214,47.243,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Auburn, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
118,2019-05-31,shot,unarmed,26,M,Asian,Auburn,WA,TRUE,other,Not fleeing,FALSE,-122.214,47.295,TRUE,25-29,25-29,25-34,25-29,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,1,Washington,7718785,7738692,"Auburn, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
119,2019-06-15,shot,knife,20,M,Black,Renton,WA,TRUE,attack,unknown,FALSE,-122.207,47.481,TRUE,18-24,15-19,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Renton, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
120,2019-06-15,shot,knife,38,M,Hispanic,Toppenish,WA,FALSE,other,Not fleeing,FALSE,-120.306,46.382,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Toppenish, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
121,2019-06-18,shot,knife,18,M,Hispanic,Centralia,WA,FALSE,other,Not fleeing,FALSE,-122.941,46.73,TRUE,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Centralia, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
122,2019-07-03,shot,screwdriver,39,M,Native,Poulsbo,WA,TRUE,other,Not fleeing,FALSE,-122.648,47.735,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,Washington,7718785,7738692,"Poulsbo, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
123,2019-07-13,shot,gun,69,M,White,Tacoma,WA,TRUE,other,Not fleeing,FALSE,-122.421,47.249,TRUE,Over 65,Over 65,Over 65,Over 60,60-70,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Tacoma, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
124,2019-07-13,shot,unarmed,35,M,Hispanic,Kirkland,WA,FALSE,attack,Not fleeing,FALSE,-122.197,47.704,TRUE,30-34,30-34,25-34,30-34,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,1,Washington,7718785,7738692,"Kirkland, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
125,2019-07-21,shot,gun,28,M,Black,Tacoma,WA,FALSE,attack,Not fleeing,FALSE,-122.438,47.221,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Tacoma, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
126,2019-08-16,shot,gun,36,M,None,Spokane Valley,WA,FALSE,attack,Car,FALSE,,,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Spokane Valley, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
127,2019-09-08,shot,gun,51,M,None,Longview,WA,TRUE,attack,Not fleeing,FALSE,-122.95,46.123,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Longview, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
128,2019-09-08,shot,toy weapon,24,M,Black,Tacoma,WA,FALSE,undetermined,Foot,FALSE,-122.409,47.233,TRUE,18-24,20-24,18-24,18-24,18-29,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,Washington,7718785,7738692,"Tacoma, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
129,2019-09-09,shot,gun,41,M,White,Aberdeen,WA,FALSE,attack,Foot,FALSE,-123.824,46.97,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Aberdeen, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
130,2019-10-23,shot,gun,61,M,White,Spokane,WA,TRUE,attack,Not fleeing,FALSE,-117.361,47.69,TRUE,60-65,60-65,55-65,55-60,60-70,armed,armed,gun,gun,gun,1,Washington,7718785,7738692,"Spokane, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
131,2019-11-03,shot,knife,56,M,White,Parkland,WA,TRUE,other,Not fleeing,TRUE,-122.438,47.152,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Parkland, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
132,2019-11-09,shot,knife,44,M,White,Everett,WA,TRUE,other,Not fleeing,FALSE,-122.232,47.886,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,Washington,7718785,7738692,"Everett, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
133,2019-11-18,shot,vehicle,28,M,Black,Franklin County,WA,FALSE,attack,Car,FALSE,-119.177,46.664,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,other weapon,1,Washington,7718785,7738692,"Franklin County, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
134,2019-11-22,shot,vehicle,36,M,White,Black Diamond,WA,FALSE,attack,Not fleeing,FALSE,-121.925,47.286,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,Washington,7718785,7738692,"Black Diamond, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
135,2019-11-29,shot,undetermined,36,M,White,Eatonville,WA,FALSE,other,Car,FALSE,-122.359,46.908,TRUE,35-39,35-39,35-44,35-39,30-39,undetermined,undetermined,undetermined,undetermined,undetermined,1,Washington,7718785,7738692,"Eatonville, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
136,2019-12-12,shot,toy weapon,43,M,White,Renton,WA,FALSE,other,Not fleeing,FALSE,-122.186,47.452,TRUE,40-44,40-44,35-44,40-44,40-49,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,Washington,7718785,7738692,"Renton, WA",7705281.0,1059213.0,6134954.0,511114.0,5149199.717,350093.05,813065.583,87714.85,164617.233,81377.567,894443.15
