,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021,city/state
4688,2015-06-03,shot,gun,56,M,White,Byram,NJ,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2015,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Byram, NJ"
4689,2015-06-11,shot,knife,22,M,Hispanic,Hackensack,NJ,True,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,6,2015,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Hackensack, NJ"
4690,2015-07-03,shot,BB gun,33,M,Hispanic,Camden,NJ,True,attack,Not fleeing,False,True,30-44,armed,other weapon,air/bb/pellet guns,1,7,2015,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Camden, NJ"
4691,2015-07-07,shot,knife,37,M,Black,Atlantic City,NJ,False,attack,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2015,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Atlantic City, NJ"
4692,2015-08-23,shot,toy weapon,21,M,White,Brick Township,NJ,False,attack,Not fleeing,False,True,18-29,unarmed,unarmed,toy weapon,1,8,2015,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Brick Township, NJ"
4693,2015-10-05,shot,gun,49,M,White,Woodbridge,NJ,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,10,2015,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Woodbridge, NJ"
4694,2015-11-17,shot,gun,47,M,White,Little Egg Harbor,NJ,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,11,2015,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Little Egg Harbor, NJ"
4695,2015-11-24,shot,gun,24,M,None,Camden,NJ,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,11,2015,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Camden, NJ"
4696,2016-02-07,shot,knife,27,M,None,Manchester,NJ,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2016,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Manchester, NJ"
4697,2016-04-09,shot,gun,27,M,Black,New Brunswick,NJ,False,attack,Foot,False,True,18-29,armed,gun,gun,1,4,2016,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"New Brunswick, NJ"
4698,2016-04-17,shot,gun,31,M,Black,Vineland,NJ,False,attack,Foot,False,True,30-44,armed,gun,gun,1,4,2016,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Vineland, NJ"
4699,2016-06-24,shot,gun,36,M,Black,Paterson,NJ,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2016,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Paterson, NJ"
4700,2016-07-16,shot,gun,57,M,White,Little Egg Harbor Township,NJ,False,other,Foot,False,True,45-59,armed,gun,gun,1,7,2016,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Little Egg Harbor Township, NJ"
4701,2016-07-31,shot,knife,18,M,Asian,Manchester,NJ,True,other,Not fleeing,True,True,Under 18,armed,other weapon,knife/cutting instrument,1,7,2016,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Manchester, NJ"
4702,2016-09-03,shot,gun,25,M,Black,Atlantic City,NJ,False,other,Foot,False,True,18-29,armed,gun,gun,1,9,2016,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Atlantic City, NJ"
4703,2016-09-30,shot,undetermined,18,M,Black,Newark,NJ,False,undetermined,Not fleeing,False,True,Under 18,undetermined,undetermined,undetermined,1,9,2016,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Newark, NJ"
4704,2016-09-30,shot,undetermined,18,M,Black,Newark,NJ,False,undetermined,Not fleeing,False,True,Under 18,undetermined,undetermined,undetermined,1,9,2016,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Newark, NJ"
4705,2016-10-03,shot,gun,49,M,White,Ventnor,NJ,False,other,Not fleeing,False,True,45-59,armed,gun,gun,1,10,2016,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Ventnor, NJ"
4706,2016-11-06,shot,metal pipe,31,M,White,Maurice River,NJ,False,other,Foot,False,True,30-44,armed,other weapon,other weapon,1,11,2016,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Maurice River, NJ"
4707,2016-11-22,shot,gun,23,M,Black,Newark,NJ,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,11,2016,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Newark, NJ"
4708,2017-01-11,shot,gun,38,M,Hispanic,Camden,NJ,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2017,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Camden, NJ"
4709,2017-02-10,shot,gun,23,M,Black,Bridgeton,NJ,False,other,Foot,False,True,18-29,armed,gun,gun,1,2,2017,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Bridgeton, NJ"
4710,2017-03-02,shot,knife,37,M,Hispanic,Paterson,NJ,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2017,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Paterson, NJ"
4711,2017-03-14,shot,unarmed,56,M,White,Toms River,NJ,True,attack,Not fleeing,False,True,45-59,unarmed,unarmed,unarmed,1,3,2017,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Toms River, NJ"
4712,2017-03-30,shot,undetermined,46,M,White,Cranbury Township,NJ,False,other,Car,False,True,45-59,undetermined,undetermined,undetermined,1,3,2017,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Cranbury Township, NJ"
4713,2017-04-06,shot,gun,37,M,Black,Newark,NJ,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,4,2017,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Newark, NJ"
4714,2017-04-14,shot,gun,37,M,None,Paterson,NJ,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,4,2017,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Paterson, NJ"
4715,2017-04-25,shot,gun,23,M,Black,Newark,NJ,False,other,Car,False,True,18-29,armed,gun,gun,1,4,2017,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Newark, NJ"
4716,2017-08-07,shot,knife,45,M,Hispanic,North Bergen,NJ,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2017,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"North Bergen, NJ"
4717,2017-08-18,shot,knife,60,M,None,Bloomfield,NJ,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,8,2017,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Bloomfield, NJ"
4718,2017-08-20,shot,gun,32,M,Black,Brick,NJ,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,8,2017,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Brick, NJ"
4719,2017-08-24,shot,gun,24,M,Black,Orange,NJ,False,other,Foot,False,True,18-29,armed,gun,gun,1,8,2017,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Orange, NJ"
4720,2018-01-22,shot,claimed to be armed,47,M,White,Millville,NJ,True,other,Not fleeing,False,True,45-59,undetermined,undetermined,undetermined,1,1,2018,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Millville, NJ"
4721,2018-03-20,shot,BB gun,56,M,White,Princeton,NJ,True,other,Not fleeing,False,True,45-59,armed,other weapon,air/bb/pellet guns,1,3,2018,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Princeton, NJ"
4722,2018-04-14,shot,gun,55,M,Hispanic,Millville,NJ,False,other,Car,False,True,45-59,armed,gun,gun,1,4,2018,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Millville, NJ"
4723,2018-06-08,shot,gun,47,M,White,Hardwick,NJ,True,attack,Car,False,True,45-59,armed,gun,gun,1,6,2018,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Hardwick, NJ"
4724,2018-06-09,shot,vehicle,36,F,Black,Deptford,NJ,False,other,Car,False,True,30-44,armed,other weapon,other weapon,1,6,2018,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Deptford, NJ"
4725,2018-06-12,shot,knife,32,M,White,Hardwick,NJ,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2018,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Hardwick, NJ"
4726,2018-06-17,shot,gun,33,M,Black,Trenton,NJ,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2018,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Trenton, NJ"
4727,2018-06-22,shot,knife,32,M,Black,Atlantic City,NJ,False,attack,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2018,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Atlantic City, NJ"
4728,2018-07-07,shot,unarmed,37,M,Black,Vineland,NJ,True,other,Not fleeing,True,True,30-44,unarmed,unarmed,unarmed,1,7,2018,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Vineland, NJ"
4729,2018-09-26,shot,vehicle,29,M,Black,Newark,NJ,False,attack,Car,False,True,18-29,armed,other weapon,other weapon,1,9,2018,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Newark, NJ"
4730,2018-10-18,shot,unarmed,19,M,Black,Vineland,NJ,False,other,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,10,2018,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Vineland, NJ"
4731,2018-11-12,shot,knife,39,M,White,Mantoloking,NJ,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,11,2018,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Mantoloking, NJ"
4732,2019-01-14,shot,gun,39,M,Black,Logan Township,NJ,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2019,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Logan Township, NJ"
4733,2019-01-28,shot,gun,46,M,Black,Newark,NJ,False,other,Car,True,True,45-59,armed,gun,gun,1,1,2019,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Newark, NJ"
4734,2019-01-31,shot,gun,24,M,None,Passaic,NJ,False,other,Foot,False,True,18-29,armed,gun,gun,1,1,2019,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Passaic, NJ"
4735,2019-03-14,shot,toy weapon,42,M,None,Trenton,NJ,True,other,Not fleeing,False,True,30-44,unarmed,unarmed,toy weapon,1,3,2019,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Trenton, NJ"
4736,2019-07-13,shot,knife,46,M,Black,Orange,NJ,False,other,Foot,False,True,45-59,armed,other weapon,knife/cutting instrument,1,7,2019,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Orange, NJ"
4737,2019-07-19,shot,garden tool,41,M,Hispanic,Pemberton,NJ,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2019,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Pemberton, NJ"
4738,2019-07-23,shot,pair of scissors,27,M,White,Asbury Park,NJ,True,other,Not fleeing,False,True,18-29,,,,1,7,2019,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Asbury Park, NJ"
4739,2019-08-05,shot,gun,39,M,Black,Irvington,NJ,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,8,2019,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Irvington, NJ"
4740,2019-10-18,shot,knife,38,M,White,Farmingdale,NJ,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,10,2019,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Farmingdale, NJ"
4741,2019-12-01,shot,gun,68,M,White,Secaucus,NJ,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,12,2019,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Secaucus, NJ"
4742,2019-12-10,shot,gun,50,F,Black,Jersey City,NJ,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,12,2019,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Jersey City, NJ"
4743,2019-12-10,shot,gun,47,M,Black,Jersey City,NJ,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,12,2019,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Jersey City, NJ"
4744,2020-01-23,shot,vehicle,32,M,Black,Bloomingdale,NJ,False,attack,Car,False,True,30-44,armed,other weapon,other weapon,1,1,2020,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Bloomingdale, NJ"
4745,2020-04-23,shot,gun,42,M,White,Paterson,NJ,True,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,4,2020,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Paterson, NJ"
4746,2020-04-26,shot,vehicle,48,M,None,Wayne,NJ,False,other,Car,False,True,45-59,armed,other weapon,other weapon,1,4,2020,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Wayne, NJ"
4747,2020-05-23,shot,unarmed,28,M,Black,Bass River,NJ,False,attack,Not fleeing,True,True,18-29,unarmed,unarmed,unarmed,1,5,2020,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Bass River, NJ"
4748,2020-05-23,shot,gun,36,M,Black,Paterson,NJ,False,undetermined,Not fleeing,False,True,30-44,armed,gun,gun,1,5,2020,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Paterson, NJ"
4749,2020-07-14,shot,toy weapon,24,M,White,Morris Township,NJ,True,attack,Not fleeing,False,True,18-29,unarmed,unarmed,toy weapon,1,7,2020,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Morris Township, NJ"
4750,2020-08-06,shot,bottle,30,M,Black,Ventnor,NJ,False,other,Not fleeing,True,True,18-29,armed,other weapon,other weapon,1,8,2020,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Ventnor, NJ"
4751,2020-08-21,shot,knife,39,M,Black,Asbury Park,NJ,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2020,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Asbury Park, NJ"
4752,2021-01-01,shot,undetermined,39,M,Black,Newark,NJ,False,undetermined,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,1,2021,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Newark, NJ"
4753,2021-04-05,shot,undetermined,41,M,None,Buena Vista,NJ,False,other,Car,False,True,30-44,undetermined,undetermined,undetermined,1,4,2021,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Buena Vista, NJ"
4754,2021-06-07,shot,knife,47,M,None,Bayonne,NJ,True,other,Not fleeing,True,True,45-59,armed,other weapon,knife/cutting instrument,1,6,2021,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Bayonne, NJ"
4755,2021-06-16,shot,undetermined,37,M,None,Leonia,NJ,False,undetermined,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,6,2021,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Leonia, NJ"
4756,2021-07-04,shot,undetermined,37,M,Black,Newton,NJ,True,undetermined,Not fleeing,True,True,30-44,undetermined,undetermined,undetermined,1,7,2021,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Newton, NJ"
4757,2021-09-14,shot,toy weapon,49,M,None,Mantua Township,NJ,False,other,Not fleeing,True,True,45-59,unarmed,unarmed,toy weapon,1,9,2021,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Mantua Township, NJ"
4758,2021-09-28,shot,sword,43,M,None,Hillsborough,NJ,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,9,2021,3,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Hillsborough, NJ"
4759,2021-11-06,shot,gun,34,M,Black,Long Branch,NJ,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2021,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Long Branch, NJ"
4760,2021-11-07,shot,gun,37,M,None,Knowlton Township,NJ,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,11,2021,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Knowlton Township, NJ"
4761,2021-12-18,shot,vehicle,20,M,None,Vineland,NJ,False,attack,Not fleeing,False,True,18-29,armed,other weapon,other weapon,1,12,2021,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Vineland, NJ"
4762,2021-12-29,shot,undetermined,25,M,Black,Paterson,NJ,False,undetermined,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,12,2021,4,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Paterson, NJ"
4763,2022-01-06,shot,knife,55,M,White,Keansburg,NJ,False,attack,Not fleeing,True,True,45-59,armed,other weapon,knife/cutting instrument,1,1,2022,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Keansburg, NJ"
4764,2022-02-16,shot,undetermined,45,M,None,Plainsboro,NJ,False,undetermined,Not fleeing,False,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Plainsboro, NJ"
4765,2022-04-12,shot,ax,49,M,None,Edison,NJ,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,4,2022,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Edison, NJ"
4766,2022-05-24,shot,gun,59,M,None,Jersey City,NJ,False,other,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2022,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"Jersey City, NJ"
4767,2022-06-03,shot,gun,32,M,None,West New York,NJ,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2022,2,New Jersey,8867949,8870827,8885525,8886025,8882190,9279743,9267130,"West New York, NJ"
4768,2015-01-15,shot,gun,27,M,Black,Indianapolis,IN,False,attack,Foot,False,True,18-29,armed,gun,gun,1,1,2015,1,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4769,2015-02-21,shot,knife,51,M,White,Indianapolis,IN,False,attack,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,2,2015,1,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4770,2015-02-26,tasered and shot,unarmed,31,M,White,Terre Haute,IN,False,other,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,2,2015,1,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Terre Haute, IN"
4771,2015-03-21,shot,gun,60,M,White,Harmony,IN,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2015,1,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Harmony, IN"
4772,2015-04-06,shot,gun,23,M,White,Indianapolis,IN,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,4,2015,2,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4773,2015-04-09,shot,gun,29,M,Black,Monon,IN,False,attack,Car,False,True,18-29,armed,gun,gun,1,4,2015,2,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Monon, IN"
4774,2015-04-12,shot,gun,36,M,Black,Indianapolis,IN,False,attack,Foot,True,True,30-44,armed,gun,gun,1,4,2015,2,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4775,2015-06-08,shot,gun,54,M,None,Beech Grove,IN,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2015,2,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Beech Grove, IN"
4776,2015-06-12,shot,toy weapon,17,F,White,Kokomo,IN,True,attack,Not fleeing,False,True,Under 18,unarmed,unarmed,toy weapon,1,6,2015,2,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Kokomo, IN"
4777,2015-06-13,shot,gun,46,M,White,Fort Wayne,IN,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2015,2,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Fort Wayne, IN"
4778,2015-06-23,shot,unarmed,34,M,White,Indianapolis,IN,False,other,Car,False,True,30-44,unarmed,unarmed,unarmed,1,6,2015,2,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4779,2015-08-03,shot,toy weapon,35,M,White,Muncie,IN,True,attack,Not fleeing,False,True,30-44,unarmed,unarmed,toy weapon,1,8,2015,3,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Muncie, IN"
4780,2015-08-09,shot,undetermined,15,M,Black,Indianapolis,IN,False,attack,Not fleeing,False,True,Under 18,undetermined,undetermined,undetermined,1,8,2015,3,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4781,2015-08-15,tasered and shot,unarmed,43,M,White,Hanover,IN,False,attack,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,8,2015,3,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Hanover, IN"
4782,2015-09-04,tasered and shot,metal pipe,49,M,Hispanic,French Lick,IN,False,attack,Not fleeing,False,True,45-59,armed,other weapon,other weapon,1,9,2015,3,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"French Lick, IN"
4783,2015-09-10,shot,gun,29,M,Black,Indianapolis,IN,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,9,2015,3,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4784,2015-09-20,shot,gun,56,M,White,Shelbyville,IN,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,9,2015,3,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Shelbyville, IN"
4785,2015-12-10,shot,gun,34,M,White,Indianapolis,IN,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2015,4,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4786,2015-12-12,shot,knife,25,M,Black,Indianapolis,IN,True,attack,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,12,2015,4,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4787,2016-03-15,shot,knife,38,M,White,Evansville,IN,False,other,Car,True,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2016,1,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Evansville, IN"
4788,2016-03-20,shot,gun,62,M,Hispanic,Fort Wayne,IN,False,attack,Foot,False,True,60-75,armed,gun,gun,1,3,2016,1,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Fort Wayne, IN"
4789,2016-04-02,shot,gun,30,M,Black,Indianapolis,IN,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,4,2016,2,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4790,2016-04-05,shot,unarmed,44,M,Black,Indianapolis,IN,False,attack,Not fleeing,True,True,30-44,unarmed,unarmed,unarmed,1,4,2016,2,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4791,2016-04-15,shot,undetermined,26,M,White,Muncie,IN,False,attack,Foot,True,True,18-29,undetermined,undetermined,undetermined,1,4,2016,2,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Muncie, IN"
4792,2016-05-27,shot,gun,59,M,White,Indianapolis,IN,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2016,2,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4793,2016-06-04,shot,knife,31,M,White,Muncie,IN,True,other,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2016,2,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Muncie, IN"
4794,2016-07-25,shot,gun,32,M,Black,Indianapolis,IN,False,attack,Car,False,True,30-44,armed,gun,gun,1,7,2016,3,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Indianapolis, IN"
4795,2016-10-07,shot,knife,36,M,White,Fort Wayne,IN,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,10,2016,4,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Fort Wayne, IN"
4796,2016-10-08,shot,knife,62,M,White,Fort Wayne,IN,False,other,Not fleeing,False,True,60-75,armed,other weapon,knife/cutting instrument,1,10,2016,4,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Fort Wayne, IN"
4797,2016-11-29,shot,knife,29,M,White,Avon,IN,True,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,11,2016,4,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Avon, IN"
4798,2016-12-04,shot,gun,29,M,Black,Elkhart,IN,False,attack,Car,False,True,18-29,armed,gun,gun,1,12,2016,4,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Elkhart, IN"
4799,2016-12-10,shot,knife,36,M,White,Greenwood,IN,False,other,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,12,2016,4,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Greenwood, IN"
4800,2016-12-21,shot,undetermined,46,M,None,Knox,IN,False,other,Not fleeing,False,True,45-59,undetermined,undetermined,undetermined,1,12,2016,4,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Knox, IN"
4801,2017-01-04,shot,unknown weapon,45,M,White,English,IN,False,attack,Car,False,True,30-44,armed,other weapon,other weapon,1,1,2017,1,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"English, IN"
4802,2017-01-18,shot,gun,19,M,Black,Gary,IN,False,attack,Car,False,True,18-29,armed,gun,gun,1,1,2017,1,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Gary, IN"
4803,2017-02-08,shot,gun,29,M,White,Brookville,IN,False,other,Not fleeing,False,True,18-29,armed,gun,gun,1,2,2017,1,Indiana,6608422,6634304,6658078,6695497,6732219,6785644,6805985,"Brookville, IN"
