,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter
4255,2019-05-07,shot,gun,59,M,White,Lumberton,MS,True,other,Not fleeing,False,-89.449,31.0,True,45-59,armed,gun,gun,1,5,2019,2
4256,2019-05-07,shot,gun,32,M,Hispanic,Goleta,CA,False,attack,Not fleeing,False,-119.79,34.44,True,30-44,armed,gun,gun,1,5,2019,2
4257,2019-05-09,shot,vehicle,31,M,None,Wytheville,VA,False,attack,Car,False,-81.086,36.94,True,30-44,armed,other weapon,other weapon,1,5,2019,2
4258,2019-05-09,shot,gun,49,M,Hispanic,Montebello,CA,False,attack,Not fleeing,False,-118.355,34.084,True,45-59,armed,gun,gun,1,5,2019,2
4259,2019-05-09,shot,knife,31,M,Black,Seattle,WA,True,attack,Not fleeing,True,-122.331,47.603,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2019,2
4260,2019-05-09,shot,gun,29,M,Hispanic,Phoenix,AZ,False,attack,Not fleeing,False,-112.083,33.437,True,18-29,armed,gun,gun,1,5,2019,2
4261,2019-05-10,shot,gun,25,M,Black,Tulsa,OK,True,attack,Foot,True,-95.993,36.09,True,18-29,armed,gun,gun,1,5,2019,2
4262,2019-05-11,shot,gun,26,M,Black,Chicago,IL,False,attack,Foot,False,-87.718,41.862,True,18-29,armed,gun,gun,1,5,2019,2
4263,2019-05-11,shot,gun,35,M,Black,Savannah,GA,False,attack,Foot,False,-81.1,32.057,True,30-44,armed,gun,gun,1,5,2019,2
4264,2019-05-11,shot,gun,39,M,White,Tunbridge,VT,False,attack,Not fleeing,False,,,True,30-44,armed,gun,gun,1,5,2019,2
4265,2019-05-11,shot,gun,43,M,None,Parks,AZ,False,other,Car,False,-111.947,35.313,True,30-44,armed,gun,gun,1,5,2019,2
4266,2019-05-11,shot,gun,26,M,Hispanic,South Sioux City,NE,False,attack,Not fleeing,False,-96.413,42.477,True,18-29,armed,gun,gun,1,5,2019,2
4267,2019-05-13,shot,knife,36,M,Black,Gardena,CA,False,attack,Not fleeing,True,-118.305,33.902,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2019,2
4268,2019-05-13,shot,Taser,45,F,Black,Baytown,TX,False,attack,Not fleeing,False,-94.98,29.745,True,30-44,armed,other weapon,other weapon,1,5,2019,2
4269,2019-05-13,shot,gun,45,M,White,Rising Sun,MD,True,attack,Not fleeing,False,-76.04,39.714,True,30-44,armed,gun,gun,1,5,2019,2
4270,2019-05-14,shot,gun,54,M,White,Las Vegas,NV,True,other,Not fleeing,False,-115.141,36.134,True,45-59,armed,gun,gun,1,5,2019,2
4271,2019-05-15,shot,knife,43,M,Hispanic,Tamarac,FL,False,attack,Not fleeing,False,-80.287,26.223,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2019,2
4272,2019-05-15,shot,gun,35,M,Black,Appleton,WI,True,attack,Not fleeing,True,-88.406,44.263,True,30-44,armed,gun,gun,1,5,2019,2
4273,2019-05-15,shot,vehicle,30,M,Black,Louisville,KY,False,attack,Car,False,-85.58,38.188,True,18-29,armed,other weapon,other weapon,1,5,2019,2
4274,2019-05-16,shot,gun,37,M,Hispanic,Palm Beach Gardens,FL,False,attack,Not fleeing,False,-80.105,26.838,True,30-44,armed,gun,gun,1,5,2019,2
4275,2019-05-16,shot,gun,58,F,White,New Boston,TX,True,attack,Not fleeing,False,-94.415,33.462,True,45-59,armed,gun,gun,1,5,2019,2
4276,2019-05-17,shot,knife,39,M,Hispanic,Davie,FL,False,other,Not fleeing,False,-80.244,26.065,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2019,2
4277,2019-05-17,shot,gun,40,M,Black,New Orleans,LA,False,attack,Not fleeing,True,-89.999,30.024,True,30-44,armed,gun,gun,1,5,2019,2
4278,2019-05-17,shot,gun,36,M,Black,Pasadena,CA,False,attack,Not fleeing,True,-118.155,34.172,True,30-44,armed,gun,gun,1,5,2019,2
4279,2019-05-18,shot,undetermined,27,M,Native,Tonalea,AZ,False,undetermined,Not fleeing,False,-110.963,36.322,True,18-29,undetermined,undetermined,undetermined,1,5,2019,2
4280,2019-05-18,shot,knife,20,M,Hispanic,Garden Grove,CA,True,attack,Not fleeing,False,-117.922,33.794,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2019,2
4281,2019-05-19,shot,gun,17,M,Hispanic,Phoenix,AZ,False,attack,Foot,False,-112.048,33.461,True,Under 18,armed,gun,gun,1,5,2019,2
4282,2019-05-19,shot,unknown weapon,59,M,Hispanic,Huron,CA,False,attack,Not fleeing,False,-120.103,36.2,True,45-59,armed,other weapon,other weapon,1,5,2019,2
4283,2019-05-19,shot,gun,47,F,White,Carlsbad,NM,False,attack,Not fleeing,False,,,True,45-59,armed,gun,gun,1,5,2019,2
4284,2019-05-19,shot,gun,45,M,Other,Miami Gardens,FL,False,attack,Not fleeing,False,-80.241,25.962,True,30-44,armed,gun,gun,1,5,2019,2
4285,2019-05-19,shot,gun,46,M,None,Trinidad,CO,False,attack,Car,False,-104.508,37.174,True,45-59,armed,gun,gun,1,5,2019,2
4286,2019-05-20,shot,gun,34,F,White,Blackwell,OK,False,attack,Car,False,-97.288,36.812,True,30-44,armed,gun,gun,1,5,2019,2
4287,2019-05-20,shot,knife,46,M,Hispanic,Archdale,NC,False,attack,Not fleeing,False,-80.037,35.911,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2019,2
4288,2019-05-20,shot,knife,26,M,Black,Auburn,WA,False,attack,Not fleeing,False,-122.214,47.243,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2019,2
4289,2019-05-21,shot,hammer,21,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,-118.198,33.93,True,18-29,armed,other weapon,other weapon,1,5,2019,2
4290,2019-05-21,shot,gun,29,M,White,Auburn,ME,False,attack,Not fleeing,False,-70.2,44.127,True,18-29,armed,gun,gun,1,5,2019,2
4291,2019-05-22,shot,gun,33,M,White,Ashland,WI,False,other,Car,False,-90.882,46.585,True,30-44,armed,gun,gun,1,5,2019,2
4292,2019-05-22,shot,vehicle,32,M,None,Montgomery Creek,KY,False,attack,Car,False,,,True,30-44,armed,other weapon,other weapon,1,5,2019,2
4293,2019-05-22,shot,gun,47,M,White,Inman,SC,False,attack,Not fleeing,False,-82.196,35.039,True,45-59,armed,gun,gun,1,5,2019,2
4294,2019-05-22,shot,gun,22,M,Black,Chicago,IL,True,attack,Not fleeing,False,,,True,18-29,armed,gun,gun,1,5,2019,2
4295,2019-05-22,shot,gun,37,M,None,Orange Park,FL,False,attack,Not fleeing,False,-81.787,30.125,True,30-44,armed,gun,gun,1,5,2019,2
4296,2019-05-23,shot,unarmed,41,M,White,Montgomery,NY,False,other,Not fleeing,False,-74.222,41.506,True,30-44,unarmed,unarmed,unarmed,1,5,2019,2
4297,2019-05-23,shot,gun,28,M,White,Pearl River County,MS,True,attack,Car,False,-89.621,30.625,True,18-29,armed,gun,gun,1,5,2019,2
4298,2019-05-23,shot,gun,56,M,White,Wichita,KS,True,attack,Not fleeing,False,-97.346,37.62,True,45-59,armed,gun,gun,1,5,2019,2
4299,2019-05-24,shot,gun,41,M,White,Indian River County,FL,False,attack,Car,False,-80.705,28.072,True,30-44,armed,gun,gun,1,5,2019,2
4300,2019-05-24,shot,gun,35,M,Hispanic,Houston,TX,False,other,Not fleeing,False,-95.328,29.64,True,30-44,armed,gun,gun,1,5,2019,2
4301,2019-05-24,shot,unknown weapon,59,M,Other,Fort Lauderdale,FL,False,other,Other,False,-80.177,26.135,True,45-59,armed,other weapon,other weapon,1,5,2019,2
4302,2019-05-26,shot,gun,30,M,Black,Kansas City,MO,False,attack,Foot,False,,,True,18-29,armed,gun,gun,1,5,2019,2
4303,2019-05-26,shot,gun,48,M,None,Odessa,TX,False,attack,Not fleeing,False,-102.293,31.896,True,45-59,armed,gun,gun,1,5,2019,2
4304,2019-05-27,shot,gun,49,M,White,Wichita,KS,True,attack,Foot,False,-97.366,37.661,True,45-59,armed,gun,gun,1,5,2019,2
4305,2019-05-27,shot,gun,41,M,Black,Joliet,IL,False,attack,Not fleeing,False,-88.046,41.548,True,30-44,armed,gun,gun,1,5,2019,2
4306,2019-05-28,shot,gun,21,M,Black,Chicago,IL,False,other,Not fleeing,False,-87.575,41.748,True,18-29,armed,gun,gun,1,5,2019,2
4307,2019-05-29,shot,gun,62,M,White,Wilmington,NC,True,attack,Not fleeing,False,-77.9,34.177,False,60-75,armed,gun,gun,1,5,2019,2
4308,2019-05-30,shot,gun and knife,33,F,Hispanic,Ontario,CA,True,other,Not fleeing,True,-117.655,34.043,True,30-44,armed,gun,gun,1,5,2019,2
4309,2019-05-30,shot,gun,32,F,Black,Huntsville,AL,True,attack,Not fleeing,False,-86.608,34.709,True,30-44,armed,gun,gun,1,5,2019,2
4310,2019-05-30,shot,gun,22,M,Hispanic,Amarillo,TX,False,attack,Foot,False,-101.831,35.202,True,18-29,armed,gun,gun,1,5,2019,2
4311,2019-05-30,shot,gun,58,M,White,Havre de Grace,MD,True,other,Not fleeing,False,-76.133,39.579,True,45-59,armed,gun,gun,1,5,2019,2
4312,2019-05-31,shot,vehicle,32,M,White,Gorham,ME,False,attack,Car,False,-70.439,43.682,True,30-44,armed,other weapon,other weapon,1,5,2019,2
4313,2019-05-31,shot,unarmed,26,M,Asian,Auburn,WA,True,other,Not fleeing,False,-122.214,47.295,True,18-29,unarmed,unarmed,unarmed,1,5,2019,2
4314,2019-06-01,shot,unarmed,35,M,Native,Bartlesville,OK,True,undetermined,Not fleeing,False,-95.917,36.735,True,30-44,unarmed,unarmed,unarmed,1,6,2019,2
4315,2019-06-01,shot,gun,27,M,White,Anderson,CA,False,other,Not fleeing,False,-122.298,40.438,True,18-29,armed,gun,gun,1,6,2019,2
4316,2019-06-01,shot,knife,35,M,Black,Shreveport,LA,False,attack,Not fleeing,False,-93.745,32.519,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2
4317,2019-06-01,shot,flashlight,38,M,White,Fort Worth,TX,True,attack,Not fleeing,False,-97.341,32.665,True,30-44,armed,other weapon,other weapon,1,6,2019,2
4318,2019-06-02,shot,crowbar,23,M,Black,Walnut Creek,CA,True,attack,Not fleeing,True,-122.062,37.886,True,18-29,armed,other weapon,other weapon,1,6,2019,2
4319,2019-06-03,shot,gun,59,M,White,Collierville,TN,True,attack,Not fleeing,False,-89.664,35.064,True,45-59,armed,gun,gun,1,6,2019,2
4320,2019-06-03,shot,gun,23,M,White,San Ysidro,CA,True,attack,Car,False,-117.047,32.556,True,18-29,armed,gun,gun,1,6,2019,2
4321,2019-06-03,shot,gun,43,M,Black,Ardsley,NY,False,attack,Not fleeing,False,-73.849,41.013,True,30-44,armed,gun,gun,1,6,2019,2
4322,2019-06-03,shot,unarmed,41,M,White,Detroit,MI,False,other,Car,False,-83.119,42.3,True,30-44,unarmed,unarmed,unarmed,1,6,2019,2
4323,2019-06-04,shot,knife,56,M,White,Davidsonville,MD,False,other,Not fleeing,False,-76.629,38.925,True,45-59,armed,other weapon,knife/cutting instrument,1,6,2019,2
4324,2019-06-04,shot,gun,45,M,White,Indialantic,FL,False,attack,Not fleeing,False,-80.575,28.106,True,30-44,armed,gun,gun,1,6,2019,2
4325,2019-06-05,shot,gun,28,M,Hispanic,Bernalillo,NM,False,other,Not fleeing,False,-106.545,35.318,True,18-29,armed,gun,gun,1,6,2019,2
4326,2019-06-05,shot,gun,37,M,White,Jonesboro,AR,True,other,Not fleeing,False,-90.553,35.807,True,30-44,armed,gun,gun,1,6,2019,2
4327,2019-06-05,shot,knife,54,M,White,Trinity,NC,True,attack,Not fleeing,False,-79.932,35.864,True,45-59,armed,other weapon,knife/cutting instrument,1,6,2019,2
4328,2019-06-05,shot,gun,39,M,White,Escalon,CA,False,attack,Not fleeing,False,-120.997,37.797,True,30-44,armed,gun,gun,1,6,2019,2
4329,2019-06-06,shot,unarmed,24,M,Black,Los Angeles,CA,False,other,Car,False,-118.27,33.913,True,18-29,unarmed,unarmed,unarmed,1,6,2019,2
4330,2019-06-06,shot,sharp object,41,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,True,-118.263,34.121,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2
4331,2019-06-06,shot,gun,27,M,Black,Los Angeles,CA,False,other,Not fleeing,False,-118.2,33.932,True,18-29,armed,gun,gun,1,6,2019,2
4332,2019-06-06,shot,gun,70,M,White,Braxton,MS,True,attack,Not fleeing,False,-89.97,32.025,True,60-75,armed,gun,gun,1,6,2019,2
4333,2019-06-06,shot,gun,33,M,Hispanic,Modesto,CA,False,attack,Not fleeing,False,-120.992,37.608,True,30-44,armed,gun,gun,1,6,2019,2
4334,2019-06-06,shot,gun,35,M,Hispanic,San Gabriel,CA,False,attack,Not fleeing,False,-118.098,34.073,True,30-44,armed,gun,gun,1,6,2019,2
4335,2019-06-06,shot,gun,26,M,Black,St. Louis,MO,False,attack,Foot,False,-90.23,38.64,True,18-29,armed,gun,gun,1,6,2019,2
4336,2019-06-06,shot,gun,58,M,White,Bonnyman,KY,False,attack,Not fleeing,False,-83.236,37.314,True,45-59,armed,gun,gun,1,6,2019,2
4337,2019-06-07,shot,gun,46,M,White,Bristol,TN,False,other,Not fleeing,False,-82.184,36.57,True,45-59,armed,gun,gun,1,6,2019,2
4338,2019-06-08,shot,gun,39,M,Black,Clearwater,FL,False,other,Not fleeing,False,-82.792,27.978,True,30-44,armed,gun,gun,1,6,2019,2
4339,2019-06-08,shot,ax,33,F,Hispanic,Fresno,CA,True,attack,Not fleeing,True,-119.805,36.733,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2
4340,2019-06-09,shot,gun,20,M,Black,Fort Worth,TX,False,other,Foot,False,-97.241,32.709,True,18-29,armed,gun,gun,1,6,2019,2
4341,2019-06-09,shot,knife,38,M,White,Portland,OR,False,other,Not fleeing,False,-122.685,45.53,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2
4342,2019-06-09,shot,gun,41,M,White,Shirley,AR,False,attack,Not fleeing,False,,,True,30-44,armed,gun,gun,1,6,2019,2
4343,2019-06-09,shot,gun,32,M,Hispanic,Menifee,CA,False,attack,Car,False,-117.154,33.651,True,30-44,armed,gun,gun,1,6,2019,2
4344,2019-06-10,shot,vehicle,38,M,White,Kingsport,TN,False,attack,Not fleeing,False,-82.574,36.499,True,30-44,armed,other weapon,other weapon,1,6,2019,2
4345,2019-06-10,shot,gun,24,M,Black,Oklahoma City,OK,False,other,Not fleeing,True,,,True,18-29,armed,gun,gun,1,6,2019,2
4346,2019-06-10,shot,gun,19,M,Black,Lawton,OK,True,other,Car,False,-98.469,34.621,True,18-29,armed,gun,gun,1,6,2019,2
4347,2019-06-11,shot,knife,27,M,Black,Porteau,OK,False,attack,Not fleeing,False,-94.629,35.078,True,18-29,armed,other weapon,knife/cutting instrument,1,6,2019,2
4348,2019-06-11,shot,barstool,40,M,Hispanic,Orlando,FL,True,attack,Not fleeing,False,-81.286,28.495,True,30-44,armed,other weapon,other weapon,1,6,2019,2
4349,2019-06-11,shot,unknown weapon,61,M,White,Hopkins County,TX,False,other,Not fleeing,False,-95.46,33.063,True,60-75,armed,other weapon,other weapon,1,6,2019,2
4350,2019-06-11,shot,toy weapon,56,M,None,San Leandro,CA,True,other,Not fleeing,False,-122.179,37.725,True,45-59,unarmed,unarmed,toy weapon,1,6,2019,2
4351,2019-06-11,shot,gun,52,M,None,Riverside,CA,False,attack,Not fleeing,False,-117.444,33.864,True,45-59,armed,gun,gun,1,6,2019,2
4352,2019-06-12,shot,vehicle,20,M,Black,Memphis,TN,False,attack,Foot,False,-89.994,35.24,True,18-29,armed,other weapon,other weapon,1,6,2019,2
4353,2019-06-12,shot,unarmed,35,M,Hispanic,Farmers Branch,TX,False,other,Car,False,-96.926,32.896,True,30-44,unarmed,unarmed,unarmed,1,6,2019,2
4354,2019-06-13,shot,vehicle,17,M,Black,Rockville,MD,False,attack,Car,False,-77.107,39.053,True,Under 18,armed,other weapon,other weapon,1,6,2019,2
4355,2019-06-13,shot,vehicle,22,M,Black,Jacksonville,AR,False,attack,Car,False,-92.127,34.865,True,18-29,armed,other weapon,other weapon,1,6,2019,2
4356,2019-06-14,shot,undetermined,33,M,None,Delano,CA,False,undetermined,Foot,False,-119.266,35.79,True,30-44,undetermined,undetermined,undetermined,1,6,2019,2
4357,2019-06-15,shot,gun,45,M,White,Belmont,NH,True,other,Not fleeing,False,-71.486,43.428,True,30-44,armed,gun,gun,1,6,2019,2
4358,2019-06-15,shot,knife,20,M,Black,Renton,WA,True,attack,Not fleeing,False,-122.207,47.481,True,18-29,armed,other weapon,knife/cutting instrument,1,6,2019,2
4359,2019-06-15,shot,unknown weapon,18,M,Black,Racine,WI,False,other,Other,False,-87.794,42.7,True,Under 18,armed,other weapon,other weapon,1,6,2019,2
4360,2019-06-15,shot,gun,28,M,Black,Birmingham,AL,False,attack,Car,False,-87.001,33.456,True,18-29,armed,gun,gun,1,6,2019,2
4361,2019-06-15,shot,knife,38,M,Hispanic,Toppenish,WA,False,other,Not fleeing,False,-120.306,46.382,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2
4362,2019-06-15,shot,gun,34,M,None,Pearland,TX,False,other,Not fleeing,False,-95.395,29.555,True,30-44,armed,gun,gun,1,6,2019,2
4363,2019-06-16,shot,knife,53,M,Black,South Bend,IN,False,attack,Not fleeing,False,-86.256,41.676,True,45-59,armed,other weapon,knife/cutting instrument,1,6,2019,2
4364,2019-06-16,shot,gun,31,M,Hispanic,Tucson,AZ,False,attack,Not fleeing,False,-111.003,32.148,True,30-44,armed,gun,gun,1,6,2019,2
4365,2019-06-16,shot,gun,48,M,White,Fairbanks,AK,False,attack,Not fleeing,False,-147.716,64.838,True,45-59,armed,gun,gun,1,6,2019,2
4366,2019-06-17,shot,vehicle,20,M,Hispanic,Brownsville,TX,False,attack,Car,False,-97.507,25.925,True,18-29,armed,other weapon,other weapon,1,6,2019,2
4367,2019-06-17,shot,gun,35,M,Hispanic,Las Cruces,NM,False,attack,Car,False,-106.743,32.316,True,30-44,armed,gun,gun,1,6,2019,2
4368,2019-06-17,shot,gun,22,M,White,Dallas,TX,True,attack,Foot,False,-96.802,32.779,True,18-29,armed,gun,gun,1,6,2019,2
4369,2019-06-18,shot,knife,18,M,Hispanic,Centralia,WA,False,other,Not fleeing,False,-122.941,46.73,True,Under 18,armed,other weapon,knife/cutting instrument,1,6,2019,2
4370,2019-06-18,shot,gun,34,M,None,Friendly Hills,CO,False,attack,Not fleeing,False,-105.146,39.624,True,30-44,armed,gun,gun,1,6,2019,2
4371,2019-06-18,shot,toy weapon,74,M,Black,Syracuse,NY,False,attack,Not fleeing,False,-76.148,43.016,True,60-75,unarmed,unarmed,toy weapon,1,6,2019,2
4372,2019-06-20,shot,gun,33,M,Hispanic,Mission,TX,True,attack,Foot,False,-98.302,26.212,True,30-44,armed,gun,gun,1,6,2019,2
4373,2019-06-20,shot,gun,38,M,White,Tulsa,OK,False,attack,Car,True,-95.851,36.133,True,30-44,armed,gun,gun,1,6,2019,2
4374,2019-06-20,shot,gun,38,M,White,Ashville,OH,False,other,Car,False,-82.951,39.734,True,30-44,armed,gun,gun,1,6,2019,2
4375,2019-06-22,shot,gun,26,M,Hispanic,Big Sur,CA,False,attack,Not fleeing,False,-121.777,36.243,True,18-29,armed,gun,gun,1,6,2019,2
4376,2019-06-22,shot,gun,41,M,White,Phoenix,MD,False,other,Not fleeing,True,-76.557,39.49,True,30-44,armed,gun,gun,1,6,2019,2
4377,2019-06-23,shot,knife,29,M,White,Springfield,OH,True,attack,Foot,False,-83.729,39.97,True,18-29,armed,other weapon,knife/cutting instrument,1,6,2019,2
4378,2019-06-24,shot,gun,19,M,Black,Boston,MA,False,attack,Car,True,-71.063,42.295,True,18-29,armed,gun,gun,1,6,2019,2
4379,2019-06-24,shot,gun,61,M,Black,Englewood,FL,False,attack,Not fleeing,False,-82.298,26.942,True,60-75,armed,gun,gun,1,6,2019,2
4380,2019-06-24,shot,knife,34,M,White,Seminole,TX,False,attack,Not fleeing,False,-102.645,32.719,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2
4381,2019-06-25,shot,knife,35,M,Hispanic,San Antonio,TX,True,other,Not fleeing,False,-98.482,29.417,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2
4382,2019-06-25,shot,knife,37,M,None,Miami,FL,False,other,Not fleeing,False,-80.197,25.772,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2
4383,2019-06-25,shot,knife,43,M,White,Menasha,WI,False,other,Not fleeing,False,-88.453,44.216,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2
4384,2019-06-26,shot,sword,50,M,White,Timberville,VA,False,attack,Not fleeing,False,-78.772,38.625,True,45-59,armed,other weapon,knife/cutting instrument,1,6,2019,2
4385,2019-06-26,shot,sharp object,32,M,Black,Sugarcreek,OH,False,attack,Not fleeing,True,-81.641,40.505,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2
4386,2019-06-27,shot,gun,50,M,Black,Springfield,FL,False,attack,Not fleeing,False,-85.611,30.153,True,45-59,armed,gun,gun,1,6,2019,2
4387,2019-06-27,shot,undetermined,54,M,Black,Orangeburg,SC,False,undetermined,Not fleeing,False,-80.856,33.492,True,45-59,undetermined,undetermined,undetermined,1,6,2019,2
4388,2019-06-27,shot,gun,35,M,White,Wolfe County,KY,False,other,Not fleeing,False,-83.395,37.805,True,30-44,armed,gun,gun,1,6,2019,2
4389,2019-06-27,shot,gun,33,M,White,Omaha,NE,True,attack,Not fleeing,False,-95.956,41.179,True,30-44,armed,gun,gun,1,6,2019,2
4390,2019-06-27,shot,unarmed,18,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,-118.144,34.03,True,Under 18,unarmed,unarmed,unarmed,1,6,2019,2
4391,2019-06-27,shot,vehicle,50,M,White,Tulsa,OK,False,attack,Car,False,-95.916,36.072,True,45-59,armed,other weapon,other weapon,1,6,2019,2
4392,2019-06-27,shot,gun,41,M,Hispanic,Yucca Valley,CA,False,attack,Not fleeing,False,-116.405,34.168,True,30-44,armed,gun,gun,1,6,2019,2
4393,2019-06-28,shot,gun,37,M,Black,Pueblo,CO,False,other,Car,False,-104.574,38.288,True,30-44,armed,gun,gun,1,6,2019,2
4394,2019-06-28,shot,gun,76,M,White,Smyrna,TN,False,attack,Not fleeing,False,-86.526,35.976,True,Over 75,armed,gun,gun,1,6,2019,2
4395,2019-06-28,shot,gun,34,M,None,Houston,TX,False,attack,Car,False,-95.555,29.671,True,30-44,armed,gun,gun,1,6,2019,2
4396,2019-06-28,shot,gun,19,M,White,Pearl,MS,False,attack,Not fleeing,False,-90.051,32.252,True,18-29,armed,gun,gun,1,6,2019,2
4397,2019-06-28,shot,gun,40,M,White,Bacliff,TX,False,attack,Not fleeing,False,-94.986,29.509,True,30-44,armed,gun,gun,1,6,2019,2
4398,2019-06-29,shot,gun,61,M,White,Denton County,TX,False,attack,Not fleeing,False,-97.126,33.102,True,60-75,armed,gun,gun,1,6,2019,2
4399,2019-06-29,shot,gun,61,M,White,Lantana,TX,False,attack,Not fleeing,True,-97.125,33.102,True,60-75,armed,gun,gun,1,6,2019,2
4400,2019-07-01,shot,gun,22,M,Hispanic,Denver,CO,False,attack,Not fleeing,False,-104.925,39.729,True,18-29,armed,gun,gun,1,7,2019,3
4401,2019-07-01,shot,gun,52,M,White,Pontotoc County,MS,False,attack,Car,False,-88.965,34.104,True,45-59,armed,gun,gun,1,7,2019,3
4402,2019-07-01,shot,knife,23,M,Asian,Athens,GA,True,attack,Not fleeing,True,-83.399,33.914,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2019,3
4403,2019-07-01,shot,knife,67,M,Black,Port St. Lucie,FL,False,other,Not fleeing,False,-80.402,27.25,True,60-75,armed,other weapon,knife/cutting instrument,1,7,2019,3
4404,2019-07-02,shot,ax,44,M,White,Bagley Township,MI,True,attack,Not fleeing,False,-84.693,44.915,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2019,3
4405,2019-07-02,shot,gun,23,M,Other,Eagan,MN,False,other,Foot,True,-93.206,44.823,True,18-29,armed,gun,gun,1,7,2019,3
4406,2019-07-02,shot,gun,35,M,None,Albuquerque,NM,False,attack,Not fleeing,False,-106.55,35.074,True,30-44,armed,gun,gun,1,7,2019,3
4407,2019-07-02,shot,gun,39,M,Black,Elyria,OH,False,attack,Car,False,-82.097,41.346,True,30-44,armed,gun,gun,1,7,2019,3
4408,2019-07-03,shot,hammer,53,M,White,Salem,IN,False,other,Not fleeing,False,-86.091,38.606,True,45-59,armed,other weapon,other weapon,1,7,2019,3
4409,2019-07-03,shot,screwdriver,39,M,Native,Poulsbo,WA,True,other,Not fleeing,False,-122.648,47.735,True,30-44,armed,other weapon,other weapon,1,7,2019,3
4410,2019-07-03,shot,knife,26,M,White,West Des Moines,IA,True,other,Not fleeing,False,-93.765,41.587,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2019,3
4411,2019-07-03,shot,toy weapon,38,F,Hispanic,El Paso,TX,False,attack,Not fleeing,False,-106.429,31.77,True,30-44,unarmed,unarmed,toy weapon,1,7,2019,3
4412,2019-07-03,shot,unarmed,49,M,Asian,Chino,CA,False,other,Not fleeing,True,-117.656,34.021,True,45-59,unarmed,unarmed,unarmed,1,7,2019,3
4413,2019-07-04,shot,gun,34,M,Hispanic,Lakewood,CO,False,attack,Foot,False,-105.158,39.739,True,30-44,armed,gun,gun,1,7,2019,3
4414,2019-07-04,tasered and shot,piece of wood,47,M,Hispanic,Roswell,GA,False,attack,Not fleeing,False,-84.362,34.023,True,45-59,armed,other weapon,other weapon,1,7,2019,3
4415,2019-07-05,shot,pair of scissors,34,M,Hispanic,West Jordan,UT,False,other,Foot,False,-111.982,40.626,True,30-44,,,,1,7,2019,3
4416,2019-07-05,shot,gun,58,M,White,Mountain Grove,MO,False,attack,Not fleeing,False,-92.263,37.131,True,45-59,armed,gun,gun,1,7,2019,3
4417,2019-07-05,shot,toy weapon,17,F,White,Anaheim,CA,True,attack,Not fleeing,True,-117.913,33.854,True,Under 18,unarmed,unarmed,toy weapon,1,7,2019,3
4418,2019-07-05,shot,unarmed,21,M,White,Oak View,CA,False,attack,Not fleeing,False,-119.3,34.4,True,18-29,unarmed,unarmed,unarmed,1,7,2019,3
4419,2019-07-05,shot,knife,37,M,Hispanic,Ruskin,FL,False,other,Not fleeing,False,-82.414,27.721,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2019,3
4420,2019-07-06,shot,gun,43,M,Black,Rosedale,MD,False,attack,Other,False,-76.516,39.318,True,30-44,armed,gun,gun,1,7,2019,3
4421,2019-07-07,shot,knife,61,M,White,Jacksonville,AR,True,attack,Not fleeing,False,-81.717,30.303,True,60-75,armed,other weapon,knife/cutting instrument,1,7,2019,3
4422,2019-07-07,shot,gun,28,M,Black,Pensacola,FL,False,attack,Car,False,-87.228,30.424,True,18-29,armed,gun,gun,1,7,2019,3
4423,2019-07-07,shot,gun,41,M,White,Timberville,VA,False,other,Not fleeing,False,-78.79,38.672,True,30-44,armed,gun,gun,1,7,2019,3
4424,2019-07-07,shot,gun,43,M,None,Tularosa,NM,False,attack,Not fleeing,False,-106.007,33.08,True,30-44,armed,gun,gun,1,7,2019,3
4425,2019-07-08,shot,gun,23,M,White,Brooklyn,OH,True,attack,Not fleeing,False,-81.753,41.439,True,18-29,armed,gun,gun,1,7,2019,3
