,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter
0,2015-01-02,shot,gun,53,M,Asian,Shelton,WA,True,attack,Not fleeing,False,-123.122,47.247,True,45-59,armed,gun,gun,1,1,2015,1
1,2015-01-02,shot,gun,47,M,White,Aloha,OR,False,attack,Not fleeing,False,-122.892,45.487,True,45-59,armed,gun,gun,1,1,2015,1
2,2015-01-03,tasered and shot,unarmed,23,M,Hispanic,Wichita,KS,False,other,Not fleeing,False,-97.281,37.695,True,18-29,unarmed,unarmed,unarmed,1,1,2015,1
3,2015-01-04,shot,toy weapon,32,M,White,San Francisco,CA,True,attack,Not fleeing,False,-122.422,37.763,True,30-44,unarmed,unarmed,toy weapon,1,1,2015,1
4,2015-01-04,shot,nail gun,39,M,Hispanic,Evans,CO,False,attack,Not fleeing,False,-104.692,40.384,True,30-44,armed,other weapon,other weapon,1,1,2015,1
5,2015-01-04,shot,gun,18,M,White,Guthrie,OK,False,attack,Not fleeing,False,-97.423,35.877,True,Under 18,armed,gun,gun,1,1,2015,1
6,2015-01-05,shot,gun,22,M,Hispanic,Chandler,AZ,False,attack,Car,False,-111.841,33.328,True,18-29,armed,gun,gun,1,1,2015,1
7,2015-01-06,shot,gun,35,M,White,Assaria,KS,False,attack,Not fleeing,False,-97.564,38.704,True,30-44,armed,gun,gun,1,1,2015,1
8,2015-01-06,shot,unarmed,34,F,White,Burlington,IA,False,other,Not fleeing,True,-91.119,40.809,True,30-44,unarmed,unarmed,unarmed,1,1,2015,1
9,2015-01-06,shot,toy weapon,47,M,Black,Knoxville,PA,False,attack,Not fleeing,False,-79.991,40.413,True,45-59,unarmed,unarmed,toy weapon,1,1,2015,1
10,2015-01-06,tasered and shot,knife,25,M,White,Stockton,CA,False,attack,Not fleeing,False,-121.299,37.93,True,18-29,armed,other weapon,knife/cutting instrument,1,1,2015,1
11,2015-01-07,shot,gun,31,M,Black,Freeport,TX,False,attack,Not fleeing,False,-95.369,28.955,True,30-44,armed,gun,gun,1,1,2015,1
12,2015-01-07,shot,knife,41,M,Black,Columbus,OH,True,other,Not fleeing,False,-82.885,39.999,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2015,1
13,2015-01-07,shot,gun,30,M,White,Des Moines,IA,False,attack,Car,False,-93.609,41.582,True,18-29,armed,gun,gun,1,1,2015,1
14,2015-01-07,shot,gun,37,M,Black,New Orleans,LA,False,attack,Foot,True,-90.012,30.022,True,30-44,armed,gun,gun,1,1,2015,1
15,2015-01-08,shot,undetermined,28,M,White,Huntley,MT,False,undetermined,Not fleeing,False,-108.315,45.859,True,18-29,undetermined,undetermined,undetermined,1,1,2015,1
16,2015-01-08,shot,shovel,42,M,White,Salt Lake City,UT,False,attack,Not fleeing,True,-111.872,40.772,True,30-44,armed,other weapon,other weapon,1,1,2015,1
17,2015-01-08,shot,unarmed,36,M,Black,Strong,AR,False,attack,Not fleeing,False,-92.359,33.111,True,30-44,unarmed,unarmed,unarmed,1,1,2015,1
18,2015-01-08,shot,gun,49,M,White,Syracuse,UT,False,attack,Not fleeing,True,-112.083,41.083,True,45-59,armed,gun,gun,1,1,2015,1
19,2015-01-09,shot,gun,71,M,White,England,AR,False,attack,Not fleeing,False,-91.966,34.542,True,60-75,armed,gun,gun,1,1,2015,1
20,2015-01-09,shot,gun,33,M,Hispanic,El Paso,TX,False,attack,Not fleeing,False,-106.439,31.858,True,30-44,armed,gun,gun,1,1,2015,1
21,2015-01-11,shot,gun,39,M,White,Arcola,IL,True,attack,Not fleeing,False,-88.304,39.692,True,30-44,armed,gun,gun,1,1,2015,1
22,2015-01-11,shot,gun,23,M,Hispanic,South Gate,CA,False,attack,Not fleeing,False,-118.183,33.951,True,18-29,armed,gun,gun,1,1,2015,1
23,2015-01-11,tasered and shot,gun,29,M,Hispanic,North Las Vegas,NV,False,attack,Foot,False,-115.116,36.185,True,18-29,armed,gun,gun,1,1,2015,1
24,2015-01-13,shot,gun,34,M,White,Albuquerque,NM,False,attack,Foot,True,-106.586,35.095,True,30-44,armed,gun,gun,1,1,2015,1
25,2015-01-13,shot,knife,43,M,White,Jourdanton,TX,True,other,Not fleeing,False,-98.542,28.912,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2015,1
26,2015-01-14,shot,undetermined,24,M,Black,St. Paul,MN,False,attack,Not fleeing,False,-93.094,44.958,True,18-29,undetermined,undetermined,undetermined,1,1,2015,1
27,2015-01-14,shot,undetermined,29,M,White,Franklin County,MO,False,attack,Not fleeing,False,-90.794,38.317,True,18-29,undetermined,undetermined,undetermined,1,1,2015,1
28,2015-01-14,shot,gun,34,M,Black,Chesapeake,VA,True,attack,Not fleeing,False,-76.348,36.783,True,30-44,armed,gun,gun,1,1,2015,1
29,2015-01-14,shot,knife,75,M,White,Old Bridge,NJ,False,attack,Not fleeing,False,-74.301,40.405,True,60-75,armed,other weapon,knife/cutting instrument,1,1,2015,1
30,2015-01-14,shot,gun,68,M,White,Lake Jackson,TX,False,attack,Not fleeing,False,-95.428,29.031,True,60-75,armed,gun,gun,1,1,2015,1
31,2015-01-14,shot,knife,34,M,White,Draper,UT,False,attack,Not fleeing,True,-111.887,40.54,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2015,1
32,2015-01-15,shot,gun,27,M,Black,Indianapolis,IN,False,attack,Foot,False,-85.991,39.826,True,18-29,armed,gun,gun,1,1,2015,1
33,2015-01-15,shot,gun,39,M,Black,Aurora,CO,False,attack,Not fleeing,False,-104.772,39.726,True,30-44,armed,gun,gun,1,1,2015,1
34,2015-01-15,shot,gun,24,M,White,Bloomington,MN,True,attack,Not fleeing,False,-93.358,44.825,True,18-29,armed,gun,gun,1,1,2015,1
35,2015-01-15,shot,knife,36,M,Hispanic,Fairfield,CA,True,other,Not fleeing,False,-121.997,38.266,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2015,1
36,2015-01-15,shot,gun,33,M,White,Evangeline Parish,LA,False,attack,Not fleeing,False,-92.441,30.748,True,30-44,armed,gun,gun,1,1,2015,1
37,2015-01-16,shot,gun,41,M,White,Mabank,TX,False,attack,Car,False,-96.069,32.407,True,30-44,armed,gun,gun,1,1,2015,1
38,2015-01-16,tasered and shot,knife,48,M,Other,Fremont,CA,False,other,Not fleeing,False,-122.06,37.588,True,45-59,armed,other weapon,knife/cutting instrument,1,1,2015,1
39,2015-01-17,shot,gun,21,M,Black,Muskogee,OK,False,attack,Foot,True,-95.394,35.766,True,18-29,armed,gun,gun,1,1,2015,1
40,2015-01-17,shot,gun,24,M,Hispanic,Los Angeles,CA,False,attack,Not fleeing,False,-118.233,34.038,True,18-29,armed,gun,gun,1,1,2015,1
41,2015-01-17,shot,knife,27,M,Hispanic,Fort Worth,TX,False,attack,Not fleeing,False,-97.334,32.811,True,18-29,armed,other weapon,knife/cutting instrument,1,1,2015,1
42,2015-01-18,shot,gun,32,M,White,Maricopa,AZ,True,attack,Not fleeing,False,-112.042,33.085,True,30-44,armed,gun,gun,1,1,2015,1
43,2015-01-18,tasered and shot,gun,67,M,White,Gunlock,KY,True,attack,Not fleeing,False,-82.921,37.565,True,60-75,armed,gun,gun,1,1,2015,1
44,2015-01-19,shot,knife,49,M,White,Weymouth,MA,False,attack,Not fleeing,False,-70.932,42.257,True,45-59,armed,other weapon,knife/cutting instrument,1,1,2015,1
45,2015-01-20,shot,undetermined,42,M,Black,Scottsdale,AZ,False,other,Car,False,-111.909,33.509,True,30-44,undetermined,undetermined,undetermined,1,1,2015,1
46,2015-01-21,shot,gun,36,M,White,Hemet,CA,False,attack,Not fleeing,False,-116.958,33.742,True,30-44,armed,gun,gun,1,1,2015,1
47,2015-01-21,shot,gun,36,M,Hispanic,Chapeno,TX,False,attack,Foot,False,-99.123,26.559,True,30-44,armed,gun,gun,1,1,2015,1
48,2015-01-21,shot,gun,19,M,Black,St. Louis,MO,False,attack,Not fleeing,False,-90.25,38.665,True,18-29,armed,gun,gun,1,1,2015,1
49,2015-01-21,shot,gun,54,M,White,Derry,NH,True,attack,Not fleeing,False,-71.337,42.908,True,45-59,armed,gun,gun,1,1,2015,1
50,2015-01-22,shot,toy weapon,25,M,Black,Sierra Blanca,TX,False,attack,Car,False,-105.028,31.08,True,18-29,unarmed,unarmed,toy weapon,1,1,2015,1
51,2015-01-22,tasered and shot,knife,17,F,White,Longview,TX,True,other,Not fleeing,False,-94.746,32.495,True,Under 18,armed,other weapon,knife/cutting instrument,1,1,2015,1
52,2015-01-23,shot,undetermined,29,M,Black,Fort Lauderdale,FL,False,other,Not fleeing,False,-80.212,26.15,True,18-29,undetermined,undetermined,undetermined,1,1,2015,1
53,2015-01-23,shot,knife,56,M,Hispanic,Levelland,TX,False,other,Not fleeing,False,-102.369,33.578,True,45-59,armed,other weapon,knife/cutting instrument,1,1,2015,1
54,2015-01-23,shot,gun,61,M,White,Austin,TX,True,attack,Not fleeing,False,-97.789,30.167,True,60-75,armed,gun,gun,1,1,2015,1
55,2015-01-24,shot,gun,45,M,White,Rexburg,ID,False,attack,Not fleeing,False,-111.78,43.826,True,30-44,armed,gun,gun,1,1,2015,1
56,2015-01-24,shot,knife,26,M,Black,Baltimore,MD,True,other,Not fleeing,False,-76.648,39.284,True,18-29,armed,other weapon,knife/cutting instrument,1,1,2015,1
57,2015-01-24,shot,gun,40,M,White,Fort Worth,TX,False,attack,Not fleeing,False,-97.38,32.678,True,30-44,armed,gun,gun,1,1,2015,1
58,2015-01-25,shot,gun,26,M,Hispanic,Pueblo,CO,False,attack,Car,False,-104.574,38.285,True,18-29,armed,gun,gun,1,1,2015,1
59,2015-01-25,shot,gun,59,M,None,Winslow,NJ,False,attack,Not fleeing,False,-74.929,39.749,True,45-59,armed,gun,gun,1,1,2015,1
60,2015-01-26,shot,vehicle,17,F,Hispanic,Denver,CO,False,other,Not fleeing,False,-104.909,39.754,True,Under 18,armed,other weapon,other weapon,1,1,2015,1
61,2015-01-26,shot,gun,68,M,White,New Hope,MN,True,attack,Not fleeing,False,-93.386,45.036,True,60-75,armed,gun,gun,1,1,2015,1
62,2015-01-26,shot,unarmed,24,M,Hispanic,Tahoka,TX,False,other,Car,False,-101.666,33.166,True,18-29,unarmed,unarmed,unarmed,1,1,2015,1
63,2015-01-26,shot,knife,34,M,Hispanic,Wasco,CA,True,other,Not fleeing,False,-119.335,35.589,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2015,1
64,2015-01-27,shot,knife,39,F,White,Omaha,NE,True,attack,Not fleeing,False,-95.99,41.243,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2015,1
65,2015-01-27,shot,undetermined,26,M,Native,Phoenix,AZ,False,other,Not fleeing,False,-112.113,33.495,True,18-29,undetermined,undetermined,undetermined,1,1,2015,1
66,2015-01-27,shot,gun,29,M,White,Morenci,AZ,False,attack,Not fleeing,False,-109.326,33.054,True,18-29,armed,gun,gun,1,1,2015,1
67,2015-01-27,shot,gun,33,M,Black,Columbus,OH,False,attack,Not fleeing,False,-82.997,39.879,True,30-44,armed,gun,gun,1,1,2015,1
68,2015-01-28,shot,gun,45,M,White,Sunset,TX,False,attack,Not fleeing,False,-97.828,33.47,True,30-44,armed,gun,gun,1,1,2015,1
69,2015-01-28,shot,gun,26,M,White,Rosenberg,TX,False,attack,Not fleeing,False,-95.784,29.558,True,18-29,armed,gun,gun,1,1,2015,1
70,2015-01-28,tasered and shot,hammer,35,M,Asian,Stockton,CA,True,attack,Not fleeing,False,-121.316,38.029,True,30-44,armed,other weapon,other weapon,1,1,2015,1
71,2015-01-29,shot,gun,31,M,White,Wyoming,MI,True,attack,Not fleeing,False,-85.66,42.894,True,30-44,armed,gun,gun,1,1,2015,1
72,2015-01-29,shot,unarmed,42,M,White,Stillwater,OK,False,other,Foot,False,-97.05,36.121,True,30-44,unarmed,unarmed,unarmed,1,1,2015,1
73,2015-01-30,shot,gun,48,M,White,Billings,MT,False,attack,Foot,False,-108.513,45.79,True,45-59,armed,gun,gun,1,1,2015,1
74,2015-01-31,shot,gun,31,M,Hispanic,Houston,TX,False,attack,Not fleeing,False,-95.72,29.861,True,30-44,armed,gun,gun,1,1,2015,1
75,2015-01-31,tasered and shot,knife,54,M,Black,Randallstown,MD,True,other,Not fleeing,False,-76.821,39.38,True,45-59,armed,other weapon,knife/cutting instrument,1,1,2015,1
76,2015-02-02,shot,gun,42,M,White,Apple Valley,CA,True,attack,Not fleeing,False,-117.177,34.417,True,30-44,armed,gun,gun,1,2,2015,1
77,2015-02-02,shot,gun,17,M,White,Bay City,MI,False,attack,Not fleeing,False,-83.873,43.599,True,Under 18,armed,gun,gun,1,2,2015,1
78,2015-02-02,tasered and shot,unarmed,59,M,White,Hummelstown,PA,False,other,Foot,False,-76.713,40.273,True,45-59,unarmed,unarmed,unarmed,1,2,2015,1
79,2015-02-03,shot,gun,23,M,Black,St. Louis,MO,False,attack,Foot,False,-90.21,38.75,True,18-29,armed,gun,gun,1,2,2015,1
80,2015-02-03,shot,gun,38,F,Black,Emeryville,CA,False,attack,Car,False,-122.284,37.827,True,30-44,armed,gun,gun,1,2,2015,1
81,2015-02-03,shot,knife,29,M,Black,Antioch,CA,True,other,Not fleeing,False,-121.818,37.999,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2015,1
82,2015-02-03,shot,gun,45,M,White,Douglas,GA,True,attack,Not fleeing,False,-82.845,31.523,True,30-44,armed,gun,gun,1,2,2015,1
83,2015-02-04,shot,unarmed,28,M,Black,Tallahassee,FL,False,attack,Not fleeing,False,-84.33,30.466,True,18-29,unarmed,unarmed,unarmed,1,2,2015,1
84,2015-02-04,shot,gun,37,M,Hispanic,Orlando,FL,False,attack,Not fleeing,False,-81.306,28.5,True,30-44,armed,gun,gun,1,2,2015,1
85,2015-02-04,shot,gun,28,M,Hispanic,Tempe,AZ,False,attack,Car,False,-111.978,33.378,True,18-29,armed,gun,gun,1,2,2015,1
86,2015-02-04,shot,unarmed,28,M,Hispanic,Tempe,AZ,False,other,Not fleeing,False,-111.978,33.378,True,18-29,unarmed,unarmed,unarmed,1,2,2015,1
87,2015-02-04,shot,gun,51,M,Black,Lorena,TX,False,attack,Car,False,-97.208,31.397,True,45-59,armed,gun,gun,1,2,2015,1
88,2015-02-04,shot,knife,36,M,Black,Memphis,TN,False,other,Not fleeing,False,-89.932,35.164,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2015,1
89,2015-02-05,shot,toy weapon,59,M,White,Chino,CA,False,other,Car,False,-117.65,33.953,True,45-59,unarmed,unarmed,toy weapon,1,2,2015,1
90,2015-02-06,shot,gun,25,M,Black,Oklahoma City,OK,False,attack,Not fleeing,False,-97.515,35.404,True,18-29,armed,gun,gun,1,2,2015,1
91,2015-02-07,shot,toy weapon,26,M,White,Calimesa,CA,False,attack,Not fleeing,False,-117.057,33.994,True,18-29,unarmed,unarmed,toy weapon,1,2,2015,1
92,2015-02-07,shot,gun,74,M,Black,Gastonia,NC,False,attack,Not fleeing,False,-81.227,35.266,True,60-75,armed,gun,gun,1,2,2015,1
93,2015-02-08,shot,gun,33,M,White,Anchorage,AK,False,attack,Car,False,-149.859,61.208,True,30-44,armed,gun,gun,1,2,2015,1
94,2015-02-08,shot,gun,27,M,White,Austin,TX,False,attack,Not fleeing,False,-97.891,30.244,True,18-29,armed,gun,gun,1,2,2015,1
95,2015-02-08,shot,gun,57,M,White,New City,NY,True,attack,Not fleeing,False,-74.001,41.152,True,45-59,armed,gun,gun,1,2,2015,1
96,2015-02-08,shot,gun,46,M,White,Orange County,FL,False,attack,Not fleeing,False,-81.329,28.482,True,45-59,armed,gun,gun,1,2,2015,1
97,2015-02-08,shot,gun,41,M,White,Nocona,TX,False,attack,Not fleeing,False,-97.712,33.787,True,30-44,armed,gun,gun,1,2,2015,1
98,2015-02-09,shot,gun,61,M,White,Smyrna,ME,True,attack,Not fleeing,False,-68.104,46.159,True,60-75,armed,gun,gun,1,2,2015,1
99,2015-02-09,shot,gun,45,M,Black,Dallas,TX,False,attack,Not fleeing,False,-96.751,32.655,True,30-44,armed,gun,gun,1,2,2015,1
100,2015-02-10,shot,gun,49,M,Black,Whitehaven,TN,False,attack,Not fleeing,False,-90.054,35.025,True,45-59,armed,gun,gun,1,2,2015,1
101,2015-02-10,shot,gun,45,M,White,New Castle,CO,True,attack,Car,False,-107.454,39.573,True,30-44,armed,gun,gun,1,2,2015,1
102,2015-02-10,tasered and shot,unarmed,35,M,Hispanic,Pasco,WA,True,other,Foot,False,-119.101,46.228,True,30-44,unarmed,unarmed,unarmed,1,2,2015,1
103,2015-02-11,shot,knife,23,M,Black,San Jose,CA,True,other,Not fleeing,False,-121.876,37.316,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2015,1
104,2015-02-11,shot,toy weapon,46,M,White,Dadeville,AL,True,attack,Foot,True,-85.724,32.864,True,45-59,unarmed,unarmed,toy weapon,1,2,2015,1
105,2015-02-13,shot,undetermined,23,M,White,San Bernardino,CA,False,attack,Car,False,-117.333,34.165,True,18-29,undetermined,undetermined,undetermined,1,2,2015,1
106,2015-02-13,shot,gun,21,M,Hispanic,Kansas City,KS,False,attack,Car,False,-94.64,39.071,True,18-29,armed,gun,gun,1,2,2015,1
107,2015-02-13,shot,unarmed,35,M,Hispanic,Reading,PA,False,other,Not fleeing,False,-75.908,40.329,True,30-44,unarmed,unarmed,unarmed,1,2,2015,1
108,2015-02-13,shot,gun,27,M,White,McLemoresville,TN,False,attack,Not fleeing,False,-88.572,35.95,True,18-29,armed,gun,gun,1,2,2015,1
109,2015-02-13,shot,knife,37,M,Hispanic,San Manuel,AZ,True,other,Not fleeing,False,-110.628,32.614,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2015,1
110,2015-02-14,shot,gun,16,M,White,Essex,MD,True,attack,Car,False,-76.44,39.299,True,Under 18,armed,gun,gun,1,2,2015,1
111,2015-02-14,shot,gun,51,M,White,Laredo,TX,False,attack,Not fleeing,False,-99.474,27.554,True,45-59,armed,gun,gun,1,2,2015,1
112,2015-02-15,shot,gun,34,M,White,Iuka,MS,False,attack,Foot,False,-88.205,34.804,True,30-44,armed,gun,gun,1,2,2015,1
113,2015-02-15,shot,hatchet,34,M,White,Colton,OR,True,other,Not fleeing,False,-122.437,45.175,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2015,1
114,2015-02-15,tasered and shot,unarmed,25,M,Black,Miami Gardens,FL,True,other,Not fleeing,False,-80.208,25.951,True,18-29,unarmed,unarmed,unarmed,1,2,2015,1
115,2015-02-16,shot,gun,56,M,White,Marana,AZ,False,attack,Not fleeing,False,-111.09,32.359,True,45-59,armed,gun,gun,1,2,2015,1
116,2015-02-16,shot,gun,26,M,White,Boise,ID,False,attack,Not fleeing,False,-116.222,43.579,True,18-29,armed,gun,gun,1,2,2015,1
117,2015-02-16,shot,toy weapon,24,M,White,Provo,UT,True,attack,Not fleeing,False,-111.624,40.103,True,18-29,unarmed,unarmed,toy weapon,1,2,2015,1
118,2015-02-17,shot,gun,43,F,White,Gaston County,NC,False,attack,Not fleeing,False,-81.169,35.229,True,30-44,armed,gun,gun,1,2,2015,1
119,2015-02-17,shot,unarmed,31,M,White,Springfield,MO,False,other,Foot,False,-93.319,37.225,True,30-44,unarmed,unarmed,unarmed,1,2,2015,1
120,2015-02-17,shot,gun,32,M,White,Eaton Rapids Township,MI,False,attack,Not fleeing,False,-84.701,42.514,True,30-44,armed,gun,gun,1,2,2015,1
121,2015-02-17,shot,toy weapon,30,M,White,Tewksbury,MA,False,attack,Foot,False,-71.284,42.614,True,18-29,unarmed,unarmed,toy weapon,1,2,2015,1
122,2015-02-17,shot,undetermined,50,M,Hispanic,Del Rio,TX,False,other,Not fleeing,False,-100.831,29.369,True,45-59,undetermined,undetermined,undetermined,1,2,2015,1
123,2015-02-18,shot,knife,20,F,Black,Charlotte,NC,True,other,Not fleeing,False,-80.819,35.25,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2015,1
124,2015-02-20,shot,unarmed,31,M,Hispanic,Euless,TX,False,other,Not fleeing,False,-97.1,32.874,True,30-44,unarmed,unarmed,unarmed,1,2,2015,1
125,2015-02-20,shot,gun,38,M,Black,Homewood,AL,False,attack,Not fleeing,False,-86.824,33.482,True,30-44,armed,gun,gun,1,2,2015,1
126,2015-02-20,shot,gun,77,M,Black,Birmingham,AL,True,attack,Not fleeing,False,-86.724,33.564,True,Over 75,armed,gun,gun,1,2,2015,1
127,2015-02-20,shot,gun,34,M,Hispanic,Houston,TX,False,attack,Car,False,-95.401,29.983,True,30-44,armed,gun,gun,1,2,2015,1
128,2015-02-21,shot,gun,41,M,White,Ruidoso,NM,False,attack,Not fleeing,False,-105.665,33.448,True,30-44,armed,gun,gun,1,2,2015,1
129,2015-02-21,shot,knife,51,M,White,Indianapolis,IN,False,attack,Not fleeing,False,-85.992,39.793,True,45-59,armed,other weapon,knife/cutting instrument,1,2,2015,1
130,2015-02-22,shot,gun,50,M,White,Palm Bay,FL,False,attack,Not fleeing,False,-80.645,27.99,True,45-59,armed,gun,gun,1,2,2015,1
131,2015-02-23,shot,gun,47,M,White,Denham Springs,LA,True,attack,Not fleeing,False,-90.956,30.455,True,45-59,armed,gun,gun,1,2,2015,1
132,2015-02-23,shot,knife,37,M,White,Powder Springs,GA,False,other,Not fleeing,False,-84.695,33.911,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2015,1
133,2015-02-23,shot,gun,41,M,White,Clarkesville,GA,False,attack,Foot,False,-83.598,34.631,True,30-44,armed,gun,gun,1,2,2015,1
134,2015-02-23,shot,gun,16,M,Black,Millbrook,AL,False,attack,Not fleeing,False,-86.362,32.53,True,Under 18,armed,gun,gun,1,2,2015,1
135,2015-02-23,tasered and shot,knife,42,M,White,Allentown,PA,False,attack,Car,False,-75.433,40.632,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2015,1
136,2015-02-23,tasered and shot,unarmed,39,M,White,Omaha,NE,False,other,Not fleeing,False,-95.933,41.244,True,30-44,unarmed,unarmed,unarmed,1,2,2015,1
137,2015-02-24,tasered and shot,knife,30,M,White,Green Bay,WI,True,attack,Not fleeing,False,-88.058,44.527,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2015,1
138,2015-02-25,shot,undetermined,27,M,Black,Oklahoma City,OK,False,other,Car,False,-97.552,35.497,True,18-29,undetermined,undetermined,undetermined,1,2,2015,1
139,2015-02-25,shot,gun,43,M,White,Las Vegas,NV,True,attack,Not fleeing,False,-115.055,36.241,True,30-44,armed,gun,gun,1,2,2015,1
140,2015-02-26,shot,gun,42,M,Hispanic,Lakeland,FL,False,attack,Foot,False,-81.95,28.104,True,30-44,armed,gun,gun,1,2,2015,1
141,2015-02-26,shot,knife,21,M,Hispanic,San Francisco,CA,False,other,Not fleeing,False,-122.414,37.751,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2015,1
142,2015-02-26,shot,unarmed,49,M,White,Gulfport,MS,False,other,Not fleeing,False,-89.092,30.425,True,45-59,unarmed,unarmed,unarmed,1,2,2015,1
143,2015-02-26,shot,gun,34,F,White,Sylvester,GA,False,attack,Car,False,-83.902,31.55,True,30-44,armed,gun,gun,1,2,2015,1
144,2015-02-26,tasered and shot,unarmed,31,M,White,Terre Haute,IN,False,other,Not fleeing,False,-87.379,39.463,True,30-44,unarmed,unarmed,unarmed,1,2,2015,1
145,2015-02-27,shot,unarmed,27,M,Hispanic,Santa Ana,CA,False,other,Not fleeing,False,-117.879,33.747,True,18-29,unarmed,unarmed,unarmed,1,2,2015,1
146,2015-02-28,shot,gun,24,M,White,Pelzer,SC,False,attack,Not fleeing,False,-82.408,34.633,True,18-29,armed,gun,gun,1,2,2015,1
147,2015-02-28,shot,unarmed,34,M,Black,St Louis,MO,False,other,Car,False,-90.232,38.598,True,30-44,unarmed,unarmed,unarmed,1,2,2015,1
148,2015-02-28,shot,knife,28,F,Hispanic,Tucson,AZ,False,other,Not fleeing,False,-110.99,32.23,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2015,1
149,2015-02-28,shot,gun,28,M,Black,Columbia,MO,False,attack,Car,False,-92.294,38.946,True,18-29,armed,gun,gun,1,2,2015,1
150,2015-02-28,shot,gun,40,M,Black,Tarboro,NC,True,attack,Car,False,-77.548,35.918,True,30-44,armed,gun,gun,1,2,2015,1
151,2015-02-28,shot,gun,37,F,White,La Paz County,AZ,False,attack,Car,False,-114.451,33.619,True,30-44,armed,gun,gun,1,2,2015,1
152,2015-02-28,tasered and shot,unarmed,17,M,White,Roxand Township,MI,False,attack,Not fleeing,True,-84.837,42.756,True,Under 18,unarmed,unarmed,unarmed,1,2,2015,1
153,2015-03-01,shot,gun,35,M,Asian,Houston,TX,False,attack,Not fleeing,False,-95.622,29.704,True,30-44,armed,gun,gun,1,3,2015,1
154,2015-03-01,shot,gun,49,M,White,Barton,MS,False,attack,Not fleeing,False,-88.604,30.789,True,45-59,armed,gun,gun,1,3,2015,1
155,2015-03-01,tasered and shot,unarmed,43,M,Black,Los Angeles,CA,True,attack,Not fleeing,True,-118.245,34.043,True,30-44,unarmed,unarmed,unarmed,1,3,2015,1
156,2015-03-02,shot,gun,20,M,Black,Joilet,IL,False,other,Foot,False,-88.074,41.522,True,18-29,armed,gun,gun,1,3,2015,1
157,2015-03-03,shot,gun,25,M,Black,Salisbury,MD,False,attack,Not fleeing,False,-75.609,38.38,True,18-29,armed,gun,gun,1,3,2015,1
158,2015-03-03,shot,knife,25,M,White,Tempe,AZ,False,attack,Not fleeing,False,-111.931,33.44,True,18-29,armed,other weapon,knife/cutting instrument,1,3,2015,1
159,2015-03-04,shot,unarmed,26,M,White,Deltona,FL,False,other,Not fleeing,False,-81.254,28.887,True,18-29,unarmed,unarmed,unarmed,1,3,2015,1
160,2015-03-04,shot,gun,28,M,Asian,Stockton,CA,False,attack,Not fleeing,False,-121.286,37.948,True,18-29,armed,gun,gun,1,3,2015,1
161,2015-03-05,shot,knife,45,M,Black,Milwaukee,WI,True,other,Not fleeing,False,-87.904,42.968,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2015,1
162,2015-03-05,shot,unarmed,36,M,Hispanic,Burbank,CA,False,other,Car,False,-118.345,34.151,True,30-44,unarmed,unarmed,unarmed,1,3,2015,1
163,2015-03-05,shot,gun,34,M,White,Lincoln,NE,False,attack,Not fleeing,False,-96.682,40.875,True,30-44,armed,gun,gun,1,3,2015,1
164,2015-03-06,shot,unarmed,19,M,Black,Madison,WI,False,attack,Foot,False,-89.365,43.083,True,18-29,unarmed,unarmed,unarmed,1,3,2015,1
165,2015-03-06,shot,unarmed,37,M,Black,Aurora,CO,False,other,Foot,False,-104.916,39.735,True,30-44,unarmed,unarmed,unarmed,1,3,2015,1
166,2015-03-06,shot,undetermined,48,M,Black,Putnam Hall,FL,False,other,Not fleeing,False,-81.959,29.743,True,45-59,undetermined,undetermined,undetermined,1,3,2015,1
167,2015-03-07,shot,gun,29,M,White,Phoenix,AZ,False,attack,Not fleeing,False,-112.043,33.469,True,18-29,armed,gun,gun,1,3,2015,1
168,2015-03-08,shot,knife,43,F,Black,Anaheim,CA,True,other,Not fleeing,True,-117.94,33.819,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2015,1
169,2015-03-08,shot,gun,40,M,Hispanic,Oklahoma City,OK,False,attack,Not fleeing,False,-97.583,35.426,True,30-44,armed,gun,gun,1,3,2015,1
170,2015-03-08,shot,undetermined,35,M,White,Claymont,DE,False,attack,Car,False,-75.456,39.818,True,30-44,undetermined,undetermined,undetermined,1,3,2015,1
