,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,city/state
1535,2016-07-21,shot,gun,36,M,Other,Hilo,HI,True,attack,Not fleeing,False,-154.958,19.616,True,30-44,armed,gun,gun,1,7,2016,3,"Hilo, HI"
1536,2016-07-22,shot,gun,50,M,White,Buckhannon,WV,False,attack,Not fleeing,False,,,True,45-59,armed,gun,gun,1,7,2016,3,"Buckhannon, WV"
1537,2016-07-23,shot,knife,49,M,Black,Milwaukee,WI,False,attack,Not fleeing,True,-87.917,43.064,True,45-59,armed,other weapon,knife/cutting instrument,1,7,2016,3,"Milwaukee, WI"
1538,2016-07-23,shot,gun,31,M,Black,Chino,CA,False,attack,Foot,False,-117.689,34.033,True,30-44,armed,gun,gun,1,7,2016,3,"Chino, CA"
1539,2016-07-23,shot,gun,34,M,Hispanic,San Antonio,TX,False,attack,Not fleeing,False,-98.571,29.413,True,30-44,armed,gun,gun,1,7,2016,3,"San Antonio, TX"
1540,2016-07-24,shot,hatchet and gun,36,M,White,Winchester,CA,True,attack,Not fleeing,False,-117.048,33.729,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2016,3,"Winchester, CA"
1541,2016-07-24,shot,knife,29,M,Native,Gallup,NM,True,other,Not fleeing,False,-108.759,35.52,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2016,3,"Gallup, NM"
1542,2016-07-25,shot,gun,32,M,Black,Indianapolis,IN,False,attack,Car,False,-86.113,39.765,True,30-44,armed,gun,gun,1,7,2016,3,"Indianapolis, IN"
1543,2016-07-25,shot,gun,18,M,Black,Los Angeles,CA,False,attack,Foot,False,-118.249,33.935,True,Under 18,armed,gun,gun,1,7,2016,3,"Los Angeles, CA"
1544,2016-07-26,shot,gun,50,M,White,Pine River,WI,False,attack,Car,False,-89.592,45.171,True,45-59,armed,gun,gun,1,7,2016,3,"Pine River, WI"
1545,2016-07-26,shot,gun,36,M,Hispanic,Artesia,NM,False,other,Not fleeing,False,-104.413,32.83,True,30-44,armed,gun,gun,1,7,2016,3,"Artesia, NM"
1546,2016-07-27,shot,gun,17,M,Black,Metairie,LA,False,attack,Foot,False,-90.175,29.999,True,Under 18,armed,gun,gun,1,7,2016,3,"Metairie, LA"
1547,2016-07-27,shot,unarmed,19,M,Black,Tempe,AZ,True,attack,Foot,False,-111.93,33.367,True,18-29,unarmed,unarmed,unarmed,1,7,2016,3,"Tempe, AZ"
1548,2016-07-27,shot,knife,24,M,White,Scottsdale,AZ,False,other,Foot,True,-111.883,33.582,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2016,3,"Scottsdale, AZ"
1549,2016-07-27,shot,knife,24,M,Hispanic,San Bernardino,CA,True,other,Not fleeing,False,-117.314,34.132,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2016,3,"San Bernardino, CA"
1550,2016-07-27,shot,knife,20,M,White,Malta,MT,False,attack,Not fleeing,False,-107.799,48.461,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2016,3,"Malta, MT"
1551,2016-07-27,shot,knife,33,M,White,Estill Springs,TN,False,other,Foot,True,-86.132,35.265,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2016,3,"Estill Springs, TN"
1552,2016-07-28,shot,gun,41,M,Hispanic,Sparks,NV,False,other,Not fleeing,False,-119.745,39.551,True,30-44,armed,gun,gun,1,7,2016,3,"Sparks, NV"
1553,2016-07-28,shot,undetermined,47,M,Black,La Quinta,CA,False,other,Car,False,-116.269,33.697,True,45-59,undetermined,undetermined,undetermined,1,7,2016,3,"La Quinta, CA"
1554,2016-07-28,shot,unarmed,18,M,Black,Chicago,IL,False,other,Car,True,,,True,Under 18,unarmed,unarmed,unarmed,1,7,2016,3,"Chicago, IL"
1555,2016-07-28,shot,gun,31,M,Hispanic,Tucson,AZ,False,attack,Other,False,-110.969,32.178,True,30-44,armed,gun,gun,1,7,2016,3,"Tucson, AZ"
1556,2016-07-28,shot,unarmed,27,M,Black,Compton,CA,False,attack,Other,False,-118.246,33.91,True,18-29,unarmed,unarmed,unarmed,1,7,2016,3,"Compton, CA"
1557,2016-07-28,shot,gun,36,M,Hispanic,City Terrace,CA,False,other,Car,True,-118.193,34.053,True,30-44,armed,gun,gun,1,7,2016,3,"City Terrace, CA"
1558,2016-07-29,shot,gun,40,F,White,Homewood,AL,False,attack,Not fleeing,False,-86.818,33.46,True,30-44,armed,gun,gun,1,7,2016,3,"Homewood, AL"
1559,2016-07-29,shot,gun,59,M,White,Pleasant Hill,NC,False,attack,Not fleeing,False,-77.512,36.516,True,45-59,armed,gun,gun,1,7,2016,3,"Pleasant Hill, NC"
1560,2016-07-31,shot,rock,32,M,White,Phelps,KY,False,attack,Foot,False,-82.146,37.492,True,30-44,armed,other weapon,other weapon,1,7,2016,3,"Phelps, KY"
1561,2016-07-31,shot,Taser,38,M,Hispanic,Wapato,WA,False,other,Not fleeing,False,-120.424,46.447,True,30-44,armed,other weapon,other weapon,1,7,2016,3,"Wapato, WA"
1562,2016-07-31,shot,knife,18,M,Asian,Manchester,NJ,True,other,Not fleeing,True,-74.293,40.043,True,Under 18,armed,other weapon,knife/cutting instrument,1,7,2016,3,"Manchester, NJ"
1563,2016-08-01,shot,gun,23,F,Black,Randallstown,MD,False,attack,Not fleeing,False,-76.814,39.37,True,18-29,armed,gun,gun,1,8,2016,3,"Randallstown, MD"
1564,2016-08-01,shot,undetermined,43,M,White,Edmund,SC,False,attack,Car,False,-81.2,33.862,True,30-44,undetermined,undetermined,undetermined,1,8,2016,3,"Edmund, SC"
1565,2016-08-01,shot,gun,67,M,White,Stafford,VA,False,attack,Not fleeing,False,-77.444,38.307,True,60-75,armed,gun,gun,1,8,2016,3,"Stafford, VA"
1566,2016-08-01,shot,undetermined,32,M,White,Santa Ana,CA,True,attack,Not fleeing,False,-118.316,34.111,True,30-44,undetermined,undetermined,undetermined,1,8,2016,3,"Santa Ana, CA"
1567,2016-08-02,shot,gun,22,M,White,Lake City,SC,False,attack,Car,False,-79.763,33.862,True,18-29,armed,gun,gun,1,8,2016,3,"Lake City, SC"
1568,2016-08-02,shot,knife,31,M,White,Alexandria,MN,False,other,Not fleeing,False,-95.375,45.889,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Alexandria, MN"
1569,2016-08-02,shot,gun,43,M,Black,Palm Bay,FL,True,attack,Not fleeing,False,-80.589,28.034,True,30-44,armed,gun,gun,1,8,2016,3,"Palm Bay, FL"
1570,2016-08-02,shot,gun,34,M,White,Hammett,ID,True,attack,Car,False,-115.499,42.971,True,30-44,armed,gun,gun,1,8,2016,3,"Hammett, ID"
1571,2016-08-02,shot,unarmed,51,M,White,Castaic,CA,False,other,Foot,False,-118.618,34.491,True,45-59,unarmed,unarmed,unarmed,1,8,2016,3,"Castaic, CA"
1572,2016-08-03,shot,gun,31,M,White,Clearfield,UT,False,attack,Foot,False,-112.024,41.121,True,30-44,armed,gun,gun,1,8,2016,3,"Clearfield, UT"
1573,2016-08-03,shot,knife,54,M,White,Detroit,MI,False,attack,Not fleeing,False,-83.277,42.422,True,45-59,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Detroit, MI"
1574,2016-08-03,shot,gun,69,M,White,Scott County,VA,False,other,Car,False,,,True,60-75,armed,gun,gun,1,8,2016,3,"Scott County, VA"
1575,2016-08-05,shot,knife,58,M,White,Aldie,VA,True,other,Not fleeing,False,-77.57,38.91,True,45-59,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Aldie, VA"
1576,2016-08-05,shot,gun,26,M,Black,East Point,GA,True,attack,Not fleeing,False,-84.491,33.644,True,18-29,armed,gun,gun,1,8,2016,3,"East Point, GA"
1577,2016-08-05,shot,crossbow,31,M,None,Santee,CA,True,attack,Not fleeing,False,-116.982,32.866,True,30-44,armed,other weapon,other weapon,1,8,2016,3,"Santee, CA"
1578,2016-08-05,shot,gun,59,M,White,Beaver Dam,WI,True,attack,Not fleeing,False,-88.82,43.483,True,45-59,armed,gun,gun,1,8,2016,3,"Beaver Dam, WI"
1579,2016-08-07,shot,knife,25,M,Black,Cincinnati,OH,True,attack,Not fleeing,False,-84.51,39.102,True,18-29,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Cincinnati, OH"
1580,2016-08-07,shot,knife,20,M,Black,Harrisburg,PA,True,other,Not fleeing,False,-76.899,40.282,True,18-29,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Harrisburg, PA"
1581,2016-08-08,shot,knife,57,M,Black,Louisville,KY,False,other,Not fleeing,True,-85.841,38.198,True,45-59,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Louisville, KY"
1582,2016-08-08,shot,toy weapon,56,M,White,Citrus Heights,CA,False,attack,Not fleeing,False,-121.302,38.697,True,45-59,unarmed,unarmed,toy weapon,1,8,2016,3,"Citrus Heights, CA"
1583,2016-08-08,shot,gun,64,M,White,Wilkesboro,NC,False,attack,Not fleeing,False,-81.274,36.155,True,60-75,armed,gun,gun,1,8,2016,3,"Wilkesboro, NC"
1584,2016-08-08,shot,gun,34,M,Hispanic,Georgetown,KY,False,attack,Other,False,-84.627,38.181,True,30-44,armed,gun,gun,1,8,2016,3,"Georgetown, KY"
1585,2016-08-08,shot,gun,69,M,White,Little Mountain,SC,True,attack,Not fleeing,False,-81.262,34.203,True,60-75,armed,gun,gun,1,8,2016,3,"Little Mountain, SC"
1586,2016-08-09,shot,gun,45,M,White,Circleville,OH,True,other,Not fleeing,False,-81.164,33.836,True,30-44,armed,gun,gun,1,8,2016,3,"Circleville, OH"
1587,2016-08-09,shot,gun,14,M,Hispanic,Los Angeles,CA,False,attack,Foot,True,-118.215,34.038,True,Under 18,armed,gun,gun,1,8,2016,3,"Los Angeles, CA"
1588,2016-08-09,shot,undetermined,44,M,White,Piedmont,SC,False,other,Not fleeing,False,-82.529,34.734,True,30-44,undetermined,undetermined,undetermined,1,8,2016,3,"Piedmont, SC"
1589,2016-08-11,shot,gun,59,M,White,Tukwila,WA,True,attack,Not fleeing,False,-122.261,47.466,True,45-59,armed,gun,gun,1,8,2016,3,"Tukwila, WA"
1590,2016-08-11,shot,knife,33,M,Hispanic,Vista,CA,False,other,Other,False,-117.258,33.196,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Vista, CA"
1591,2016-08-11,shot,gun,54,M,White,Plaquemine,LA,False,attack,Not fleeing,False,-91.317,30.262,True,45-59,armed,gun,gun,1,8,2016,3,"Plaquemine, LA"
1592,2016-08-12,shot,undetermined,22,M,Hispanic,Mesa,AZ,False,other,Car,False,-111.84,33.451,True,18-29,undetermined,undetermined,undetermined,1,8,2016,3,"Mesa, AZ"
1593,2016-08-12,tasered and shot,hammer,49,M,White,Tahlequah,OK,True,other,Not fleeing,True,-94.964,35.914,True,45-59,armed,other weapon,other weapon,1,8,2016,3,"Tahlequah, OK"
1594,2016-08-13,shot,gun,23,M,Black,Milwaukee,WI,False,other,Foot,True,-87.967,43.075,True,18-29,armed,gun,gun,1,8,2016,3,"Milwaukee, WI"
1595,2016-08-13,shot,knife,38,M,Hispanic,Phoenix,AZ,True,attack,Not fleeing,False,-112.152,33.495,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Phoenix, AZ"
1596,2016-08-13,shot,gun,53,M,White,Lakewood,CO,False,other,Not fleeing,False,-105.053,39.718,True,45-59,armed,gun,gun,1,8,2016,3,"Lakewood, CO"
1597,2016-08-13,shot,undetermined,36,M,Hispanic,Hayward,CA,False,other,Car,False,-122.08,37.636,True,30-44,undetermined,undetermined,undetermined,1,8,2016,3,"Hayward, CA"
1598,2016-08-15,shot,metal pole,29,M,Hispanic,Falls Church,VA,True,other,Not fleeing,False,-77.229,38.858,True,18-29,armed,other weapon,other weapon,1,8,2016,3,"Falls Church, VA"
1599,2016-08-15,shot,gun,42,M,White,Counce,TN,False,attack,Other,False,-88.258,35.035,True,30-44,armed,gun,gun,1,8,2016,3,"Counce, TN"
1600,2016-08-16,shot,gun,36,M,White,Rome,OH,False,other,Car,False,-80.778,41.586,True,30-44,armed,gun,gun,1,8,2016,3,"Rome, OH"
1601,2016-08-16,shot,gun,32,M,White,Lenoir,NC,False,attack,Foot,True,-81.586,36.027,True,30-44,armed,gun,gun,1,8,2016,3,"Lenoir, NC"
1602,2016-08-16,shot,toy weapon,53,M,White,Apache Junction,AZ,False,other,Not fleeing,False,-111.547,33.43,True,45-59,unarmed,unarmed,toy weapon,1,8,2016,3,"Apache Junction, AZ"
1603,2016-08-16,shot,gun,30,M,Black,Stockton,CA,False,other,Foot,True,-121.252,37.987,True,18-29,armed,gun,gun,1,8,2016,3,"Stockton, CA"
1604,2016-08-16,shot,unarmed,25,M,Hispanic,Tucson,AZ,False,attack,Not fleeing,False,-111.161,32.18,True,18-29,unarmed,unarmed,unarmed,1,8,2016,3,"Tucson, AZ"
1605,2016-08-16,shot,gun,18,M,Black,Los Angeles,CA,False,other,Foot,False,-118.281,33.945,True,Under 18,armed,gun,gun,1,8,2016,3,"Los Angeles, CA"
1606,2016-08-16,shot,gun,55,M,White,Augusta,WV,False,other,Not fleeing,False,,,True,45-59,armed,gun,gun,1,8,2016,3,"Augusta, WV"
1607,2016-08-17,shot,piece of wood,27,M,Black,Kelso,WA,False,attack,Not fleeing,False,-122.917,46.146,True,18-29,armed,other weapon,other weapon,1,8,2016,3,"Kelso, WA"
1608,2016-08-18,shot,gun,37,M,Hispanic,Bakersfield,CA,False,attack,Car,False,-118.983,35.35,True,30-44,armed,gun,gun,1,8,2016,3,"Bakersfield, CA"
1609,2016-08-18,shot,unarmed,29,M,White,Charlotte,NC,False,other,Car,True,-80.719,35.279,True,18-29,unarmed,unarmed,unarmed,1,8,2016,3,"Charlotte, NC"
1610,2016-08-18,shot,knife,40,M,White,Antelope,CA,False,other,Not fleeing,False,-121.32,38.713,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Antelope, CA"
1611,2016-08-18,shot,undetermined,36,M,White,Hays,KS,False,other,Car,False,-99.307,38.879,True,30-44,undetermined,undetermined,undetermined,1,8,2016,3,"Hays, KS"
1612,2016-08-18,shot,gun,38,M,White,Poway,CA,False,attack,Car,False,-117.028,32.956,True,30-44,armed,gun,gun,1,8,2016,3,"Poway, CA"
1613,2016-08-18,shot,gun,29,M,White,Ruidoso,NM,False,other,Not fleeing,False,-105.669,33.313,True,18-29,armed,gun,gun,1,8,2016,3,"Ruidoso, NM"
1614,2016-08-18,shot,gun,59,M,White,McKinneyville,CA,True,attack,Not fleeing,False,-99.902,31.969,True,45-59,armed,gun,gun,1,8,2016,3,"McKinneyville, CA"
1615,2016-08-19,shot,gun,47,M,Hispanic,East Hollywood,CA,True,other,Not fleeing,False,-118.306,34.097,True,45-59,armed,gun,gun,1,8,2016,3,"East Hollywood, CA"
1616,2016-08-19,shot,gun,22,M,Hispanic,Phoenix,AZ,False,attack,Not fleeing,False,-112.039,33.48,True,18-29,armed,gun,gun,1,8,2016,3,"Phoenix, AZ"
1617,2016-08-19,shot,toy weapon,31,M,White,New London,WI,True,attack,Not fleeing,True,-88.735,44.384,True,30-44,unarmed,unarmed,toy weapon,1,8,2016,3,"New London, WI"
1618,2016-08-19,shot,gun,29,M,White,Reno,NV,False,attack,Car,False,-119.882,39.616,True,18-29,armed,gun,gun,1,8,2016,3,"Reno, NV"
1619,2016-08-19,shot,knife,54,M,White,East Ridge,TN,False,other,Not fleeing,False,-85.233,34.99,True,45-59,armed,other weapon,knife/cutting instrument,1,8,2016,3,"East Ridge, TN"
1620,2016-08-20,shot,pair of scissors,71,M,Hispanic,Indio,CA,True,other,Not fleeing,True,-116.216,33.726,True,60-75,,,,1,8,2016,3,"Indio, CA"
1621,2016-08-21,shot,knife,36,M,Hispanic,Las Cruces,NM,False,other,Not fleeing,True,-106.765,32.309,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Las Cruces, NM"
1622,2016-08-22,shot,knife,34,M,Black,Hamilton,OH,False,attack,Not fleeing,False,-84.551,39.397,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Hamilton, OH"
1623,2016-08-23,shot,vehicle,49,M,White,Myra,TX,False,attack,Car,False,-97.318,33.625,True,45-59,armed,other weapon,other weapon,1,8,2016,3,"Myra, TX"
1624,2016-08-24,shot,gun,36,M,Hispanic,Oak Cliff,TX,False,attack,Foot,False,-96.88,32.75,True,30-44,armed,gun,gun,1,8,2016,3,"Oak Cliff, TX"
1625,2016-08-24,shot,gun,43,M,White,Orlando,FL,True,other,Not fleeing,False,-81.149,28.507,True,30-44,armed,gun,gun,1,8,2016,3,"Orlando, FL"
1626,2016-08-24,shot,gun,53,M,White,Shelbyville,TN,False,attack,Not fleeing,False,-86.437,35.488,True,45-59,armed,gun,gun,1,8,2016,3,"Shelbyville, TN"
1627,2016-08-25,shot,gun,31,M,Black,Compton,CA,False,attack,Foot,False,-118.24,33.899,True,30-44,armed,gun,gun,1,8,2016,3,"Compton, CA"
1628,2016-08-25,shot,undetermined,32,M,Hispanic,Compton,CA,False,other,Not fleeing,False,,,True,30-44,undetermined,undetermined,undetermined,1,8,2016,3,"Compton, CA"
1629,2016-08-25,tasered and shot,knife,63,M,None,Fort Collins,CO,False,other,Not fleeing,True,-105.077,40.599,True,60-75,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Fort Collins, CO"
1630,2016-08-26,shot,gun,41,M,White,Las Vegas,NV,False,attack,Foot,False,-115.092,36.137,True,30-44,armed,gun,gun,1,8,2016,3,"Las Vegas, NV"
1631,2016-08-27,shot,toy weapon,26,M,Hispanic,Phoenix,AZ,False,attack,Not fleeing,False,-112.183,33.482,True,18-29,unarmed,unarmed,toy weapon,1,8,2016,3,"Phoenix, AZ"
1632,2016-08-27,shot,gun,82,M,White,Morgantown,WV,False,attack,Not fleeing,True,-79.999,39.602,True,Over 75,armed,gun,gun,1,8,2016,3,"Morgantown, WV"
1633,2016-08-27,tasered and shot,knife,49,M,None,Denver,CO,False,other,Not fleeing,False,-104.995,39.717,True,45-59,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Denver, CO"
1634,2016-08-28,shot,gun,37,M,White,Eagan,MN,True,attack,Not fleeing,False,-93.158,44.827,True,30-44,armed,gun,gun,1,8,2016,3,"Eagan, MN"
1635,2016-08-29,shot,gun,24,M,Black,Raleigh,NC,False,attack,Foot,False,-78.592,35.78,True,18-29,armed,gun,gun,1,8,2016,3,"Raleigh, NC"
1636,2016-08-29,shot,gun,35,F,White,Kingman,AZ,False,attack,Not fleeing,False,-114.04,35.474,True,30-44,armed,gun,gun,1,8,2016,3,"Kingman, AZ"
1637,2016-08-29,tasered and shot,knife,56,M,White,San Bernardino,CA,False,attack,Not fleeing,False,-117.306,34.129,True,45-59,armed,other weapon,knife/cutting instrument,1,8,2016,3,"San Bernardino, CA"
1638,2016-08-29,tasered and shot,gun,28,M,Native,Fairbanks,AK,False,attack,Foot,True,-147.72,64.841,True,18-29,armed,gun,gun,1,8,2016,3,"Fairbanks, AK"
1639,2016-08-30,shot,unarmed,22,M,Black,Tampa,FL,False,other,Not fleeing,False,-82.364,27.934,True,18-29,unarmed,unarmed,unarmed,1,8,2016,3,"Tampa, FL"
1640,2016-08-30,shot,unarmed,59,M,White,Harker Heights,TX,False,other,Other,False,-97.614,31.049,True,45-59,unarmed,unarmed,unarmed,1,8,2016,3,"Harker Heights, TX"
1641,2016-08-30,tasered and shot,chain saw,36,M,None,Graham,WA,True,attack,Not fleeing,False,-122.312,47.019,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Graham, WA"
1642,2016-08-30,tasered and shot,knife,36,M,White,Weatherford,TX,False,other,Not fleeing,False,-97.789,32.729,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2016,3,"Weatherford, TX"
1643,2016-08-31,shot,gun,21,M,White,Denver,CO,False,attack,Foot,False,-105.019,39.663,True,18-29,armed,gun,gun,1,8,2016,3,"Denver, CO"
1644,2016-08-31,shot,undetermined,38,M,White,McDowell,MO,False,other,Car,False,-93.778,36.833,True,30-44,undetermined,undetermined,undetermined,1,8,2016,3,"McDowell, MO"
1645,2016-09-01,shot,undetermined,60,M,White,Sylvania Township,OH,True,other,Not fleeing,False,-83.741,41.69,True,45-59,undetermined,undetermined,undetermined,1,9,2016,3,"Sylvania Township, OH"
1646,2016-09-01,shot,gun,18,M,White,Wichita,KS,False,other,Car,True,-97.444,37.704,True,Under 18,armed,gun,gun,1,9,2016,3,"Wichita, KS"
1647,2016-09-01,shot,gun,23,M,Hispanic,Florence,CA,False,other,Foot,False,-118.243,33.963,True,18-29,armed,gun,gun,1,9,2016,3,"Florence, CA"
1648,2016-09-01,tasered and shot,pipe,33,M,Hispanic,Huntington Park,CA,False,other,Not fleeing,False,-118.225,33.991,True,30-44,armed,other weapon,other weapon,1,9,2016,3,"Huntington Park, CA"
1649,2016-09-02,shot,gun,38,M,Hispanic,Alamogordo,NM,False,attack,Foot,True,-105.952,32.885,True,30-44,armed,gun,gun,1,9,2016,3,"Alamogordo, NM"
1650,2016-09-02,shot,gun,40,M,None,Parker,CO,True,attack,Car,True,-104.763,39.552,True,30-44,armed,gun,gun,1,9,2016,3,"Parker, CO"
1651,2016-09-02,shot,glass shard,22,M,White,Round Lake,IL,False,other,Not fleeing,False,-88.088,42.349,True,18-29,armed,other weapon,other weapon,1,9,2016,3,"Round Lake, IL"
1652,2016-09-02,shot,gun,38,M,Black,St. Louis,MO,False,attack,Other,False,-90.232,38.722,True,30-44,armed,gun,gun,1,9,2016,3,"St. Louis, MO"
1653,2016-09-03,shot,gun,25,M,Black,Atlantic City,NJ,False,other,Foot,False,-74.436,39.356,True,18-29,armed,gun,gun,1,9,2016,3,"Atlantic City, NJ"
1654,2016-09-03,shot,undetermined,25,M,White,East Wenatchee,WA,False,undetermined,Not fleeing,False,-120.303,47.44,True,18-29,undetermined,undetermined,undetermined,1,9,2016,3,"East Wenatchee, WA"
1655,2016-09-03,shot,gun,36,M,White,Metropolis,IL,False,attack,Other,False,-88.732,37.151,True,30-44,armed,gun,gun,1,9,2016,3,"Metropolis, IL"
1656,2016-09-03,shot,gun,34,M,None,Temple,TX,False,attack,Car,False,-97.357,31.093,True,30-44,armed,gun,gun,1,9,2016,3,"Temple, TX"
1657,2016-09-04,shot,knife,33,M,Hispanic,Long Beach,CA,True,other,Not fleeing,False,-118.155,33.787,True,30-44,armed,other weapon,knife/cutting instrument,1,9,2016,3,"Long Beach, CA"
1658,2016-09-04,shot,knife,44,M,Hispanic,Grand Junction,CO,True,other,Not fleeing,False,-108.526,39.076,True,30-44,armed,other weapon,knife/cutting instrument,1,9,2016,3,"Grand Junction, CO"
1659,2016-09-05,shot,gun,36,M,Black,Ellis County,TX,False,attack,Car,False,-96.632,32.343,True,30-44,armed,gun,gun,1,9,2016,3,"Ellis County, TX"
1660,2016-09-05,shot,gun,35,M,Hispanic,Austin,TX,False,other,Not fleeing,False,-97.76,30.435,True,30-44,armed,gun,gun,1,9,2016,3,"Austin, TX"
1661,2016-09-06,shot,vehicle,25,M,White,Omaha,NE,False,other,Other,False,-95.947,41.206,True,18-29,armed,other weapon,other weapon,1,9,2016,3,"Omaha, NE"
1662,2016-09-06,shot,gun,65,M,None,Spencer,WV,True,attack,Car,False,-81.399,38.851,True,60-75,armed,gun,gun,1,9,2016,3,"Spencer, WV"
1663,2016-09-06,shot,gun,31,M,Hispanic,Phoenix,AZ,False,attack,Car,False,-112.074,33.448,True,30-44,armed,gun,gun,1,9,2016,3,"Phoenix, AZ"
1664,2016-09-06,shot,gun,70,M,White,Gray,TN,False,other,Not fleeing,True,-82.465,36.377,True,60-75,armed,gun,gun,1,9,2016,3,"Gray, TN"
1665,2016-09-06,shot,sword,25,M,White,Phoenix,AZ,True,attack,Not fleeing,False,-112.162,33.484,True,18-29,armed,other weapon,knife/cutting instrument,1,9,2016,3,"Phoenix, AZ"
1666,2016-09-07,shot,knife,55,M,Black,Albany,GA,False,attack,Not fleeing,False,-84.162,31.569,True,45-59,armed,other weapon,knife/cutting instrument,1,9,2016,3,"Albany, GA"
1667,2016-09-07,shot,undetermined,35,M,White,Titusville,FL,False,other,Not fleeing,False,-80.819,28.585,True,30-44,undetermined,undetermined,undetermined,1,9,2016,3,"Titusville, FL"
1668,2016-09-07,shot,gun,25,M,Black,Wyoming,MI,False,attack,Not fleeing,False,-85.647,42.906,True,18-29,armed,gun,gun,1,9,2016,3,"Wyoming, MI"
1669,2016-09-08,shot,gun,32,M,White,Lakeland,FL,False,attack,Not fleeing,False,-81.906,28.053,True,30-44,armed,gun,gun,1,9,2016,3,"Lakeland, FL"
1670,2016-09-08,shot,toy weapon,38,M,Hispanic,Delhi,CA,False,attack,Not fleeing,False,-120.781,37.422,True,30-44,unarmed,unarmed,toy weapon,1,9,2016,3,"Delhi, CA"
1671,2016-09-09,shot,gun,32,M,Hispanic,Memphis,TN,False,attack,Not fleeing,False,-90.158,35.156,True,30-44,armed,gun,gun,1,9,2016,3,"Memphis, TN"
1672,2016-09-09,shot,unknown weapon,64,M,White,Auburn,WA,True,other,Not fleeing,False,-122.21,47.317,True,60-75,armed,other weapon,other weapon,1,9,2016,3,"Auburn, WA"
1673,2016-09-09,shot,knife,55,M,Black,Pompano Beach,FL,False,other,Not fleeing,False,-80.127,26.245,True,45-59,armed,other weapon,knife/cutting instrument,1,9,2016,3,"Pompano Beach, FL"
1674,2016-09-10,shot,toy weapon,69,M,White,Montcalm,WV,True,other,Not fleeing,True,-81.248,37.354,True,60-75,unarmed,unarmed,toy weapon,1,9,2016,3,"Montcalm, WV"
1675,2016-09-10,shot,gun,37,M,White,Boulder,CO,False,attack,Not fleeing,True,-105.103,40.116,True,30-44,armed,gun,gun,1,9,2016,3,"Boulder, CO"
1676,2016-09-11,shot,motorcycle,31,M,Black,Washington,DC,False,attack,Other,False,-77.002,38.877,True,30-44,armed,other weapon,other weapon,1,9,2016,3,"Washington, DC"
1677,2016-09-12,shot,gun,86,M,None,Saratoga,CA,False,other,Not fleeing,False,-122.009,37.292,True,Over 75,armed,gun,gun,1,9,2016,3,"Saratoga, CA"
1678,2016-09-12,shot,knife,25,M,Black,Cedar Rapids,IA,False,attack,Not fleeing,False,-91.715,41.991,True,18-29,armed,other weapon,knife/cutting instrument,1,9,2016,3,"Cedar Rapids, IA"
1679,2016-09-12,shot,unarmed,25,M,Hispanic,Colton,CA,False,other,Car,False,-117.311,34.072,True,18-29,unarmed,unarmed,unarmed,1,9,2016,3,"Colton, CA"
1680,2016-09-14,shot,toy weapon,13,M,Black,Columbus,OH,False,other,Foot,False,-82.987,39.963,True,Under 18,unarmed,unarmed,toy weapon,1,9,2016,3,"Columbus, OH"
1681,2016-09-15,shot,gun,32,M,Hispanic,Phoenix,AZ,False,other,Other,False,-112.03,33.424,True,30-44,armed,gun,gun,1,9,2016,3,"Phoenix, AZ"
1682,2016-09-15,shot,gun,69,M,White,Weeki Wachi,FL,True,other,Not fleeing,False,-82.554,28.558,True,60-75,armed,gun,gun,1,9,2016,3,"Weeki Wachi, FL"
1683,2016-09-15,tasered and shot,gun,34,M,White,Austin,TX,False,attack,Foot,False,-97.834,30.228,True,30-44,armed,gun,gun,1,9,2016,3,"Austin, TX"
1684,2016-09-16,shot,gun,46,M,None,Big Bear,MO,False,attack,Not fleeing,False,-91.832,37.964,True,45-59,armed,gun,gun,1,9,2016,3,"Big Bear, MO"
1685,2016-09-16,shot,unarmed,29,M,Native,Winooski,VT,False,other,Foot,True,-73.191,44.492,True,18-29,unarmed,unarmed,unarmed,1,9,2016,3,"Winooski, VT"
